_id,sid_comment,star,time,comment
,1,2,,門票收費太高，沒有太多內容可看。空間很小沒地方可以歇腳，對於同行不想看積木的人非常不便。 DIY也很隨便，沒有什麼教的誠意⋯感絕上就是趕快教好你趕快走的概念，基本上只能騙騙小小孩⋯⋯給2顆星的原因是⋯門票至少還換了小瓶可樂！
,2,4,,優點：1.有免費停車場2.闖關卡每一張題目都不一樣！這個很有趣！3.服務人員很棒缺點：1.展品品質差異過大，那個發光積木區應該整個換掉。2.商品區商品太弱，連七歲小孩都沒有想要的東西。特別注意事項除了抱在手上的小寶寶、75歲以上老人和殘疾人士之外都是一人200元，這不算缺點但是跟一般優待票的認知不同提供給大家參考
,3,3,,第3篇評論找不到，得用RAWDATA回溯
,4,5,,積木博物館位在宜蘭縣政府旁邊，相信也有很多人跟我一樣，對積木博物館不陌生吧！早在今年初推出時，造成轟動場場預約爆滿，現在呢～熱潮漸退平日不用預約，但假日一樣客滿，而積木博物館，更是亞洲第一家展出積木的博物館，所以啦～我就把幸福轉運站和積木博物館列入行程，趁著放假一早便把這兩個點一起體驗分享。
,5,5,,1. 三歲以下孩童免費90公分需要出示證件2. 停車場免費（位置不多）3. 目前疫情關係有控管每場次的人數，竟量先下車排隊買票再去停車4. 超過三歲以上的孩童需要購票目前每人都是200元5. 門票有含課程操作和飲料或水四選一6. 建議操作課程還是當場做不要帶回家，孩子比較有印象，他們可以提供材料包回家自行操作，不過顏色和物品是隨機的，只有參與課程才有選擇的機會（對我而言這個是非常重要的）7. 館內禁止吃東西。8. 我很喜歡細節的拍照分享，有喜歡我的分享可以追蹤我唷！歡迎追蹤，雖然不知道追蹤可以做什麼🤣
,6,5,,博物館外的草地上就有一些作品可拍照，但是要注意的是草地是禁止踏入唷～博物館的櫥窗出現三位復仇者聯盟英雄，其中最喜歡的角色是雷神索爾跟美國隊長，但可惜的是櫥窗離步道好遠，只能遠遠的拍，不然～超想跟這三位主角合拍！
,7,5,,宜蘭好好玩！這次是一座積木博物館～讓大家回味兒時都會玩到的小小樂高積木，並將組合成的積木作品和知識通通結合在一起，還可以現場ＤＩＹ自己帶走的小禮物，宜蘭積木博物館，小小兵們正等你來拍照喲！
,8,2,,一個有點瞎的地方園區很小 逛快點五分鐘大概就逛完了小之外還蠻擁擠的展品跟百貨公司的樂高還真沒什麼不一樣DIY是一個不知所云的鑰匙圈成本大概三塊錢吧......真心不推薦排行程的地方
,9,1,,第9篇評論找不到，得用RAWDATA回溯
,10,1,,第10篇評論找不到，得用RAWDATA回溯
,11,1,,第11篇評論找不到，得用RAWDATA回溯
,12,1,,價格過高，展品數量及服務不值得票價。（如下說明）非常不推薦也不會在二訪的地方。1- 展區大約五分鐘可以走完，與同樣叫做博物館的蘭陽博物館，落差很大！2- 雖然是親子景點，但是一點都不親子。     逛到一半，借DIY地方坐著餵奶，餵到一半會請你換地方，確未安排適當位置供餵奶，且推車不能進去，因為展場真的很狹窄。3-逛起來的感覺是，門票收到了，希望你趕快逛一逛，東西做一做，飲料拿一拿就走。（飲料只能在外面高溫炎熱下坐著喝）4-服務人員會在你參觀期間一直說：「出了出口就不能在進去參觀」。
,13,5,,第13篇評論找不到，得用RAWDATA回溯
,14,1,,第14篇評論找不到，得用RAWDATA回溯
,15,4,,第15篇評論找不到，得用RAWDATA回溯
,16,3,,第16篇評論找不到，得用RAWDATA回溯
,17,4,,第17篇評論找不到，得用RAWDATA回溯
,18,4,,第18篇評論找不到，得用RAWDATA回溯
,19,1,,第19篇評論找不到，得用RAWDATA回溯
,20,5,,第20篇評論找不到，得用RAWDATA回溯
,21,5,,第21篇評論找不到，得用RAWDATA回溯
,22,1,,第22篇評論找不到，得用RAWDATA回溯
,23,1,,第23篇評論找不到，得用RAWDATA回溯
,24,5,,第24篇評論找不到，得用RAWDATA回溯
,25,2,,第25篇評論找不到，得用RAWDATA回溯
,26,2,,第26篇評論找不到，得用RAWDATA回溯
,27,5,,第27篇評論找不到，得用RAWDATA回溯
,28,5,,第28篇評論找不到，得用RAWDATA回溯
,29,4,,第29篇評論找不到，得用RAWDATA回溯
,30,3,,第30篇評論找不到，得用RAWDATA回溯
,31,1,,第31篇評論找不到，得用RAWDATA回溯
,32,1,,第32篇評論找不到，得用RAWDATA回溯
,33,5,,第33篇評論找不到，得用RAWDATA回溯
,34,1,,第34篇評論找不到，得用RAWDATA回溯
,35,1,,第35篇評論找不到，得用RAWDATA回溯
,36,1,,第36篇評論找不到，得用RAWDATA回溯
,37,4,,第37篇評論找不到，得用RAWDATA回溯
,38,1,,外面的草地建議還是修剪一下因為宜蘭真的很多親子去玩想要跟戶外跟英雄聯盟拍照店員就告知說草皮不可以踐踏！！！那小朋友該怎麼去跟英雄積木們拍照呢？門票200元3個人就要600了真心貴
,39,1,,第39篇評論找不到，得用RAWDATA回溯
,40,1,,第40篇評論找不到，得用RAWDATA回溯
,41,4,,第41篇評論找不到，得用RAWDATA回溯
,42,3,,裡頭的作品還不錯覺得可看但展區很小Diy的部分可在多點變化畢竟門票也不便宜
,43,5,,第43篇評論找不到，得用RAWDATA回溯
,44,1,,第44篇評論找不到，得用RAWDATA回溯
,45,3,,第45篇評論找不到，得用RAWDATA回溯
,46,1,,第46篇評論找不到，得用RAWDATA回溯
,47,3,,第47篇評論找不到，得用RAWDATA回溯
,48,5,,第48篇評論找不到，得用RAWDATA回溯
,49,1,,第49篇評論找不到，得用RAWDATA回溯
,50,3,,第50篇評論找不到，得用RAWDATA回溯
,51,4,,有點小間 經過時沒有發現 還折了回來。導覽解說的很棒 還有DIY跟20元飲品解說的很棒，知道了積木的歷史也對大師創作出來的積木感到歎為觀止。
,52,4,,第52篇評論找不到，得用RAWDATA回溯
,53,5,,第53篇評論找不到，得用RAWDATA回溯
,54,5,,第54篇評論找不到，得用RAWDATA回溯
,55,5,,第55篇評論找不到，得用RAWDATA回溯
,56,4,,第56篇評論找不到，得用RAWDATA回溯
