_id,sid_comment,star,time,comment
,1,pos,2 天前,很好買伴手禮的一個店家推薦　有點小遠🎁年輪跟蜂蜜蛋糕味道濕潤香濃很好吃口味很多選擇，可惜當時買太少回去吃了😅我覺得裡面每位服務生都很棒沒有評論上說的態度這麼糟，會主動問想要試吃甚麼🍩口味跟解說本產品的說明及保存方式其他人會給負評是因為，我去的時候⛔一推包車的觀光客只坐在休息區喝免費的飲料等著試吃的蛋糕如果我是裡面的🍰員工我也會臭臉不想讓你們試吃，會買的也只有幾個人聽到有試吃一窩蜂衝過來🐝可以有點風度好嗎！員工一眼就能看出來你是來試吃的還是👁️來買伴手禮，自己也是服務生所以我知道會有這樣的舉動我覺得很正常👌沒有不好！    麻煩體諒一下光試吃就快被你們吃垮了🔨
,2,pos,1 天前,可以試吃多種口味的蛋糕與甜點，還有免費的咖啡與氣泡水。很適合當旅遊的休息補充能量站。
,3,pos,1 週前,自動化生產線真的很酷，用玻璃隔這，全程都看的到感覺蠻衛生的
,4,neg,5 天前,服務人員態度不佳，試吃也不太願意給，現場很多人，東西都切好了，但是都不擺出來，既然服務人員都說了，可以試吃，但是東西不拿出來，臉色不佳，尤其是在給蜂蜜蛋糕那位，嘴上喊著可以試吃，但是放試吃的盤子一直是空的，還要我上前去問才不甘願的臉拿出來，如果一開始就不要說可以試吃那還無所謂，但既然講了還不拿是怎麼樣，旁邊甚至還有人說都要不到？東西好不好吃一回事，但是這樣，誰想買，我爸還說買一些回去送人啊，買一些回家吃，我就告訴他不用了，連試吃都不拿出來，還要用要的，在好吃我都不買，重點不是產品，是那個小姐！
,5,pos,3 天前,我個人意見 覺得沒有網路說的那樣好吃。蜂蜜蛋糕蛋體濕潤 但蜂蜜口感不足。年輪蛋糕就年輪蛋糕 突出性很不高。
,6,3,4 天前,觀光工廠之一，只要產品是蜂蜜蛋糕、銅鑼燒、年輪蛋糕，除了賣場以外，可觀賞到年輪蛋糕的製作過程與了解到工作人員的甘苦。
,7,3,1 週前,最好吃的就是半熟乳酪塔了完全是購物的地方，適合婆婆媽媽來老公可以放在場內場外的椅子上輕鬆又愜意，但我覺得失去觀光工廠的意義完全是買東西而已，給三星
,8,pos,1 週前,各式口味年輪與蜂蜜蛋糕可以當場試吃和購買回去當送禮品，服務人員也很親切，更有免費黑咖啡可以品嚐及公開透明的製作過程可以了解！很棒的體驗
,9,pos,1 週前,裡面可以試吃蛋糕和研磨咖啡。環境優，每次旅遊團到那邊，都覺得還不錯
,10,pos,1 週前,糕點.蛋捲.冰淇淋.都不錯吃; 又有試喝的咖啡跟氣泡水可以解膩; 老闆算很會做生意; 客人多到 有點不像話! 表示他們的東西真的不錯可以試試.
,11,pos,1 週前,停車方便備有咖啡跟氣泡水試吃大方。蛋糕好吃不小心會買太多
,12,pos,3 天前,免門票免停車費停車位大好停車適合避暑看看年輪蛋糕跟銅鑼燒製程的好地方
,13,neg,1 週前,本來是大方給試吃的優良工廠，今天來完全改觀，要跟工作人員要求才有的吃，試吃的蛋糕小塊工作人員也給的很不開心，以後不會再排入宜蘭的行程了
,14,3,2 週前,觀光工廠，可看到銅鑼燒、年輪蛋糕製造過程，並不可避免的現場有提供試吃～
,15,pos,2 週前,人潮很多，動線還算可以！很愛旁邊有薩克斯風街頭藝人！免費試吃+免費咖啡！產品又不斷創新！只能說讚！
,16,pos,1 週前,試吃非常大方蛋糕還算好吃，還有免費的咖啡，買了許多伴手禮回去。
,17,pos,2 週前,提供試吃喔 不怕買回去不好吃 還有免費停車跟茶飲 很棒！
,18,pos,2 週前,好停車，裡面提供咖啡和氣泡水，買完東西可在裡面休息一下吃東西
,19,pos,6 天前,試吃種類多，試吃大方，蛋糕口感不錯，稍嫌甜，價位中上
,20,3,1 週前,有免費咖啡、氣泡水，有試吃!外面有超帥古董車。
,21,3,1 週前,都可以試吃看看各種產品，，雪餅好吃。
,22,pos,2 天前,東西雖貴，但還蠻好吃的。
,23,pos,1 週前,去宜蘭，可來買好吃的各類食品，服務可，先吃在買。
,24,3,2 週前,有專人服務，停車方便，透明展示製造流程，影音述說理念，能學習糕點知識及舒適休息試吃產品並搭免費氣泡飲加咖啡，在炎炎夏日不錯的參觀地點，也能買些伴手禮。
,25,neg,2 週前,停好車，就聞到一股濃濃的尿味，切試吃又小又慢，想買的意願都沒了，不會再去了……
