_id,sid_comment,star,time,comment
,1,3,1 個月前,去逛逛熱金棗茶好喝，金棗好吃，但是冰棒一支要50元也太貴吧
,2,3,1 個月前,聽名字就知道這是一家蜜餞觀光工廠，大方提供現場試吃及麥茶，試吃各種口味的蜜餞，外面好停車，算不錯的觀光工廠。
,3,pos,1 個月前,有停車場，蜜餞DIY，蜜餞試吃，咖啡跟手工餅乾。休閒與學習兩相宜。
,4,3,1 個月前,冰棒好吃，不推薦橄欖跟小紅李，很難吃
,5,pos,3 個月前,大約十多年前員工旅遊來過，這次再來感受到店家用心經營
,6,pos,4 個月前,很大方的給試吃 又提供茶水 真的很幸福 還有現場可以體驗醃製蜜餞的咖啡廳（要付費） 但現場佈置用的很溫馨 也很適合拍照喔
,7,3,2 週前,與其說是觀光工廠，不如說是專門販賣部。
,8,3,4 個月前,門口設有熱金棗茶可以試喝，很貼心；內部販售蜜餞製品，環境很好，服務態度親切。
,9,pos,4 個月前,體驗diy蜜餞與果醬的好去處，服務人員介紹製作過程簡單明瞭，非常推薦全家到訪｡
,10,pos,5 個月前,最喜歡可試喝的熱熱金桔茶，每當路過宜蘭，就會想起這杯暖暖的茶♥謝謝貼心的業者~記得買包蜜餞喔~好吃
,11,3,5 個月前,第一次來，有試吃盒子，有些裡面沒東西，沒有想像中的好，聽其他遊客說有橘茶喝，但在外面等很久都沒補！是我們去錯時間了嗎?
,12,3,5 個月前,好吃的蜜餞，免費試喝好喝的金棗茶，可以 DIY 果醬或蜜餞，也有賣在地咖啡，還有一個金棗制作的展覽館，約一小時停留時間可消磨
,13,pos,5 個月前,設計風格好舒服😌DIY小姐很客氣我很想買這個非賣品的木頭咖啡杯
,14,pos,5 個月前,適合了金棗茶後口感很好買了兩瓶在冬天喝起來很舒服、且可養生。館內試吃的產品也都很大方整體氛圍不錯👍
,15,pos,2 週前,製作過程天然無添加化學糖精
,16,neg,2 個月前,免門票，台灣大部分觀光工廠都差不多，很小，沒啥好看，純粹買東西而已。尤其是遊覽車老人團，試吃品一掃而空
,17,pos,6 個月前,上週是第一次帶馬來西亞遊客來此參觀.有免費的茶可能試喝.可能自己DIY做蜜餞.廠區規模不算大.有些時間可以來此消耗時間
,18,neg,6 個月前,應該沒有心思要經營了。因為試吃品都空了也沒有人員補上。服務人員明顯不足。廁所很濕很髒，如果帶小孩要特別注意孩子會否跌倒。
,19,pos,1 個月前,金棗茶讚! 國宴金棗一定要品嘗!!!
,20,3,6 個月前,免費喝好喝的茶哦! 蜜餞也好吃，喜愛蜜餞的朋友們，小心不然一下子就會吃太多!
,21,pos,6 個月前,店家有良心，我每次去都買一包，試吃快兩包
,22,pos,6 個月前,金棗茶好喝，沒購物的話停留時間約莫20分鐘
,23,3,6 個月前,有金桔茶在大門口，天氣冷冷的適合來一杯，挺好喝的
,24,pos,6 個月前,這麼好玩的地方東西又好吃。 拍照 也不錯。 這大推薦
,25,pos,8 個月前,"物品蠻多樣的,店家會泡金佶茶給顧客品嚐,服務也很ok,且附近還有雅典蛋糕密碼館(有免費咖啡可喝).山寨村等伴手禮店,算是方便又好逛的地點"
,26,pos,8 個月前,門口有提供金桔茶試喝，內部也有一些試吃，但這邊地不大，且車位很少，遊覽車過來就整個滿出來了
,27,pos,3 個月前,很漂亮的觀光工廠可以體驗DIY服務人員也很親切
,28,3,7 個月前,雨備好所在，可以預約動手DIY，拍拍照，稍做停留
,29,neg,11 個月前,"參加了金橘蜜餞DIY ($150),製作過程很簡單，大約20分鐘左右，不過教學的人沒有什麼熱忱，室內不是很涼快，對面商店部冷氣就很強..但店員一樣也不親切。 商品部的冰棒寫著一支50元，請自己投錢入木箱，木箱上寫著誠信2字。但店員後來過來時，一副懷疑我們沒投錢進去的嘴臉..  和宜蘭餅發明館比起來，這個地方除了建築物感覺比較新之外，實在沒什麼值得留念再來了。"
,30,pos,9 個月前,個人覺得是比較好的觀光工廠，雖然沒有看到製作過程有點可惜，不過販售商品的地方很多都可以試吃，價錢我覺得還可以不會太貴，門口還有免費金棗茶可以喝，很不錯。個人覺得冰圓棗最好吃，冰冰涼涼的，又不會太酸
,31,pos,9 個月前,老闆大器，一進門就請喝金棗茶，續杯可！好喝...所以買了金棗茶！其它產品個人覺得部份太甜呦~！
,32,pos,9 個月前,金棗是宜蘭的名產，橘之鄉是免費參觀的觀光工廠，還有免費的金棗茶可以無限享用，這次買了金棗茶包超方便，一定要買，好喝又養生，產品滿多的，試吃也很大方，還有喝下午茶的餐廳，裝飾很美，也有DIY的課程可以報名，適合全家一起逛逛的好去處👍
,33,pos,5 個月前,金桔好好吃，還可以DIY
,34,pos,8 個月前,有diy教學做醬康果醬 酸梅的好地方
,35,pos,7 個月前,宜蘭產金棗，工廠沒加防腐劑，吃得安心
,36,pos,9 個月前,超好吃，買來送給外國友人也還算有代表性
,37,pos,11 個月前,很棒很有品味的觀光工廠~外面金棗茶一定要喝😊DIY不難成品好吃，可以帶小鬼體驗唷
,38,pos,8 個月前,很推薦博物館，很好逛也很好好玩
,39,3,7 個月前,買的食品不多、停留短
,40,neg,1 年前,早年對於水晶棗非常喜歡常買來送親朋好友與自用多年後2019年初我再次前往購買品嚐後發現水晶棗的風味已明顯不如從前變得較為死甜果實外觀也較常見破損令人失望以後不會再光顧
,41,pos,1 年前,試吃大方，服務很棒，金棗蜜餞名產真的是一絕……太棒啦!
,42,pos,9 個月前,非常愛金棗的好風味！
,43,pos,1 年前,木造裝潢營造溫馨的感覺，以販售金桔及相關水果乾零食為主，門口奉茶的金棗茶好喝
,44,pos,1 年前,環境乾淨，廁所與主建物分離，很讚。適合全家來訪，對面的特產店也可順遊
,45,pos,1 年前,好吃的蜜餞，非買不可。
,46,pos,1 年前,服務好，天然原料的產品，還有現場DIY
,47,pos,1 年前,以金棗為主的蜜餞工廠，環境很舒服，很多試吃，也不會強迫購買，也可以體驗DIY做蜜餞、果醬，感覺都蠻有趣的！路過進來走走也很不錯～
,48,pos,1 年前,自己做蜜餞很好玩！水晶棗一定要試試
,49,neg,1 年前,產品展示中心而已，沒什麼教育意義。
,50,pos,1 年前,可以拍網美照，又可以試吃蜜餞，可以停留30分鐘以上
,51,pos,1 年前,購物勝地，停留時間約半小時
