_id,sid_comment,star,time,comment
,1,4,,端午節休息兩天，有一天安排到 蠟筆城堡親子活動，入口處有一家7-ELEVEN稍微休息一下。即進入蠟筆城堡， 入口處 有一個大型的溜滑梯 因為我們家的小朋友都太小，所以不敢讓他們嚐試，每人250元可以參加親子活動， 大人小孩都可以玩得很開心，第一個是主持人跟小朋友玩問答活動。第二個是親子畫圖做小彩球。第三個親子組裝彩色筆。第四個是 親子組裝彩色在蠟筆。第五個是人體彩繪，可以在手上和臉上畫畫事後可以用清水洗乾淨。還有海賊船、森林、可愛動物，有提供服裝和道具可以變裝也可以拍照留念 。還有在最一站用入場券可抵100元消費帶回紀念品，總共花了兩個兩個多小時玩得很開心 ，我們帶了好多紀念品回家。從頭到尾全家都玩得很閞心。讚！！
,2,4,,停車方便館內也很乾淨，冷氣夜夠涼外觀設計很可愛，大老遠就看到了門票可抵消費進場分時段由老師帶領講解之後DIY第一區是畫畫的（時間有點短）第二區是做彩色筆（組裝彩色筆）第三區是做蠟筆（小蠟塊壓模變成形狀蠟筆）第四區是人體彩繪（水性的很好清洗）最後還有拍照區、用餐區、材料區每一區都有時間限制服務人員態度很好👍🏻每個阿姨都笑咪咪
,3,3,,第3篇評論找不到，得用RAWDATA回溯
,4,5,,第4篇評論找不到，得用RAWDATA回溯
,5,3,,這景點屬於終身一次性的，來過一次不會想再來一次，不管你要不要玩diy你都必須付錢進去。總共有4個diy課程，開場白是去階梯式教室聽解說彩色筆原物料，這個出發點是不錯的，但是一場太多人了，根本亂七八糟的；第一關畫那什麼紙彩球，這根本當下就變垃圾啊～或許是想讓人體驗他家的水彩顏料吧？！第二關自己製作彩色筆，這個對於孩子來說就有教育意義了，讓孩子了解彩色筆怎麼製作而成的，可惜不是桌面顏料都能製作一支；第三關自己製作蠟筆，先去原料區選顏色，之後孩子與爸媽自行操作機器製作，這個也是讓孩子有親身體驗了解到製作過程；第四關人體彩繪，這關就完全太置入性行銷了，完全推廣他家的人體彩繪用品，況且很多人安排行程這屬中間站，沒人會想讓孩子畫的都是，然後去洗手衣服又用的濕答答，然後再去下一站景點。門票可以折抵館內消費，這幾乎是台灣所有觀光工廠流程，讓你帶點伴手禮回家的概念，也讓孩子覺得有帶到東西。一個場次實在太多人了，有夠雜亂無序，工作人員介紹解說太過死板僵硬，完全不吸引小孩。孩子沒來過花一次錢全家進去買個回憶是可以的，反正這景點就是來過一次就謝謝再聯絡了，希望能改善。
,6,3,,停車場空間大，門口垃圾桶滿到炸開連假人潮絡繹不絕，櫃台上的工作人員忙到炸掉……整個環境空間感到吵雜擁擠髒亂如果想帶孩子來體驗蜡藝的家長請非假日來，這樣子或許能玩到更多
,7,5,,第7篇評論找不到，得用RAWDATA回溯
,8,3,,第8篇評論找不到，得用RAWDATA回溯
,9,3,,第9篇評論找不到，得用RAWDATA回溯
,10,4,,第10篇評論找不到，得用RAWDATA回溯
