_id,sid_comment,star,time,comment
,1,3,1 個月前,為買保養食品的話，很可以。部份商品促銷價CP值高，但就是個純屬「消費」的店。
,2,neg,1 個月前,順道路過可以來，就是單純的益生菌展售場，價格不貴，有需要可以參考。
,3,pos,1 個月前,益生菌有分很多種，有腸胃的有皮膚的也有婦女專用長知識了，寶貝益生菌吃了真的有感覺
,4,pos,1 個月前,店員很親切 講解很詳細 內容有趣並且富含知識性很喜歡這裡
,5,pos,1 個月前,詳細的導覽可以對益生菌有更多的認識，很讚
,6,pos,1 週前,主要還是推銷產品，態度很好
,7,neg,2 個月前,現場銷售人員推銷的方式很不ok！一肚子火！硬要消費者怎麼購買 奇怪！消費者怎麼買干你什麼事？硬要推銷不是我們要買的東西！真不會看臉色跟拿捏分寸！控制欲讓消費者極度討厭！以後再也不會到現場去買！一肚子火！
,8,pos,1 個月前,好棒的生技產品，服務態度佳。
,9,pos,2 週前,對益生菌有興趣的可以去參觀一下
,10,pos,3 個月前,其實不錯，東西也滿便宜的，員工熱情善良，但是參觀的東西就比較少了，偏商業化，我會給員工滿分，細心為我們導覽解說，還熱心的介紹旅遊景點，送我們很多東西，我對員工們有很深的意念，下次還會再去
