_id,sid_comment,star,time,comment
,1,pos,1 週前,很用心規劃也融入在地的觀光工廠 ， 是少數會把在地的 特有文物或是生態動物融入的 ， 可見店家也是對在地相當關心與投入 。雖然說整個廠區不是很大，但是動線非常清楚，整個介紹流程也相當順暢， 慢慢走一圈可以了解到 工廠的生產流程與發酵歷史文化。 一樓的賣場到是設計的有點像熱帶雨林有長頸鹿，超高溜滑梯 有一點童趣，應該是想說吸引親子同遊吧 。比較可惜的是雖然提供午餐但是是調理包， 缺少那麼一點手作的溫馨感。免費試喝的果醋微酸很健康喔。
,2,pos,1 天前,免費！ 小朋友參觀過程中也獲得不少知識～～坐椅很多，適合小孩老人，廁所乾淨用心～溜滑梯滿不錯的，可以溜一下小孩殺殺時間
,3,3,5 天前,免入園費，可以直接參觀醋工廠製作過程，停車場就在門口，而且距離龍潭湖景點很近。餐點部分價位還可以，但吃起來真的很像超商微波食品，黑胡椒豬柳、咖哩雞都只有白飯+醬料，燴飯這樣。想吹冷氣或者帶小孩來休息一下的室內景點，還算可以。
,4,pos,1 週前,內部裝潢很棒又乾淨明亮，停車位很多，裡面簡餐也都算CP值很高，參觀都免費，還有小孩最愛的溜滑梯可以玩，很多醋類飲品可以試喝，工作人員都會用心介紹，是個讓人逛得很舒服的好地方^^
,5,pos,1 週前,它是屬於長庚企業的銷售部門著重生技養生產品由於疫情嚴峻產品也跟著水漲船高買賣行情也跟著夯起來
,6,pos,3 週前,免費參觀！免費停車場！免門票！親子同遊～老少咸宜～販售部有很多醋類商品可以購買～還有醋飲可以試喝～可以參觀廠房～看到製作的機器～有二層樓高溜滑梯可以免費玩，孩子的最愛～室內景點～
,7,pos,2 週前,整齊 乾淨 服務尚可，自家產品優秀實為台灣優廠模範，加油。期盼有更多樣式的自家產品。
,8,neg,1 個月前,推銷果醋的小姐很現實我就想直接喝梅子醋不行嗎？不喝她泡的蘋果醋就不招待了之後想喝蘋果，還說就叫你說要先喝蘋果 然後完全就不理你啦跩什麼，原本想買，就算了。
,9,pos,1 個月前,譚酵天地，是一個很大的室內賣場，一樓是商場二樓是製造酒類與酵素跟果醋的参觀場所，內附停車場交通方便。
,10,neg,3 週前,騎機車來會被趕到最外外面的馬路邊停車（即使汽車停車位都沒人）
,11,pos,2 個月前,潭酵天地為免門票的觀光工廠，主要是以醋為主，總共有二層樓，一進門就有兩隻可愛的長頸鹿，整個工廠都是室內，下雨天的好去處！這裡很適合帶小孩來，有雙層的溜滑梯限2～12歲的小孩，限重20公斤，二樓還有小火車～一樓尾巴是販賣伴手禮的店二樓才是此工廠主要的商品「醋」販賣人員都很熱情的請你試喝各種醋，其中最喜歡的是「金桔檸檬醋」喝起來跟果汁一樣👍另外很特別的是「珍珠美人飲」，珍珠粉去做的，沒辦法接受這個味道，就看個人了整體而言還不錯～可以帶小孩來的地方停留時間1～1.5小時
,12,pos,3 週前,兩層樓高透明溜滑梯讓小孩可以玩的開心，父母也可以在一旁休息。
,13,neg,2 個月前,今天到此參觀 到了2樓想買點伴手禮且剛好經過保養品區 促銷員直接將青春露的試用品 擦在我的手上本來想說試用品用一用也無妨 想說再與家人討論一下促銷員就直接將產品放入購物籃裡  這樣的感覺非常的糟糕 這根本是強迫購買！希望貴公司能夠加強員工的訓練！別強迫顧客購買東西
,14,pos,1 個月前,醋好喝，原本會去誠實商店挖寶，可惜現已收起來了!
,15,pos,2 個月前,可以在附近龍潭湖環湖完進來參觀休息，有冷氣輕食，可以認識如何做醋，用心實在，但最後的商品區推銷太嚴重，只講促銷，無法好好介紹產品特色，像是百貨週年慶一樣，有點可惜。
,16,pos,3 個月前,［時間］2020/03/19 下午［人數］2人［景點］店家名稱：Hsu’s Legend Factory Tour 其實就是潭酵天地，因為工研醋的「許」家，而有了 Hsu. 園區為免費參觀，清楚地介紹許家與工研醋以及這個工廠之間的故事。透明玻璃可以看到產品製程；商品販賣區會有熱心的阿姨介紹果醋且提供試喝、以及自家品牌的美妝保養品可以試用，個人推薦可以洗洗看香皂，味道真的很香，洗完也滿舒服的［環境］園區內非常乾淨，一樓的環境佈置成有點動物園風格，且有溜滑梯可供兒童玩樂［服務］工作人員親切招呼［再訪意願］低
,17,pos,2 個月前,遊湖順便來逛逛醋的觀光工廠館內熟食選項多，空間寬敞。賣的醋口味很多而且都十分香甜好喝，果汁含量高所以不會很酸。喝起來最酸醇的是新出的珍珠膠原蛋白口味。喜歡喝醋的朋友來這血拼不失望，我只買了一瓶回家後有點後悔...
,18,pos,2 個月前,路過可以過來參觀一下，醋很多樣化可以試喝，還有一些伴手禮可以買，來用個餐吃小點心也很不錯
,19,pos,2 週前,一般的觀光工廠， 可以看看，玩玩溜滑梯，但相片比較好看。
,20,pos,2 個月前,一個以酵素為主題的參觀工廠，2F有很多相關商品可以品嚐，還有釀造工廠動線可參觀，還有付費小火車可搭乘速度不快，大約逛完花一小時，作為靜態行程還不錯
,21,pos,1 個月前,要釀好醋，先做好酒，品質很好的醋，買了一小罐回去喝
,22,pos,2 個月前,免費景點可以試喝各式各樣的醋很適合當雨天備案感覺是遊覽車很愛的點
,23,3,1 個月前,有醋可試喝，一些小展示，空間蠻寬敞舒適
,24,pos,5 個月前,這裏是來宜蘭可以順便進來參觀，大約會停留一到二小時，因為是坐遊覽車，下了車解說員就會帶領大家往二樓，導覽的很詳細，有點像醋博物館。講解完後接著就有試喝攤位，一攤喝完就會被趕著往前走，再往令一攤，人多有問題要問時也是被攤位小姐說，往前走往前走，只能走馬看花了。還好小朋友們最喜歡的溜滑梯是玩不厭的，一趟一趟也不覺得累。大廳有白鷺鷥，長頸鹿設計給人有清新的感覺，也擺設了夾娃娃機，很多人都會試試運氣。喜歡喝醋的大朋友們，這裡的巴薩米克醋最好喝，環境整潔，是一個可以喝到各種不同醋的好選擇。
,25,pos,1 個月前,好多夾娃娃機跟投錢晃來晃去的車子…
,26,pos,4 個月前,空間寬闊裝潢新潮，員工都十分熱情，巴薩米克醋令人驚艷，風味跟傳統巴薩米克醋不一樣，值得一訪。
,27,pos,7 個月前,工廠不大只有兩層樓，但內部可是應有盡有，要說是個小型的醋博物館也不為過。導覽詳細，還能將整個工廠一覽無遺，逛完後有各種醋飲的試喝，也有販賣各種工廠製作與醋相關的產品。現場人員服務很熱忱，積極介紹各種產品，不過也就是推銷，讓人覺得有點壓力。除了醋的飲品還有幾項微波食品可以用餐，亦有販售咖啡飲料等，已經沒有看到先前評論的義大利麵。環境乾淨，還有哺集乳室，覺得很令人驚訝，可惜廁所只有二樓有，稍嫌不方便。這裡很適合帶小朋友來玩，可以和長頸鹿合照，還可以玩溜滑梯。停留時間不會超過一小時，搭公車來只有一班公車會到，建議開車來比較方便，外面還有免費停車場。
,28,pos,5 個月前,免費入場，雖然園區不大，動線設計上讓人覺得園區展示內容蠻豐富的，試喝區不會強迫推銷，逛起來蠻自在的。
