_id,sid_comment,star,time,comment
,1,pos,1 週前,帶小孩來走走還不錯！餓的話旁邊有小火鍋餐廳，裡面有一些古早時後的農具古董展示和説明，賣場也有賣一些魚民、農民的特產品，可以自由選購帶些伴手禮，旁邊也有DIY的教室，如果想嘗試可以自由選擇課程，但要先在官網看一下時間與價格，我來的時候太晚了沒機會嘗試，雖然場地不算很大但是很適合親子旅遊！
,2,pos,1 個月前,停車方便假日去沒幾人，羅東農會農產品展售地點，內部有座位可以休息，還有農業農具介紹，經過可以來逛逛
,3,pos,1 年前,手作體驗活動，自製豆花。攪拌凝結粉末，快速沖倒熱豆漿，靜置十分鐘後即完成。加紅豆湯就成了紅豆豆花，還不錯吃。
,4,pos,4 個月前,買台灣在地農會產品的好地方。離羅東火車站近，走路約8分鐘。
,5,pos,1 個月前,工作人員親切，講解生動有趣，diy很好玩，物超所值
,6,pos,1 年前,想給當天帶我們做Diy的爺爺10顆星👍很詳細的解說羅東的故事，也很熱心的介紹宜蘭景點跟美食，分享很多故事，我們做了豆腐跟炒冰，都很好吃😋也很有趣噢！過程還有有獎徵答，讓我們滿載而歸❤️也試了很多口味的豆漿，覺得很香醇～回台北會特地持續訂購給孩子喝，旁邊的特產店也很好買！大推金門高粱醃製的酸白菜～回家煮酸白菜鍋非常入味好喝！！！！！！必須再回購❤️
,7,pos,1 年前,極專業的觀光商品工廠+優秀的導覽講師+好吃的皮蛋、各口味豆奶……很難踏進門後不帶些丹露走，極力推薦全台唯一不含鉛的羅董皮蛋，味道不刺鼻，品管嚴格，食的安心
,8,3,5 個月前,"之前覺得還不錯，喜歡喝養生豆奶的可以去現場買，300一箱，不過現在喜互惠有在特價,269就買得到了，不用專程跑一趟，該地點停車場出入口設計不良，進出口剛好就在地下道旁，且路口為閃光號誌，無紅綠燈管控，所以進出停車場要特別小心謹慎行車。"
,9,pos,9 個月前,這裡買的都是各地農會出產的，其他地方少有；而且在此買羅東特產的養生奶和皮蛋，比較便宜呢！還有，可以來此參加豆類食品的實作，像作豆花等等，超棒的！停車也沒有問題，這裡空間很大，離羅東林場又近，超棒的！
,10,pos,2 週前,邱大姐人很熱情，很客氣，小孩很喜歡她
