_id,sid_comment,star,time,comment
,1,5,,第1篇評論找不到，得用RAWDATA回溯
,2,5,,第2篇評論找不到，得用RAWDATA回溯
,3,5,,看到網路評論高好奇前來參觀不得不說這裡員工很棒雖然只有我跟家人2個人去但還是很親切招呼導覽方向有像回到親戚家的感覺不會讓散客感到陌生雖然廠區不大但試吃的也很願意分享上二樓展區一個弟弟超古意一看到我們就過來很認真講解與分享漁業資源就像小朋友去學校後回家分享學校的事小姐也很熱心介紹產品但不會讓你有壓力下樓時疑似員工休息時間到但看到我們還是很熱情招呼歡迎再來很棒
,4,1,,第4篇評論找不到，得用RAWDATA回溯
,5,4,,第5篇評論找不到，得用RAWDATA回溯
,6,4,,第6篇評論找不到，得用RAWDATA回溯
,7,5,,第7篇評論找不到，得用RAWDATA回溯
,8,5,,第8篇評論找不到，得用RAWDATA回溯
,9,5,,第9篇評論找不到，得用RAWDATA回溯
,10,5,,第10篇評論找不到，得用RAWDATA回溯
,11,5,,第11篇評論找不到，得用RAWDATA回溯
,12,5,,第12篇評論找不到，得用RAWDATA回溯
,13,4,,第13篇評論找不到，得用RAWDATA回溯
,14,5,,第14篇評論找不到，得用RAWDATA回溯
,15,5,,第15篇評論找不到，得用RAWDATA回溯
,16,5,,第16篇評論找不到，得用RAWDATA回溯
,17,5,,第17篇評論找不到，得用RAWDATA回溯
,18,5,,第18篇評論找不到，得用RAWDATA回溯
,19,2,,第19篇評論找不到，得用RAWDATA回溯
,20,4,,第20篇評論找不到，得用RAWDATA回溯
,21,5,,第21篇評論找不到，得用RAWDATA回溯
,22,4,,第22篇評論找不到，得用RAWDATA回溯
,23,5,,經 營溪和冷凍水產食品有限公司的簡氏家族原本居住在宜蘭的龜山島上，以捕魚為生，後因生活不方便遷居宜蘭頭城，民國45年現任總經理簡大新的祖父在彭佳嶼海 域發生船難，祖母與當時念初一13歲的父親簡溪焰在海邊搭建起簡陋的魚寮，進行簡單的水產品加工，維持一家子生計。也因為產品品質很好，逐漸建立口碑與行 銷通路，甚至外銷到日本。民國86年，正式成立了溪和冷凍水產食品公司，並邁向現代化經營。民國96年因業務擴展，第三代簡大新遷廠至利澤工業區現址，除了設立新廠房，也增購了更多現代化處理設備，並通過HACCP認證，在公司業務穩定發展後，97年更在宜蘭縣政府工策會輔導下轉型為觀光工廠。
,24,5,,第24篇評論找不到，得用RAWDATA回溯
,25,5,,第25篇評論找不到，得用RAWDATA回溯
,26,5,,第26篇評論找不到，得用RAWDATA回溯
,27,5,,第27篇評論找不到，得用RAWDATA回溯
,28,3,,第28篇評論找不到，得用RAWDATA回溯
,29,5,,第29篇評論找不到，得用RAWDATA回溯
,30,5,,第30篇評論找不到，得用RAWDATA回溯
,31,5,,第31篇評論找不到，得用RAWDATA回溯
,32,3,,第32篇評論找不到，得用RAWDATA回溯
,33,4,,第33篇評論找不到，得用RAWDATA回溯
,34,5,,第34篇評論找不到，得用RAWDATA回溯
,35,5,,第35篇評論找不到，得用RAWDATA回溯
,36,3,,第36篇評論找不到，得用RAWDATA回溯
,37,4,,第37篇評論找不到，得用RAWDATA回溯
,38,5,,第38篇評論找不到，得用RAWDATA回溯
,39,5,,第39篇評論找不到，得用RAWDATA回溯
,40,5,,第40篇評論找不到，得用RAWDATA回溯
,41,4,,運氣好聽到解說得知漁船補撈魚的細節與分類很棒的體驗試吃有誠意，但畢竟是魚鮮，要有魚腥的心理準備可以現金支持的點
,42,4,,第42篇評論找不到，得用RAWDATA回溯
,43,5,,第43篇評論找不到，得用RAWDATA回溯
,44,4,,第44篇評論找不到，得用RAWDATA回溯
,45,4,,第45篇評論找不到，得用RAWDATA回溯
,46,4,,第46篇評論找不到，得用RAWDATA回溯
,47,1,,"不是很喜歡這裡的觀光購物工廠..態度都不是那麼好、硬是要推銷產品，令人感覺到不厭…下次不會再去回復商家其實我們幾乎都是每一年才會去一次宜蘭、貴商家我們也是一年才會去一次，但每每都是一樣的推銷產品、貴公司的人員詳細解說以及介紹我們非常的感激、但行銷策略的部分似乎觀感並不是那麼的好..再者我們並不清楚貴公司與遊覽車司機是否有內定協議、我們已經到了很多次,其實會購物就是會購物不會購物就是不會購物，但讓我們的感覺是...好像沒有購物是走不出貴公司的感覺、我們並非大陸團也並非(購物團)所以還懇請貴 公司對於行銷策略要有所改變、若不想改變那麼我也不會變更我的評論，僅此。"
,48,5,,第48篇評論找不到，得用RAWDATA回溯
,49,4,,第49篇評論找不到，得用RAWDATA回溯
,50,5,,第50篇評論找不到，得用RAWDATA回溯
,51,3,,第51篇評論找不到，得用RAWDATA回溯
,52,4,,"經營溪和冷凍水產食品有限公司的簡先生親自以閩南語親切解說產品的堅持、家族故事、海鮮們的故事，雖然沒有直接經營漁船生意，但可能因為已經建立口碑、行銷通路，甚至外銷到日本，所以大部分的產品價位都比較不親民。但是老闆對於光觀工廠所有細節講究，例如: 剛進大門的地上的小小水裡動物，魚、小卷等等，其實挺可愛的。it's a frozen seafood factory. Most of products are a bit costly, but the qualities are good. All the staff are pretty nice and friendly."
,53,5,,第53篇評論找不到，得用RAWDATA回溯
,54,5,,第54篇評論找不到，得用RAWDATA回溯
,55,5,,第55篇評論找不到，得用RAWDATA回溯
,56,4,,非常讚~夫妻倆一遊服務員熱情招待＆解說~值得一遊聽說年底展區擴大完工有機會會在蒞臨~
,57,5,,第57篇評論找不到，得用RAWDATA回溯
,58,5,,第58篇評論找不到，得用RAWDATA回溯
,59,3,,第59篇評論找不到，得用RAWDATA回溯
,60,3,,第60篇評論找不到，得用RAWDATA回溯
,61,4,,第61篇評論找不到，得用RAWDATA回溯
,62,5,,第62篇評論找不到，得用RAWDATA回溯
,63,3,,第63篇評論找不到，得用RAWDATA回溯
,64,5,,第64篇評論找不到，得用RAWDATA回溯
,65,4,,第65篇評論找不到，得用RAWDATA回溯
,66,4,,第66篇評論找不到，得用RAWDATA回溯
,67,5,,第67篇評論找不到，得用RAWDATA回溯
,68,5,,第68篇評論找不到，得用RAWDATA回溯
,69,4,,第69篇評論找不到，得用RAWDATA回溯
,70,4,,第70篇評論找不到，得用RAWDATA回溯
,71,4,,第71篇評論找不到，得用RAWDATA回溯
,72,5,,第72篇評論找不到，得用RAWDATA回溯
,73,4,,第73篇評論找不到，得用RAWDATA回溯
,74,5,,第74篇評論找不到，得用RAWDATA回溯
,75,4,,第75篇評論找不到，得用RAWDATA回溯
,76,5,,第76篇評論找不到，得用RAWDATA回溯
,77,4,,第77篇評論找不到，得用RAWDATA回溯
,78,4,,第78篇評論找不到，得用RAWDATA回溯
,79,5,,第79篇評論找不到，得用RAWDATA回溯
,80,4,,第80篇評論找不到，得用RAWDATA回溯
