_id,sid_comment,star,time,comment
,1,5,,第1篇評論找不到，得用RAWDATA回溯
,2,4,,第2篇評論找不到，得用RAWDATA回溯
,3,4,,第3篇評論找不到，得用RAWDATA回溯
,4,5,,第4篇評論找不到，得用RAWDATA回溯
,5,5,,第5篇評論找不到，得用RAWDATA回溯
,6,5,,第6篇評論找不到，得用RAWDATA回溯
,7,5,,第7篇評論找不到，得用RAWDATA回溯
,8,3,,第8篇評論找不到，得用RAWDATA回溯
,9,5,,第9篇評論找不到，得用RAWDATA回溯
,10,5,,第10篇評論找不到，得用RAWDATA回溯
,11,4,,第11篇評論找不到，得用RAWDATA回溯
,12,5,,第12篇評論找不到，得用RAWDATA回溯
,13,5,,第13篇評論找不到，得用RAWDATA回溯
,14,5,,第14篇評論找不到，得用RAWDATA回溯
,15,3,,第15篇評論找不到，得用RAWDATA回溯
,16,5,,第16篇評論找不到，得用RAWDATA回溯
,17,5,,第17篇評論找不到，得用RAWDATA回溯
,18,5,,第18篇評論找不到，得用RAWDATA回溯
,19,4,,第19篇評論找不到，得用RAWDATA回溯
,20,5,,第20篇評論找不到，得用RAWDATA回溯
,21,3,,第21篇評論找不到，得用RAWDATA回溯
,22,5,,第22篇評論找不到，得用RAWDATA回溯
,23,4,,第23篇評論找不到，得用RAWDATA回溯
,24,3,,第24篇評論找不到，得用RAWDATA回溯
,25,5,,第25篇評論找不到，得用RAWDATA回溯
,26,5,,第26篇評論找不到，得用RAWDATA回溯
,27,4,,第27篇評論找不到，得用RAWDATA回溯
,28,5,,第28篇評論找不到，得用RAWDATA回溯
,29,3,,第29篇評論找不到，得用RAWDATA回溯
,30,4,,第30篇評論找不到，得用RAWDATA回溯
,31,5,,第31篇評論找不到，得用RAWDATA回溯
,32,3,,第32篇評論找不到，得用RAWDATA回溯
,33,3,,第33篇評論找不到，得用RAWDATA回溯
,34,5,,第34篇評論找不到，得用RAWDATA回溯
,35,5,,第35篇評論找不到，得用RAWDATA回溯
,36,5,,第36篇評論找不到，得用RAWDATA回溯
,37,5,,第37篇評論找不到，得用RAWDATA回溯
,38,5,,第38篇評論找不到，得用RAWDATA回溯
,39,4,,第39篇評論找不到，得用RAWDATA回溯
,40,5,,第40篇評論找不到，得用RAWDATA回溯
,41,4,,第41篇評論找不到，得用RAWDATA回溯
,42,4,,第42篇評論找不到，得用RAWDATA回溯
,43,5,,第43篇評論找不到，得用RAWDATA回溯
,44,3,,第44篇評論找不到，得用RAWDATA回溯
,45,5,,第45篇評論找不到，得用RAWDATA回溯
,46,5,,第46篇評論找不到，得用RAWDATA回溯
,47,4,,第47篇評論找不到，得用RAWDATA回溯
,48,4,,第48篇評論找不到，得用RAWDATA回溯
,49,3,,第49篇評論找不到，得用RAWDATA回溯
,50,5,,第50篇評論找不到，得用RAWDATA回溯
,51,2,,第51篇評論找不到，得用RAWDATA回溯
,52,5,,第52篇評論找不到，得用RAWDATA回溯
,53,4,,第53篇評論找不到，得用RAWDATA回溯
,54,5,,第54篇評論找不到，得用RAWDATA回溯
,55,5,,第55篇評論找不到，得用RAWDATA回溯
,56,4,,第56篇評論找不到，得用RAWDATA回溯
,57,3,,第57篇評論找不到，得用RAWDATA回溯
,58,4,,第58篇評論找不到，得用RAWDATA回溯
,59,5,,第59篇評論找不到，得用RAWDATA回溯
,60,3,,第60篇評論找不到，得用RAWDATA回溯
,61,4,,第61篇評論找不到，得用RAWDATA回溯
,62,5,,第62篇評論找不到，得用RAWDATA回溯
,63,1,,第63篇評論找不到，得用RAWDATA回溯
,64,5,,接待人員和善有禮Diy體驗也值得感覺是有心推廣農業的機構親子室內好去處要注意體驗時間
,65,5,,第65篇評論找不到，得用RAWDATA回溯
,66,3,,第66篇評論找不到，得用RAWDATA回溯
,67,5,,第67篇評論找不到，得用RAWDATA回溯
,68,3,,第68篇評論找不到，得用RAWDATA回溯
,69,5,,第69篇評論找不到，得用RAWDATA回溯
,70,5,,第70篇評論找不到，得用RAWDATA回溯
,71,2,,第71篇評論找不到，得用RAWDATA回溯
,72,3,,第72篇評論找不到，得用RAWDATA回溯
,73,5,,第73篇評論找不到，得用RAWDATA回溯
,74,3,,第74篇評論找不到，得用RAWDATA回溯
,75,5,,第75篇評論找不到，得用RAWDATA回溯
,76,4,,第76篇評論找不到，得用RAWDATA回溯
,77,3,,第77篇評論找不到，得用RAWDATA回溯
,78,5,,第78篇評論找不到，得用RAWDATA回溯
,79,3,,第79篇評論找不到，得用RAWDATA回溯
,80,3,,第80篇評論找不到，得用RAWDATA回溯
,81,4,,第81篇評論找不到，得用RAWDATA回溯
