_id,sid_comment,star,time,comment
,1,pos,1 週前,端午連假最後一天帶著小孩來宜蘭一日遊進來都快五點半 服務人員說過五點不用門票但是要DIY等等的活動要收費我們一家四口就進入了一樓有販賣商品 食品二樓DIY 畫畫區 投影區 釣魚區三樓餐廳不錯 來的時候沒人好逛畫畫很特別不用收費 畫完可以給服務人員掃描投影上去DIY製作 我們選Pizza 讓孩子知道製作流程服務人員也很熱情都會幫忙因為我們製作的時候都沒人覺得做起來輕鬆不急迫 也不用推擠所有的服務人員都很熱情 也都喜歡跟孩子互動 很棒安永心老闆 真的賺到 也教導的很好讓客人逛的很舒服商場很美 動線也很棒逛的很舒服 很棒的景點有平面停車場 免費 旁邊有中油建築也很美呢！
,2,pos,6 天前,老闆很佛心、硬體設備很好（廁所感應式馬桶，坐起來還溫溫的）環境舒適親子天地～～2樓有哺乳室可提供媽媽哺乳門票200可折抵消費有披薩DIY做一次200$餐廳必點魚粥新鮮好吃有小朋友互動遊樂區有很多魚的相關知識鱸魚精感覺很厲害
,3,pos,2 天前,還不錯的地方，裡面很乾淨，也有小孩互動遊戲館內人員都蠻親切的，但名字取的讓人會以為是餐廳還是什麼😅
,4,pos,5 天前,免費停車場館很舒適 廁所乾淨需消費200元入場（可折抵館內消費）可以自己做Pizza 或點鬆餅餐點來吃即使逛過展未來還是想二訪 二樓靠窗很舒服👍
,5,pos,1 週前,可以DIY體驗，還有很多互動遊戲，環境乾淨舒適，加上用餐大約可以待三個小時喔～推薦親子共同來玩(*^^*)
,6,pos,2 週前,新景點，導覽會說明綠建築的廠館與介紹鱸魚精產品，試喝鱸魚精後感覺蠻像魚做的雞精，目前沒什麼人，挺好逛的，導覽有強調馬桶是8萬元，廠館是10億元令人印象深刻。
,7,pos,1 個月前,"位於宜蘭縣蘇澳鎮台九線上(武荖坑)附近一棟佔地蠻大的四層樓綠建築。場館內規劃非常用心大廳是販賣部旁邊設有簡報室,手機沖電站及行李寄放處，廁所設在手扶梯前方相當貼心。一樓販賣黃金鱸魚精,膠原蛋白宜蘭在地相關海鮮冷凍食品等等，重要是試喝實在讚。二樓是親子館寓教於樂，有釣魚,補魚拍照上傳海底牆,三D海景地板,下午茶,手做披薩現烤DIY及下午茶供應等等。重點是CP值超高而且可以用門票折抵那才棒呢！三樓有香草屋,手做DIY烤披薩,各種文創商品及用餐區。四樓及地下1樓目前無對外開放，全棟是值得來參觀的地方。"
,8,pos,1 週前,很適合帶小孩來，好幾項手作體驗可以參加，玩得非常開心！
,9,pos,2 週前,好玩，隨到隨diy的披薩，三位工作人員非常用心，希望老闆對他們好點喔，非常盡心盡力又可以招呼到所有客人，我要是她們大概無法做到面對一大群小孩在鬧
,10,neg,3 週前,前一陣子公告整修～還以為增加新設施！結果根本整修前整修後還是一樣！白白浪費入園費！很不值得參觀的地方
,11,pos,1 個月前,109年6月9日花東旅遊回程到 安永心食館下車短暫休息進入要掛名牌，新景點 工作人員很客氣，裡面很乾淨，用心經營。
,12,pos,1 個月前,崇越科技的子公司，提供育教娛樂的互動科技，也提供許多漁產知識，大人跟1歲3個月的寶寶都玩得很開心。服務人員態度佳，很認真導覽，還有環境舒適的親子無障礙空間、哺乳空間、親子廁所，很喜歡這裡，一定會再來造訪。
,13,pos,4 天前,想不到餐點很便宜，而且魚超新鮮好吃
,14,neg,1 個月前,講解不清……又積極推薦產品……又…………不多說、有空人士去參觀便了解一二……
,15,pos,3 週前,非常棒的地方！很適合親子同遊！翁董事長超級熱情❤️！
,16,pos,3 週前,夏天出遊遛小孩有冷氣好地點，參觀當日人潮不多，輕鬆舒服
,17,pos,1 個月前,高級又舒服的地方，可以待很久門票全額抵消費，用餐、玩樂、親子遊玩的好地方，很推薦
,18,pos,2 個月前,小孩體驗DIY，感覺新鮮還有樂趣，輔助的教學服務人員專業性可以再從容些，裡面的小遊戲區空間設計很好，小孩可以玩的很開心，玩完了肚子餓可以去樓上享用美食，還蠻好吃的，門票可以抵消費，我覺得很值得，會再來體驗其他DIY
,19,pos,2 個月前,很適合親子來玩ㄟ！有很多互動式展區  手作diy 和認識海洋魚類 空間寬敞明亮三層樓有吃有玩也有買 還有劇場 門票折抵消費 價格還算合理！
,20,pos,1 個月前,餐點新鮮好吃，環境整潔乾淨，很多適合小孩子玩的設施，可以待兩三個小時。
,21,pos,2 個月前,窗明几淨，服務人員親切友善，餐點好吃，商品高貴不貴，最值得一提的是馬桶居然皆為日本全自動感應馬桶！
,22,pos,2 個月前,很有趣的觀光工廠！！！裡面有許多互動式設施，可以抓魚、捕魚、學習魚知識，每人200元門票可以抵手工DIY（PIZZA、金桔鳳梨球、餅乾等），也可以抵伴手禮，金桔冰淇淋鹹甜好吃，店員也很親切。
,23,pos,1 個月前,很多手作遊戲，還有一些互動的玩具設施，很適合帶小孩
,24,pos,3 個月前,大方又乾淨的空間！展場，餐廳和餐點也是乾淨整潔。整體水準很高，真是個佛心企業！建議沒事可以來走走
,25,pos,3 個月前,大又明亮的觀光工廠，雖然位置較偏遠，開車較方便，裡面蠻適合帶小朋友來走走看看，門票可全額折抵包含DIY也可折，商品有些蠻平價的
,26,pos,3 個月前,設施完善空間舒服 2樓的幻遊迷蹤 小孩玩得很開心同時也是職人故事館之一是具有教育價值的觀光工廠
,27,pos,4 個月前,服務非常熱情親切，門票可抵消費或購物，如果天氣不好可進來逛逛看看，體驗手作Pizza及鹹粥，小朋友覺得很有樂趣，加上互動遊戲都是與魚有關，可安排1個小時來逛逛
,28,pos,2 個月前,真的每樣都超好吃，又乾淨，是下雨天的好去處
,29,pos,5 個月前,崇越科技郭董的事業，感覺的出半導體人對生活的要求，連個博物館都那麼講究安永心食館是宜蘭少數能把娛樂、主題、美食結合得很棒的觀光工廠以海洋為主題設立了多樣互動的體驗與DIY，其中還有多項是科技類型的1F 表演大廳、3D投影拍照區、商店區、提款機(中信)、手機充電區、影音簡介室2F 體驗互動區、DIY區、烹飪教室、工廠產線觀摩區、抓週收涎區3F 香草鹽體驗區、輕食飲品區、日式美食、義式美食、港式美食離國道五號蘇澳交流道下來，只要不到5分鐘的車程即抵達，搭公車或火車也可以在附近下車，在交通上十分的方便喔另外，2020會重新整修，到時的主題和所有內容又一定會煥然一新
,30,neg,5 個月前,停車方便，對開車者來說方便。但館內餐飲實在很難肯定，廚房師傅廚藝需要再精進。館內其他設施規劃，釣魚區的創意值得鼓勵，但其他多半空間都浪費，規劃了高科技但完全難以達到效果，旅客多半直接走過，溫室空間大也只是窗外觀看，沒有解說也不能做什麼事，看到其他旅客在館內也大多少做停留觀看。除了科技互動半個樓層之外，其他都在擺藝術品，或是賣農產品。感覺的出來想做的事情很多，但太雜了，對於觀光者而言反而感到空虛。
,31,pos,5 個月前,內部空間寬敞明亮，大人逛起來很舒適，小孩玩的開心。餐廳方面：用餐環境也很寬敞，不擁擠，有兒童餐具及兒童座椅都放置明顯位置處。有餐車，點兩三份以上套餐的客人自行推過來很方便，不用一份份過去餐點處取餐，唐揚雞定食（好吃肉嫩）250元價格合理，客人離座後桌面會噴酒精水擦拭桌面（感覺很乾淨）
,32,pos,4 個月前,二樓互動讓我家的小小孩玩的很開心，人少的時候來很棒，下次還想來體驗親子廚房。 三樓的餐廳用餐環境也很親子友善，好吃又很乾淨。 入場門票不便宜，但能全額抵用餐費，整體來說還是很值得喔！
,33,pos,4 個月前,第一次帶孩子來到安永，裡面多項設施體驗小孩玩的很開心，午餐也很推薦在裡面用餐，我們選擇了豬排跟鯖魚定食，非常美味，服務人員親切有禮貌，推薦大家來此一遊！
,34,pos,4 個月前,"Excellent and delicious lunch !! A very artistic place to stay and enjoy for the entire family!海鮮鮑魚粥 -- 新鮮, 自然甜美味, 超級好吃！蘿蔔糕, 芋頭糕配上廚師自製的辣椒醬, 非常棒！ 鱸魚湯超級鮮美, 绝對不要放過！"
,35,pos,2 個月前,外觀如新。下蘇澳交流道往羅東方向就到了。
,36,pos,4 週前,環保建築、安心健康、老少娛樂相宜。
,37,pos,2 個月前,算是平價消費 又具真的好玩寓教於樂場所
,38,pos,5 個月前,從附近的蠟筆城堡來的，持蠟筆城堡的票根就免費參觀，商品販售區還能免費畫圖，畫完的圖會掃描放上投影機裡面的海洋，裡面蠻多互動遊戲，一家三口來玩的很開心，服務人員態度都很好，因為時間晚了，而且也不是購買門票，所以就沒有DIY食品跟用餐了。這次來的整體感覺很不錯，有機會可能還會帶小孩來玩😊
,39,pos,5 個月前,設備新穎，互動遊戲有趣，有餐廳可用餐，亦可DIY，而且200元門票可全抵用，服務人員皆很親切，育嬰室、親子廁所皆有，適合親子遊。最後驚訝的是廁所是免治馬桶喔。
,40,pos,5 個月前,"大力推薦，環境五星級，設備五星級，結合高科技，讓小孩在遊戲中學到各個魚種，服務五星級，每個服務人員，親切加上專業解說，餐廳點了燒賣、蘿蔔糕、鮮蝦餃、唐揚雞等等，感受到料理的用心，對了!當天DIY鳳梨酥,師傅專業教學，讓我們很滿意自己的作品，來宜蘭推薦可安排親子行程。"
,41,neg,4 個月前,海鮮粥感覺不像粥，應該比較像湯飯⋯且不夠熱，吃沒多久就冷掉了⋯
,42,pos,5 個月前,館內有很多高科技的設備， 介紹多種魚類的知識 ， 還有多項DIY遊戲，小孩子玩的很開心， 門票可以完全折抵消費，是個CP值很高的地方~
,43,pos,5 個月前,可以認識許多不同的魚，餐廳和微型工廠的下午茶甜點都豪好吃！是遛小孩的好去處哦～～
,44,pos,6 個月前,從附近的蠟筆城堡來的，持蠟筆城堡的票根就免費參觀，商品販售區還能免費畫圖，畫完的圖會掃描放上投影機裡面的海洋，裡面蠻多互動遊戲，一家三口來玩的很開心，服務人員態度都很好，因為時間晚了，而且也不是購買門票，所以就沒有DIY食品跟用餐了。這次來的整體感覺很不錯，有機會可能還會帶小孩來玩😊
,45,pos,4 個月前,每樣產品都是天然安心食品，還可以帶小朋友來玩一些遊戲
,46,pos,6 天前,建築精心設計，設備新穎新奇
,47,pos,5 個月前,非常驚艷，不遜於高級飯店的質感。裡面的遊戲很適合親子遊，有兒童友善餐廳、哺乳室跟親子廁所，都很乾淨，期待能打開知名度。最近跟附近的觀光工廠有合作，可以持票免費參觀，非常棒的想法，在國外常見這種資源共享的做法，整體讓遊客對蘇澳的評價提升，還會再來。
,48,3,5 個月前,整體乾淨漂亮餐點好吃，但空間的部份有待加強，如果能夠多點讓孩子能觸摸或親子互動的遊戲會更好呢！
,49,pos,6 個月前,外表美麗內容也很豐富，今天吃的是素食料理，據說是台灣十大名廚掌廚，果然每道菜好吃精緻又美麗，另外聽說股東有專門在製造石英石的，所以到了廁所可以看看，在別的地方看不到的磁磚像竹子一樣立體，在地招待外賓真心推薦。
,50,pos,5 個月前,可以釣魚，畫圖上傳看到自己畫的魚游來游去，還有許多美食，環境整潔真棒
,51,pos,6 個月前,好棒！偉大的董事長是翁主委、翁縣長，畫家兼音樂家⋯⋯粉溫馨的環境，粉新鮮的魚產，粉好吃的料理，粉有人情味的地方。朋友們快來呀！
,52,pos,6 個月前,環境乾淨餐點好吃，還有DIY活動可以參與。壽星當日可以打9折，小小遺憾是小孩剛滿三歲收費跟大人一樣200覺得小貴。小孩收費建議可以跟大人分開計算。
,53,pos,6 個月前,門票200元 可以全額抵館內消費~用餐環境乾淨~ 今天點的海鮮粥鮑很小~蝦 相對大隻~diy空間乾淨~教學親切~ 小孩放電的好所在~希望可以繼續維持~
