_id,sid_comment,star,time,comment
,1,5,,第1篇評論找不到，得用RAWDATA回溯
,2,1,,第2篇評論找不到，得用RAWDATA回溯
,3,3,,第3篇評論找不到，得用RAWDATA回溯
,4,5,,第4篇評論找不到，得用RAWDATA回溯
,5,5,,第5篇評論找不到，得用RAWDATA回溯
,6,5,,第6篇評論找不到，得用RAWDATA回溯
,7,5,,第7篇評論找不到，得用RAWDATA回溯
,8,5,,第8篇評論找不到，得用RAWDATA回溯
,9,4,,第9篇評論找不到，得用RAWDATA回溯
,10,5,,第10篇評論找不到，得用RAWDATA回溯
,11,4,,有免費米粉可以吃古早味擺飾會讓很多人喜歡拍照場地其實沒有很大贈品也很大方只是今天人太多了！Diy也需要 付了門票，另外再付費
,12,4,,第12篇評論找不到，得用RAWDATA回溯
,13,4,,第13篇評論找不到，得用RAWDATA回溯
,14,5,,第14篇評論找不到，得用RAWDATA回溯
,15,5,,第15篇評論找不到，得用RAWDATA回溯
,16,3,,第16篇評論找不到，得用RAWDATA回溯
,17,4,,第17篇評論找不到，得用RAWDATA回溯
,18,5,,第18篇評論找不到，得用RAWDATA回溯
,19,4,,適合全家大小一起去吃米粉門票一人200（桃園市民卡可以打九折）DIY體驗活動門票可以折抵100元商品。還有米粉免費吃到飽喔！裡面就是復古懷舊裝潢停車空間大。還有遮雨棚
,20,5,,第20篇評論找不到，得用RAWDATA回溯
,21,5,,第21篇評論找不到，得用RAWDATA回溯
,22,4,,第22篇評論找不到，得用RAWDATA回溯
,23,5,,第23篇評論找不到，得用RAWDATA回溯
,24,5,,第24篇評論找不到，得用RAWDATA回溯
,25,5,,第25篇評論找不到，得用RAWDATA回溯
,26,5,,第26篇評論找不到，得用RAWDATA回溯
,27,5,,第27篇評論找不到，得用RAWDATA回溯
,28,4,,第28篇評論找不到，得用RAWDATA回溯
,29,5,,防疫期間入園內需量體溫，酒精消毒手掌。1.好停車離市區很近，全票一人200元可以折抵DIY和兌換米粉。2.導覽小姐長得很可愛講解很仔細。虎牌米粉現今70%外銷、30%內銷。講解炊粉、水粉和米粉的不同！3.提供廁所內附衛生紙，乾淨。4.二樓園內好逛， 值得體驗導覽、DIY炒米飯和做米粉。5.二樓有販賣部，推薦買100%的米粉！6.200元門票划算，值得全家大小一同來體驗。7.園內炒米粉吃到飽，魚丸湯另購，小碗30元大碗50元。
,30,5,,第30篇評論找不到，得用RAWDATA回溯
,31,5,,停車方便 門票200可館內折抵100裡面可以自己手做專屬的碗麵 也可以煮米粉體驗 如果都不想DIY 可以直接換取米粉適合全家大小 情侶裡面很多可以拍的 也有免費的米粉吃 好吃整體來說很不錯
,32,4,,第32篇評論找不到，得用RAWDATA回溯
,33,5,,很特別的觀光工廠門票可一邊抵產品或DIY課程一邊券可直接環商品裡面很多復古懷舊風場景
,34,4,,本來要來去宜蘭傳藝中心，但因為下大雨改來到附近的觀光工廠意外來到的觀光景點入場費用200元新台幣有一百元抵用券可以換商品以及diy手做卷（手做泡麵碗的樣子）不要做手做的話可以換兩包麵線所以入場基本就是買兩百塊的米粉或商品就是了手做本次沒有做就直接換了米粉感覺比較實在觀光工廠有附設停車場所以停車沒有問題進場後裡面都是古早味的場景適合三五好友拍照留念單純走路大概10分鐘就走完了但是搭配拍照大概走了一個半小時左右算是消磨時間的好場所其中有個商店可以免費試吃米粉好吃可以續碗旁邊就是商店拿起入場的票上面有兌換券可以換商品本來入場前覺得兩百元有點貴後來玩一玩，東西換一換離開時覺得還不賴
,35,5,,門票雖200但100可抵消費另外可DIY體驗炒米粉或換伴手禮米粉裡面有民國早期環境拍照適合大人小孩炒米粉則無限食用旁邊有紅蔥魷魚醬可配米粉非常香中餐就直接在這解決了我跟家人都吃了兩碗半米粉100抵用券換了2碗魚丸湯一碗2顆大大魚丸湯頭也很清爽卻有香氣值得來訪
,36,5,,第36篇評論找不到，得用RAWDATA回溯
,37,4,,"復古早期台灣場景, 蠻好拍的.還可以用門票換DIY活動, 或實體商品.重點是米粉吃到飽... 真的很厲害.很少觀光工廠會讓我覺得門票換到的東西滿划算的."
,38,1,,第38篇評論找不到，得用RAWDATA回溯
,39,4,,第39篇評論找不到，得用RAWDATA回溯
,40,5,,第40篇評論找不到，得用RAWDATA回溯
,41,5,,第41篇評論找不到，得用RAWDATA回溯
,42,4,,第42篇評論找不到，得用RAWDATA回溯
,43,5,,虎牌米粉那個年代觀光工廠，室內使用了特色的六零、七零年代風格，跟其他走懷舊風格的觀光工廠相比，這裡更多了一分人情味。米粉攤的店員非常熱情，一看到我們就招呼著要我們嚐嚐免費米粉，「很好吃的~不會騙你~要加肉燥跟辣椒哦！」實在是太熱情太可愛了。成人200/人的門票，除了有一百塊的消費折抵、另外又可以選擇做DIY 或是換一包米粉帶回家，館內又有免費米粉吃到飽，真的是台語說的有吃又有拿。五十元的魚丸湯，裡面有兩顆大魚丸，一顆都快趕上棒球大小。早上九點入園，本來預計逛完要去吃個午餐，沒想到出來我跟男友都肚子飽飽，大滿足的一人一袋米粉的出來，實在是太值得了~~
,44,5,,第44篇評論找不到，得用RAWDATA回溯
,45,5,,第45篇評論找不到，得用RAWDATA回溯
,46,5,,第46篇評論找不到，得用RAWDATA回溯
,47,5,,第47篇評論找不到，得用RAWDATA回溯
,48,4,,第48篇評論找不到，得用RAWDATA回溯
,49,1,,第49篇評論找不到，得用RAWDATA回溯
,50,5,,第50篇評論找不到，得用RAWDATA回溯
,51,5,,第51篇評論找不到，得用RAWDATA回溯
,52,5,,門票200 有桃園市民卡打9折 200有體驗卷和50 50兩張抵用卷等同於現金很超值體驗DIY有電鍋 炒米粉 彩繪米粉碗 如果兩個都不做 直接換兩包米粉很大包哦！館方還提供米粉免費吃到飽  超大顆魚丸也不錯 可以用抵用卷買館內很多復古年代的樣貌 裝潢 播放音樂都很到位 喜歡早時的台灣年代 就一定要來這裡
,53,5,,第53篇評論找不到，得用RAWDATA回溯
,54,5,,看的出用心的復古場景/街景佈置。門票費用200 會給DIY體驗券一張及兩張50元消費抵用券。若不參加體驗可以換米粉伴手禮2包。 有米粉試吃且可以續碗（覺得清爽好吃）是個會讓遊客覺得開心且值得一遊的景點！
,55,4,,第55篇評論找不到，得用RAWDATA回溯
,56,4,,第56篇評論找不到，得用RAWDATA回溯
,57,4,,第57篇評論找不到，得用RAWDATA回溯
,58,5,,虎牌米粉那個年代觀光工廠，室內使用了特色的六零、七零年代風格，跟其他走懷舊風格的觀光工廠相比，這裡更多了一分人情味。米粉攤的店員非常熱情，一看到我們就招呼著要我們嚐嚐免費米粉，「很好吃的~不會騙你~要加肉燥跟辣椒哦！」實在是太熱情太可愛了。成人200/人的門票，除了有一百塊的消費折抵、另外又可以選擇做DIY 或是換一包米粉帶回家，館內又有免費米粉吃到飽，真的是台語說的有吃又有拿。五十元的魚丸湯，裡面有兩顆大魚丸，一顆都快趕上棒球大小。早上九點入園，本來預計逛完要去吃個午餐，沒想到出來我跟男友都肚子飽飽，大滿足的一人一袋米粉的出來，實在是太值得了~~
,59,2,,第59篇評論找不到，得用RAWDATA回溯
,60,5,,第60篇評論找不到，得用RAWDATA回溯
,61,5,,這次沒體驗到DIY米粉可以吃到飽很好吃，湯也好喝很復古，很好拍照的地方
,62,2,,第62篇評論找不到，得用RAWDATA回溯
,63,5,,第63篇評論找不到，得用RAWDATA回溯
,64,4,,第64篇評論找不到，得用RAWDATA回溯
,65,5,,第65篇評論找不到，得用RAWDATA回溯
,66,4,,第66篇評論找不到，得用RAWDATA回溯
,67,3,,第67篇評論找不到，得用RAWDATA回溯
,68,5,,第68篇評論找不到，得用RAWDATA回溯
,69,5,,第69篇評論找不到，得用RAWDATA回溯
,70,4,,第70篇評論找不到，得用RAWDATA回溯
,71,5,,第71篇評論找不到，得用RAWDATA回溯
,72,5,,第72篇評論找不到，得用RAWDATA回溯
,73,1,,第73篇評論找不到，得用RAWDATA回溯
,74,4,,第74篇評論找不到，得用RAWDATA回溯
,75,5,,第75篇評論找不到，得用RAWDATA回溯
,76,5,,第76篇評論找不到，得用RAWDATA回溯
,77,5,,第77篇評論找不到，得用RAWDATA回溯
,78,4,,第78篇評論找不到，得用RAWDATA回溯
,79,5,,第79篇評論找不到，得用RAWDATA回溯
,80,5,,第80篇評論找不到，得用RAWDATA回溯
,81,5,,第81篇評論找不到，得用RAWDATA回溯
,82,4,,門票200可抵消費（館內商品通常是食物類，米粉、冬粉等等）有米粉免費續碗吃到飽作為噱頭，不過調味扮醬的油讓我不太舒服，吃一碗吃很久.. 就不想續碗了四顆星給內裝非常用心，是台灣古早街道的主題
,83,3,,跟其他觀光工廠入場就是購物，虎牌米粉復古裝潢較為有特色，但場地不大。入場門票200元可以享用米粉吃到飽 抵用券可以參加體驗活動(DIY炒米粉)100元商品兌換券就是有吃又有拿的概念就是啦～ #虎牌米粉 #愛蜜粒小婦 #愛蜜粒Amily
,84,3,,第84篇評論找不到，得用RAWDATA回溯
,85,5,,第85篇評論找不到，得用RAWDATA回溯
,86,4,,第86篇評論找不到，得用RAWDATA回溯
,87,5,,第87篇評論找不到，得用RAWDATA回溯
,88,4,,第88篇評論找不到，得用RAWDATA回溯
,89,4,,第89篇評論找不到，得用RAWDATA回溯
,90,5,,第90篇評論找不到，得用RAWDATA回溯
,91,5,,第91篇評論找不到，得用RAWDATA回溯
,92,4,,第92篇評論找不到，得用RAWDATA回溯
