_id,sid_comment,star,time,comment
,1,pos,3 天前,產品好吃，用心經營，服務態度佳，休憩觀光值得來看看，更適合宜蘭代表伴手禮。
,2,pos,1 週前,服務態度良好，不過倒冰飲的服務人員覺得有點不耐煩可以改善一下更好👍
,3,pos,1 週前,銷售服務員非常親切，笑容可掬DIY小姐也很細心體貼值得推薦
,4,3,6 天前,產品多元 可惜周日沒有開放工廠產線製作流程 只有販賣蜜餞產品 有點可惜
,5,pos,3 個月前,🍊宜蘭／旅遊／手作﻿📍橘子鄉蜜餞形象館﻿🏠 宜蘭縣宜蘭市梅洲二路33號﻿☎️039285758﻿⏰營業時間 週一至週日 8:30 ~ 17:30（全年無休）﻿🎫材料每份150元，製作時間20分鐘﻿⭐4.5 ／5分(推）﻿❤️一到園區入口，就猶如來到偶像劇拍攝場景，大片的落地可以清楚看見每個館的裝潢，帶給每位客人不一樣的視覺享受，每位客人來到形象館都能喝到免費的生津金棗茶，各式果乾的試吃，用試吃與詳細介紹表達橘之鄉天然、健康、無添加的產品。﻿﻿讓女生最期待的就是花150元即可自製一罐蜜餞回家，時間也不會很久20分鐘就能搞定，教室周圍的擺設也是非常好拍照，用圖解的方式從「選果」、「醃漬」、「針刺」、「 漂水」、「殺菁」、「真空糖漬」、「熱風乾燥」、到「衛生包裝」相信告訴每一位消費者，橘子鄉的堅持。﻿﻿來宜蘭不仿撥1小時來橘子鄉逛逛拍拍照，除了手作DIY也可以帶帶伴手禮回家。﻿﻿📜 做呷ㄟ的東西，一定要做自己敢吃的喔—橘子鄉﻿﻿#宜蘭 #traveling #traveler #trip #poptravel #Taiwan #Yilan #orange #DIY #橘子鄉 #東部 #網美 #手作 #蜜餞 #台灣 #gogoro #Letsgogoro #天然 #金棗﻿
,6,pos,1 個月前,裡面的服務人員好客氣，又一直叫人試吃，害我們一群人買了一堆，（妳們就是太好，害我們買太多，要不然真想給妳們五星）門口的茶，好喝，推…推…去一定要喝的
,7,pos,3 週前,$150 小孩也可以DIY，做完當場就可以吃，平日不擁擠算是相當舒服。
,8,pos,1 個月前,有免費的熱桔茶可喝，口感不錯，館內的產品有些不便宜，但是品質有顧到
,9,pos,1 個月前,還不錯～臨時下雨的雨備方案，但剛好工廠內部裝修無法參觀，要前往的人要留意一下哦～所以只逛了販賣部和手作Diy兩棟，服務人員親切有禮，有免費的熱金桔茶可以喝，環境乾淨漂亮，逛起來很舒適～缺點就是有點小，很快就逛完了～
,10,pos,1 個月前,建築外飾蓋的很漂亮，專賣金桔與蜜餞，有免費的可以試吃，還有生津止渴的溫熱金桔可以免費喝～
,11,pos,1 個月前,很好吃的柑桔 橘子！ 大家滿载而歸 🤣 一開始説不買 之後一個買就其他都買😎如果不是跟旅行團 也ok方便的 從宜蘭轉運站或火車站搭772公車，但班次有點久啊 🤔順便一次過去旁邊幾個景點！🤑🤑
,12,pos,2 個月前,不斷配合社會變遷，創造雙贏局面，以古早蜜餞方式行銷，變更成為現今觀光健康文創形象館，更結合DIY教授製作的觀光行銷策略！
,13,pos,3 個月前,適合拍照的觀光工廠雖然不打停好車逛完大概10分鐘左右但是一群人一起來的話牆外以及diy區都蠻好拍照的適合三五好友或是情侶來這邊放鬆拍照一下當然如果要買蜜餞也是不錯的選擇因為這附近蠻多觀光工廠的所以可以安排一個下午在這附近一直拍照累了也有座位區可以吃冰或是吃蜜餞休息一下但由於這次來就是經過看到順便進來沒想到就在裡面拍照拍了20分鐘蜜餞倒是沒有仔細看另外停車可以直接開進工廠內部停車所以很方便推薦經過可以來晃晃拍個照再離開
,14,3,1 個月前,"購買金桔蜜餞產品，也可以DIY,停留時間比較短，沒其它可以逛的"
,15,pos,2 個月前,環境非常 整齊清潔 賣的食物也非常可口 招待的金桔茶 非常好喝 買了很多伴手禮呢
,16,pos,3 個月前,剛下車，門口就有熱騰騰的金桔茶無限暢飲，現場人員親切，環境乾淨整齊，館內介紹金桔及金棗的蜜餞加工製程，和販售相關產品，另外一館還有教室，現場可實際操作教學，還有完成樣品可參觀！
,17,pos,3 個月前,手做金桔🍊，回家孝敬母親，媽媽吃的很開心，總之就是好玩啦！DIY 一次150元，現場乾淨漂亮，好拍照，很多金桔🍊產品好買。
,18,3,2 個月前,還好可以買到橘之鄉所有品項的地方不過味道跟幾年前剛推出的時候有落差
,19,pos,3 個月前,中途買伴手禮的好去處也可以順便休息上廁所牛舌餅好吃😋小孩很喜歡
,20,pos,3 個月前,一個買伴手禮的地方，可以試吃還不錯，價格略高。整間滿快逛完，對面可以DIY手做蜜餞，很簡單也很好玩，價格不貴，拍照也滿漂亮的。
,21,pos,3 個月前,雖然沒有很大，但是空間舒適、明亮、乾淨，員工都非常親切，不會有壓迫感，可以下車來走一走！門口試喝的金棗茶很好喝所以也有買回去。
,22,pos,1 個月前,金桔的故鄉，偏好甜蜜餞這裡是宜蘭行必到之處
,23,3,3 天前,金橘茶好喝，必賣喔~
,24,pos,1 個月前,有趣的體驗，可以實地手作屬於自己的果醬喔
,25,pos,3 個月前,這是一間新型的觀光工廠，裡面有製造工廠，還有一個適合團體，親子參與的手作教學教室現場教學，還有現場成品商店，免費供應特產金佶熱茶，非常好喝，裡面各式蜜餞也都可以試吃，是個可以納入參訪的口袋名單 。
,26,3,3 個月前,一個停留買個蜜餞伴手禮的地方，門口有提供免費熱桔茶，潤喉有餐廳可以用餐，整體覺得非常普通，但是覺得販售的蜜餞，絕對比市售的天然許多。
,27,pos,3 個月前,能逛的東西不多也不大，對我來說就是一個賣蜜餞的名產店，但是他們把金棗跟金吉加工發揮到淋漓盡致令我佩服，門口還有奉上熱的金吉茶免費使用
,28,pos,3 天前,空間舒適，價格合理，值得走走。
,29,pos,3 個月前,橘之鄉，好所在各式蜜餞，有了解天然無化料，尚安全食品健康第一，顧身體
,30,pos,3 個月前,不算大的觀光工廠但可以體驗DIY也可以買一些蜜餞伴手禮附近還有不少觀光工廠可以安排在一起逛逛
,31,neg,4 個月前,如果帶長輩，可以來看看！帶女友就不建議！但可以帶小孩來放電就是標準台灣為了觀光而設立的觀光景點，簡單說一點文化連結感都沒有。
