_id,sid_comment,star,time,comment
,1,pos,2 天前,這裏也提供DIY的活動哦！可以在一旁看到師父做糖的過程，再交給DIY活動的朋友，自已動手做出喜歡的造型。這裏的師父真厲害，看他把不同顏色的糖一條一條的組合在一起，不知在變什麼把戲!!!餐廳被四周的綠意包圍起來，在大自然裏享用餐點，真的很舒偶、很愜意！販賣的餐點品項很簡單，目前只提供輕食類的茶、咖啡、冰淇淋及鬆餅。
,2,pos,2 天前,這是一個充滿童趣，不論大人小孩都會喜歡的地方，尤其是踏入菓風糖果工房賣糖果的小舖裏，耳裏聽到小朋友雀躍不已的歡樂聲，鼻子聞到空氣中傳來那種香香的、甜甜的味道~~這或許就是幸福的味道吧！喜歡到宜蘭一遊的朋友們，一定不會陌生，這裏前身是荷蘭村的庭園餐廳。後來被菓風小舖頂下，加了餐飲的部份，順勢變成了菓風糖果工房
,3,pos,2 天前,菓風小舖也算是台灣市場上獨有的專業糖果專賣店，在台灣已有數十家分店但大部份都在百貨公司這類的大型賣場設店，這還是第一次成立這樣複合式的賣場，而且地點就選在好山好水的宜蘭！這裏的庭園場景，大致上沒做什麼大的變動，唯獨在房舍上做了些微的修改，就多了不同的氣氛。
,4,pos,2 天前,用冷吱吱冰淇淋沾上熱呼呼的比利時鬆餅，一入口感受到甜甜的、熱熱的、冷冷交會的甜蜜滋味~~嘿嘿，口感還滿特別的！來到菓風糖果工房真的可以感受一種歡樂的氣氛，尤其是這裏有滿高比例是由爸爸媽媽帶著小朋友來這裏買糖果，很溫馨的畫面，難怪這裏才開幕沒多久，已成為人氣景點了呢！
,5,pos,2 天前,主要建築也就是賣糖果的地方。打開門踏入賣場，就不免哇了一聲~~~好像來到了五彩繽紛、琳瑯滿目的糖果世界。雖然糖果就是糖果，但這裏的設計很厲害哦，每一樣都很可愛，都想買回家。這根本把糖果提升到了伴手禮的層次了。
,6,pos,1 週前,腹地不大但夏天可以去冷氣房涼ㄧ下 讓小孩做巧克力diy買買糖果 小孩看到糖就瘋了🤣🤣
,7,pos,1 週前,風景優美風車池塘拍照起來整個情境提升，很適合放鬆喝咖啡，更有復古可愛糖果可以購買！經過路過可以停下來拍拍照！
,8,pos,4 天前,不知道這裡沒在販售咖啡，有點小失望，還好有各種糖菓，老的小的都開心
,9,pos,4 週前,腹地不大地處鄉隅、閒靜的一間小舖，糖果種類繁多並有手作課程可報名參加；店舖一側有網美愛拍的馬卡龍(模型)和大地綠景，是一處可讓人放鬆的好地方！
,10,pos,2 週前,產品很有特色，免費停車，還有體驗課程，值得去喔
