_id,sid_comment,star,time,comment
,1,3,,第1篇評論找不到，得用RAWDATA回溯
,2,3,,第2篇評論找不到，得用RAWDATA回溯
,3,5,,第3篇評論找不到，得用RAWDATA回溯
,4,3,,第4篇評論找不到，得用RAWDATA回溯
,5,5,,第5篇評論找不到，得用RAWDATA回溯
,6,5,,第6篇評論找不到，得用RAWDATA回溯
,7,3,,第7篇評論找不到，得用RAWDATA回溯
,8,3,,第8篇評論找不到，得用RAWDATA回溯
,9,4,,第9篇評論找不到，得用RAWDATA回溯
,10,5,,第10篇評論找不到，得用RAWDATA回溯
,11,3,,第11篇評論找不到，得用RAWDATA回溯
,12,3,,第12篇評論找不到，得用RAWDATA回溯
,13,5,,第13篇評論找不到，得用RAWDATA回溯
,14,5,,適合了金棗茶後口感很好買了兩瓶在冬天喝起來很舒服、且可養生。館內試吃的產品也都很大方整體氛圍不錯👍
,15,5,,第15篇評論找不到，得用RAWDATA回溯
,16,1,,第16篇評論找不到，得用RAWDATA回溯
,17,4,,第17篇評論找不到，得用RAWDATA回溯
,18,1,,第18篇評論找不到，得用RAWDATA回溯
,19,4,,第19篇評論找不到，得用RAWDATA回溯
,20,3,,第20篇評論找不到，得用RAWDATA回溯
,21,4,,第21篇評論找不到，得用RAWDATA回溯
,22,4,,第22篇評論找不到，得用RAWDATA回溯
,23,3,,第23篇評論找不到，得用RAWDATA回溯
,24,5,,第24篇評論找不到，得用RAWDATA回溯
,25,4,,第25篇評論找不到，得用RAWDATA回溯
,26,5,,第26篇評論找不到，得用RAWDATA回溯
,27,5,,第27篇評論找不到，得用RAWDATA回溯
,28,3,,第28篇評論找不到，得用RAWDATA回溯
,29,2,,第29篇評論找不到，得用RAWDATA回溯
,30,4,,第30篇評論找不到，得用RAWDATA回溯
,31,4,,第31篇評論找不到，得用RAWDATA回溯
,32,5,,第32篇評論找不到，得用RAWDATA回溯
,33,5,,第33篇評論找不到，得用RAWDATA回溯
,34,5,,第34篇評論找不到，得用RAWDATA回溯
,35,5,,第35篇評論找不到，得用RAWDATA回溯
,36,5,,第36篇評論找不到，得用RAWDATA回溯
,37,5,,第37篇評論找不到，得用RAWDATA回溯
,38,5,,第38篇評論找不到，得用RAWDATA回溯
,39,3,,第39篇評論找不到，得用RAWDATA回溯
,40,2,,早年對於水晶棗非常喜歡常買來送親朋好友與自用多年後2019年初我再次前往購買品嚐後發現水晶棗的風味已明顯不如從前變得較為死甜果實外觀也較常見破損令人失望以後不會再光顧
,41,5,,第41篇評論找不到，得用RAWDATA回溯
,42,5,,第42篇評論找不到，得用RAWDATA回溯
,43,4,,第43篇評論找不到，得用RAWDATA回溯
,44,5,,第44篇評論找不到，得用RAWDATA回溯
,45,4,,第45篇評論找不到，得用RAWDATA回溯
,46,4,,第46篇評論找不到，得用RAWDATA回溯
,47,5,,第47篇評論找不到，得用RAWDATA回溯
,48,5,,第48篇評論找不到，得用RAWDATA回溯
,49,2,,第49篇評論找不到，得用RAWDATA回溯
,50,5,,第50篇評論找不到，得用RAWDATA回溯
,51,4,,第51篇評論找不到，得用RAWDATA回溯
,52,4,,第52篇評論找不到，得用RAWDATA回溯
,53,3,,第53篇評論找不到，得用RAWDATA回溯
,54,4,,第54篇評論找不到，得用RAWDATA回溯
,55,5,,園區很多地方都適合拍照～金棗蜜餞DIY活動好吃又好玩服務人員態度都不錯販賣區的蜜餞滿好吃的沒有外面太多加工的味道
,56,4,,第56篇評論找不到，得用RAWDATA回溯
,57,4,,第57篇評論找不到，得用RAWDATA回溯
,58,4,,第58篇評論找不到，得用RAWDATA回溯
,59,5,,第59篇評論找不到，得用RAWDATA回溯
,60,4,,第60篇評論找不到，得用RAWDATA回溯
,61,5,,第61篇評論找不到，得用RAWDATA回溯
,62,4,,第62篇評論找不到，得用RAWDATA回溯
,63,4,,第63篇評論找不到，得用RAWDATA回溯
,64,4,,第64篇評論找不到，得用RAWDATA回溯
,65,5,,第65篇評論找不到，得用RAWDATA回溯
,66,3,,第66篇評論找不到，得用RAWDATA回溯
,67,5,,第67篇評論找不到，得用RAWDATA回溯
,68,5,,第68篇評論找不到，得用RAWDATA回溯
,69,5,,第69篇評論找不到，得用RAWDATA回溯
,70,3,,第70篇評論找不到，得用RAWDATA回溯
,71,5,,第71篇評論找不到，得用RAWDATA回溯
,72,3,,第72篇評論找不到，得用RAWDATA回溯
,73,5,,第73篇評論找不到，得用RAWDATA回溯
,74,4,,第74篇評論找不到，得用RAWDATA回溯
,75,3,,第75篇評論找不到，得用RAWDATA回溯
,76,5,,第76篇評論找不到，得用RAWDATA回溯
,77,4,,第77篇評論找不到，得用RAWDATA回溯
,78,4,,第78篇評論找不到，得用RAWDATA回溯
,79,5,,蜜餞DIY 非常有趣招待人員 親切有禮購物環境 明亮舒適商品齊全 不含防腐劑
,80,4,,第80篇評論找不到，得用RAWDATA回溯
,81,3,,第81篇評論找不到，得用RAWDATA回溯
,82,5,,第82篇評論找不到，得用RAWDATA回溯
,83,5,,第83篇評論找不到，得用RAWDATA回溯
,84,4,,第84篇評論找不到，得用RAWDATA回溯
,85,4,,第85篇評論找不到，得用RAWDATA回溯
,86,4,,第86篇評論找不到，得用RAWDATA回溯
,87,4,,第87篇評論找不到，得用RAWDATA回溯
,88,5,,蜜餞都不錯門口還為客人提供熱茶不會強力推銷純粹好吃就買個人是覺得不錯買了蜜餞果很美的地方適合小休息停留
,89,4,,第89篇評論找不到，得用RAWDATA回溯
,90,4,,第90篇評論找不到，得用RAWDATA回溯
,91,5,,第91篇評論找不到，得用RAWDATA回溯
,92,5,,第92篇評論找不到，得用RAWDATA回溯
,93,4,,第93篇評論找不到，得用RAWDATA回溯
,94,5,,第94篇評論找不到，得用RAWDATA回溯
,95,5,,第95篇評論找不到，得用RAWDATA回溯
