_id,sid_comment,star,time,comment
,1,3,2 年前,很舒服⋯⋯裡面的人員不會強迫推銷沒什麼壓迫感。
,2,pos,1 年前,首推🍯蜂蜜冰淇淋🍦
,3,pos,1 年前,適合親子同遊的地方👍
,4,pos,1 年前,好吃😋 👍～
,5,pos,1 年前,蜂巢霜淇淋👍
,6,pos,1 年前,非常好吃😋😋😋😋😋😋
,7,pos,6 天前,蜂巢好好吃～來這邊的話ㄧ定要來點這個「蜂巢霜淇淋」😊😊😊ㄧ口氣吃到蜂蜜+蜂巢+霜淇淋三重風味ㄧ次滿足👍還有一位漂亮的姐姐介紹蜂蜜😊專業又親切笑容又很甜～在她的說明之下我才終於知道原來龍眼蜂蜜跟荔枝蜂蜜不是裡面加了龍眼或荔枝，而是要跟著季節帶著蜜蜂分別在不同的時間點去到龍眼樹荔枝樹採集花蜜～光想像畫面就覺得好辛苦、好認真、好努力試喝一小口都能感受到這份熱血、熱情跟活力後來買了荔枝蜂蜜回家～照著這位親切漂亮笑容甜美的小姐姐教學的方式調配冰塊跟水的比例還有攪拌方式 — 天天喝蜂蜜～😊😊😊果然不只好喝！！！喝了整天都充滿好心情❤️❤️❤️
,8,pos,6 天前,我是因為有小火車才帶孩子去看看的😅服務人員還可以至少不會強迫推銷甜點好吃但多少還是有點膩環境乾淨舒服外頭的小花園好美還有小朋友可以玩的溜滑梯
,9,pos,1 週前,很輕鬆舒適的一個地方，服務人員介紹仔細不會強迫推銷，很輕鬆的空間，有小孩的遊戲區可以給他們放鬆遊玩，也有介紹很多蜂蜜相關的知識，是個可以細細參觀的小地方^^
,10,pos,1 週前,有冷氣，裡面也有小小兒童遊戲室可以讓小孩玩，大人可以在旁邊吃東西喝咖啡。推薦可以吃蜂蜜霜淇淋吧。
,11,pos,1 週前,場地維持用心，冰淇淋上有超純蜂蜜很特別，不用門票也不會強迫推銷
,12,pos,3 週前,兼具教育及販賣蜂蜜相關產品，有提供試喝哦，可以花點時間來參觀。
,13,pos,1 週前,有專員解說 還可以試吃純蜂蜜 不會強迫推銷 還不錯
,14,pos,1 週前,蜂巢霜淇淋很讚!戶外還能讓小孩跑跳
,15,pos,1 週前,餐點份量cp值不錯，食量小的建議兩人一份
,16,neg,3 週前,沒有特地造訪的必要，剛好需要蜂蜜進來買完就離開了
,17,pos,2 週前,解說滿不錯的，有蜂蜜水和醋可以試喝
,18,pos,2 週前,主要是買東西吃東西，能玩能看的不多
,19,pos,1 個月前,要預約導覽解說，可以更了解蜂蜜知識喔！
,20,pos,3 週前,詳細介紹蜜蜂生態，適合帶小朋友來的地方
,21,pos,3 個月前,一個帶家人和朋友的好地方。孩子們特別喜歡在這裡。但是，這也非常商業化，因為他們有一個櫃檯，推銷員試圖讓您購買產品。
,22,pos,3 個月前,環境很舒服，餐點算不錯吃，至少不會讓你覺得白花錢。價格上當然稱不上便宜，但是算可以接受。
,23,pos,2 個月前,餐點美味，還有小孩喜歡的小火車跟小蜜蜂可以觀察
,24,pos,2 週前,是個很好親子寓教於樂的場所
,25,pos,3 個月前,純正自然的蜂蜜取之不易，當然價格不便宜，若能以更親民價格給予客人，真正做到  物美價廉  若沒有更多客人來就沒有  天理了
,26,pos,3 週前,服務人員介紹很詳細、也很親切
,27,pos,4 個月前,2020/03/02下午，有2隻大型犬在花園奔跑，衛生很差😱😱希望能確實，禁止寵物進入，有帶小孩子的家長，非常不放心。
,28,pos,1 個月前,導覽完可以試喝，荔枝蜜很好喝
,29,pos,4 個月前,1。博物館不大，大約15分鐘可逛完一圈，帶小朋友去玩，小朋友玩的很開心。2。銷售人員不會強迫推銷，服務態度非常好。3。蜂蜜很好喝可搭配附近的 可達休閒羊場一起一遊
,30,pos,3 個月前,蜂巢冰淇淋必點美食，蜂蜜蛋糕也好好食😋！
,31,pos,4 個月前,養蜂人家，展示蜂蜜的地方算剛剛好，不會很大，但是很有趣。買蜂蜜的時候一位陸配很細心的幫我們介紹，是個好地方的好人。
,32,pos,4 個月前,非假日來，，，所以小姐很耐心的介紹他家的產品。服務不錯蜂巢霜淇淋  純蜂蜜  超甜
,33,pos,4 個月前,在蜂蜜的品質上算是不錯的 不只賣蜂蜜還會介紹他們們的蜜蜂如何採蜜並且介紹蜂蜜的好處 在販賣部不僅只有蜂蜜還有許多蜂蜜口味的產品 但建議怕昆蟲的就遠離一點比較好
,34,3,4 個月前,東西不錯吃 也客氣但環境有待加強(坐墊其實可以不用 因為真的超髒)
,35,pos,3 週前,很好，我喜歡冰淇淋蜂巢！
,36,neg,5 個月前,很好的地方，但服務人員把這裡搞砸了，這次是我第三次來這邊，但這次服務員聚集聊天跟直接行銷，連門口的消毒酒精都未幫顧客使用會，這次的問題真的很多讓我覺得印象打打折扣。
,37,neg,4 個月前,感覺不是很想服務客人、東西有點小貴，而且服務人員態度讓人很不舒服，可能生意太好，東西買太少所以她不是很開心
,38,pos,4 個月前,漂亮的服務員介紹的很詳細且人很NICE，餐點也很好吃唷！
,39,pos,4 個月前,很棒的場域空間、環境舒適很適合大小朋友一起來玩
,40,pos,5 個月前,有室內禮品及蜂蜜製品展示區，也有室外庭院及養蜂區。環境乾淨規劃完善。並可近距離觀賞蜜蜂，非常特別新奇，蜂蜜蛋糕及蜂蜜醋都好吃好喝。
,41,pos,2 週前,蜂蜜醋試喝很棒棒
,42,pos,7 個月前,優點1.親子舒壓的好地方，有大庭院還有蜂蜜的製作過程介紹，還有蜜蜂可以看，累了也有餐廳吃點點心配著蜂巢冰淇淋.2.裡面販售許多伴手禮，蜂蜜餅乾、蜂膠、益生菌、蜂蜜牛奶糖⋯品質都還蠻好吃的可以帶一些請朋友吃！3.員工親切熱心，會一直告訴你有什麼東西可以試跟體驗，或許有推銷的壓力吧，不過跟冷冰冰的員工比起來好很多！缺點1.可以逛的東西不多，偏採買伴手禮為主，大概一小時內可以結束的景點！2.東西價位稍微高了一點，不過經過觀察許多宜蘭的觀光工廠價位都偏高，或許經營方面也不容易，因為大部分客人都只有六日比較多！
