_id,sid_comment,star,time,comment
,1,5,,很用心規劃也融入在地的觀光工廠 ， 是少數會把在地的 特有文物或是生態動物融入的 ， 可見店家也是對在地相當關心與投入 。雖然說整個廠區不是很大，但是動線非常清楚，整個介紹流程也相當順暢， 慢慢走一圈可以了解到 工廠的生產流程與發酵歷史文化。 一樓的賣場到是設計的有點像熱帶雨林有長頸鹿，超高溜滑梯 有一點童趣，應該是想說吸引親子同遊吧 。比較可惜的是雖然提供午餐但是是調理包， 缺少那麼一點手作的溫馨感。免費試喝的果醋微酸很健康喔。
,2,5,,第2篇評論找不到，得用RAWDATA回溯
,3,3,,第3篇評論找不到，得用RAWDATA回溯
,4,5,,第4篇評論找不到，得用RAWDATA回溯
,5,4,,第5篇評論找不到，得用RAWDATA回溯
,6,4,,第6篇評論找不到，得用RAWDATA回溯
,7,4,,第7篇評論找不到，得用RAWDATA回溯
,8,1,,推銷果醋的小姐很現實我就想直接喝梅子醋不行嗎？不喝她泡的蘋果醋就不招待了之後想喝蘋果，還說就叫你說要先喝蘋果 然後完全就不理你啦跩什麼，原本想買，就算了。
,9,5,,第9篇評論找不到，得用RAWDATA回溯
,10,1,,第10篇評論找不到，得用RAWDATA回溯
,11,5,,潭酵天地為免門票的觀光工廠，主要是以醋為主，總共有二層樓，一進門就有兩隻可愛的長頸鹿，整個工廠都是室內，下雨天的好去處！這裡很適合帶小孩來，有雙層的溜滑梯限2～12歲的小孩，限重20公斤，二樓還有小火車～一樓尾巴是販賣伴手禮的店二樓才是此工廠主要的商品「醋」販賣人員都很熱情的請你試喝各種醋，其中最喜歡的是「金桔檸檬醋」喝起來跟果汁一樣👍另外很特別的是「珍珠美人飲」，珍珠粉去做的，沒辦法接受這個味道，就看個人了整體而言還不錯～可以帶小孩來的地方停留時間1～1.5小時
,12,4,,第12篇評論找不到，得用RAWDATA回溯
,13,1,,今天到此參觀 到了2樓想買點伴手禮且剛好經過保養品區 促銷員直接將青春露的試用品 擦在我的手上本來想說試用品用一用也無妨 想說再與家人討論一下促銷員就直接將產品放入購物籃裡  這樣的感覺非常的糟糕 這根本是強迫購買！希望貴公司能夠加強員工的訓練！別強迫顧客購買東西
,14,4,,第14篇評論找不到，得用RAWDATA回溯
,15,4,,第15篇評論找不到，得用RAWDATA回溯
,16,4,,［時間］2020/03/19 下午［人數］2人［景點］店家名稱：Hsu’s Legend Factory Tour 其實就是潭酵天地，因為工研醋的「許」家，而有了 Hsu. 園區為免費參觀，清楚地介紹許家與工研醋以及這個工廠之間的故事。透明玻璃可以看到產品製程；商品販賣區會有熱心的阿姨介紹果醋且提供試喝、以及自家品牌的美妝保養品可以試用，個人推薦可以洗洗看香皂，味道真的很香，洗完也滿舒服的［環境］園區內非常乾淨，一樓的環境佈置成有點動物園風格，且有溜滑梯可供兒童玩樂［服務］工作人員親切招呼［再訪意願］低
,17,5,,遊湖順便來逛逛醋的觀光工廠館內熟食選項多，空間寬敞。賣的醋口味很多而且都十分香甜好喝，果汁含量高所以不會很酸。喝起來最酸醇的是新出的珍珠膠原蛋白口味。喜歡喝醋的朋友來這血拼不失望，我只買了一瓶回家後有點後悔...
,18,5,,第18篇評論找不到，得用RAWDATA回溯
,19,4,,第19篇評論找不到，得用RAWDATA回溯
,20,4,,第20篇評論找不到，得用RAWDATA回溯
,21,5,,第21篇評論找不到，得用RAWDATA回溯
,22,4,,第22篇評論找不到，得用RAWDATA回溯
,23,3,,第23篇評論找不到，得用RAWDATA回溯
,24,4,,這裏是來宜蘭可以順便進來參觀，大約會停留一到二小時，因為是坐遊覽車，下了車解說員就會帶領大家往二樓，導覽的很詳細，有點像醋博物館。講解完後接著就有試喝攤位，一攤喝完就會被趕著往前走，再往令一攤，人多有問題要問時也是被攤位小姐說，往前走往前走，只能走馬看花了。還好小朋友們最喜歡的溜滑梯是玩不厭的，一趟一趟也不覺得累。大廳有白鷺鷥，長頸鹿設計給人有清新的感覺，也擺設了夾娃娃機，很多人都會試試運氣。喜歡喝醋的大朋友們，這裡的巴薩米克醋最好喝，環境整潔，是一個可以喝到各種不同醋的好選擇。
,25,4,,第25篇評論找不到，得用RAWDATA回溯
,26,5,,第26篇評論找不到，得用RAWDATA回溯
,27,4,,工廠不大只有兩層樓，但內部可是應有盡有，要說是個小型的醋博物館也不為過。導覽詳細，還能將整個工廠一覽無遺，逛完後有各種醋飲的試喝，也有販賣各種工廠製作與醋相關的產品。現場人員服務很熱忱，積極介紹各種產品，不過也就是推銷，讓人覺得有點壓力。除了醋的飲品還有幾項微波食品可以用餐，亦有販售咖啡飲料等，已經沒有看到先前評論的義大利麵。環境乾淨，還有哺集乳室，覺得很令人驚訝，可惜廁所只有二樓有，稍嫌不方便。這裡很適合帶小朋友來玩，可以和長頸鹿合照，還可以玩溜滑梯。停留時間不會超過一小時，搭公車來只有一班公車會到，建議開車來比較方便，外面還有免費停車場。
,28,4,,第28篇評論找不到，得用RAWDATA回溯
,29,3,,第29篇評論找不到，得用RAWDATA回溯
,30,2,,第30篇評論找不到，得用RAWDATA回溯
,31,4,,第31篇評論找不到，得用RAWDATA回溯
,32,4,,第32篇評論找不到，得用RAWDATA回溯
,33,4,,第33篇評論找不到，得用RAWDATA回溯
,34,4,,第34篇評論找不到，得用RAWDATA回溯
,35,1,,第35篇評論找不到，得用RAWDATA回溯
,36,3,,第36篇評論找不到，得用RAWDATA回溯
,37,4,,第37篇評論找不到，得用RAWDATA回溯
,38,3,,第38篇評論找不到，得用RAWDATA回溯
,39,4,,第39篇評論找不到，得用RAWDATA回溯
,40,4,,第40篇評論找不到，得用RAWDATA回溯
,41,4,,第41篇評論找不到，得用RAWDATA回溯
,42,3,,第42篇評論找不到，得用RAWDATA回溯
,43,4,,第43篇評論找不到，得用RAWDATA回溯
,44,5,,1.門口有停車場🅿️2.有兒童溜滑梯🆓3.有大電梯、育嬰室4.從2樓先參觀後🈶️產品試喝試飲（第一次覺得醋好喝就是他們的巴薩米克醋👍）
,45,5,,第45篇評論找不到，得用RAWDATA回溯
,46,4,,本身對於醋的相關產品並不是特別喜歡但不得不說這裡的規劃真的是很用心參觀場內的設備真是令人驚艷動線及擺設又令人簡單易懂很適合一家老小來參觀餐點不貴也還不錯吃
,47,1,,第47篇評論找不到，得用RAWDATA回溯
,48,4,,第48篇評論找不到，得用RAWDATA回溯
,49,3,,第49篇評論找不到，得用RAWDATA回溯
,50,4,,第50篇評論找不到，得用RAWDATA回溯
,51,4,,第51篇評論找不到，得用RAWDATA回溯
,52,5,,方便停車水果醋好喝 👍🏻小孩都愛的溜滑梯旅行短暫休息好地點值得再訪！
,53,4,,第53篇評論找不到，得用RAWDATA回溯
,54,5,,第54篇評論找不到，得用RAWDATA回溯
,55,4,,第55篇評論找不到，得用RAWDATA回溯
,56,5,,第56篇評論找不到，得用RAWDATA回溯
,57,5,,第57篇評論找不到，得用RAWDATA回溯
,58,1,,第58篇評論找不到，得用RAWDATA回溯
,59,5,,第59篇評論找不到，得用RAWDATA回溯
,60,4,,第60篇評論找不到，得用RAWDATA回溯
,61,4,,第61篇評論找不到，得用RAWDATA回溯
,62,5,,第62篇評論找不到，得用RAWDATA回溯
,63,4,,第63篇評論找不到，得用RAWDATA回溯
,64,2,,第64篇評論找不到，得用RAWDATA回溯
,65,4,,第65篇評論找不到，得用RAWDATA回溯
,66,4,,第66篇評論找不到，得用RAWDATA回溯
,67,5,,第67篇評論找不到，得用RAWDATA回溯
,68,4,,第68篇評論找不到，得用RAWDATA回溯
,69,5,,第69篇評論找不到，得用RAWDATA回溯
,70,4,,第70篇評論找不到，得用RAWDATA回溯
,71,3,,第71篇評論找不到，得用RAWDATA回溯
,72,5,,第72篇評論找不到，得用RAWDATA回溯
,73,4,,第73篇評論找不到，得用RAWDATA回溯
,74,5,,第74篇評論找不到，得用RAWDATA回溯
,75,3,,第75篇評論找不到，得用RAWDATA回溯
,76,3,,第76篇評論找不到，得用RAWDATA回溯
,77,4,,第77篇評論找不到，得用RAWDATA回溯
,78,5,,第78篇評論找不到，得用RAWDATA回溯
,79,4,,第79篇評論找不到，得用RAWDATA回溯
,80,4,,第80篇評論找不到，得用RAWDATA回溯
,81,3,,販賣部的冰又貴又不好吃...（芒果冰跟抹茶冰）觀光工廠可以看到內部員工製作過程 然後就有很多醋可以作試喝 基本上都滿好喝的 大家可以去試試看二樓還有一個溜滑梯可以滑到一樓 免費的哦 很多小朋友玩的不亦樂乎 適合帶小孩子來玩還有我個人滿喜歡裝潢的啦
,82,4,,第82篇評論找不到，得用RAWDATA回溯
,83,4,,第83篇評論找不到，得用RAWDATA回溯
,84,5,,第84篇評論找不到，得用RAWDATA回溯
,85,5,,第85篇評論找不到，得用RAWDATA回溯
,86,4,,第86篇評論找不到，得用RAWDATA回溯
,87,3,,第87篇評論找不到，得用RAWDATA回溯
,88,3,,第88篇評論找不到，得用RAWDATA回溯
,89,5,,第89篇評論找不到，得用RAWDATA回溯
,90,3,,第90篇評論找不到，得用RAWDATA回溯
,91,5,,第91篇評論找不到，得用RAWDATA回溯
,92,3,,第92篇評論找不到，得用RAWDATA回溯
,93,4,,第93篇評論找不到，得用RAWDATA回溯
,94,4,,第94篇評論找不到，得用RAWDATA回溯
,95,4,,第95篇評論找不到，得用RAWDATA回溯
,96,3,,第96篇評論找不到，得用RAWDATA回溯
,97,3,,有兩層樓的溜滑梯！2~12歲 50公斤以下的現場販賣許多商品還有工廠參觀人員解說詳細
,98,4,,第98篇評論找不到，得用RAWDATA回溯
,99,5,,第99篇評論找不到，得用RAWDATA回溯
,100,3,,第100篇評論找不到，得用RAWDATA回溯
,101,4,,第101篇評論找不到，得用RAWDATA回溯
,102,4,,第102篇評論找不到，得用RAWDATA回溯
,103,4,,第103篇評論找不到，得用RAWDATA回溯
,104,4,,第104篇評論找不到，得用RAWDATA回溯
,105,4,,第105篇評論找不到，得用RAWDATA回溯
,106,2,,第106篇評論找不到，得用RAWDATA回溯
,107,3,,第107篇評論找不到，得用RAWDATA回溯
,108,4,,第108篇評論找不到，得用RAWDATA回溯
,109,4,,第109篇評論找不到，得用RAWDATA回溯
,110,3,,溜滑梯很讚主要以酵素醋飲品保養品為主
,111,5,,第111篇評論找不到，得用RAWDATA回溯
,112,5,,第112篇評論找不到，得用RAWDATA回溯
,113,5,,第113篇評論找不到，得用RAWDATA回溯
,114,4,,第114篇評論找不到，得用RAWDATA回溯
,115,5,,第115篇評論找不到，得用RAWDATA回溯
,116,4,,第116篇評論找不到，得用RAWDATA回溯
,117,5,,第117篇評論找不到，得用RAWDATA回溯
,118,3,,第118篇評論找不到，得用RAWDATA回溯
,119,4,,第119篇評論找不到，得用RAWDATA回溯
,120,5,,第120篇評論找不到，得用RAWDATA回溯
,121,5,,第121篇評論找不到，得用RAWDATA回溯
,122,5,,第122篇評論找不到，得用RAWDATA回溯
,123,3,,第123篇評論找不到，得用RAWDATA回溯
,124,4,,第124篇評論找不到，得用RAWDATA回溯
,125,4,,第125篇評論找不到，得用RAWDATA回溯
,126,4,,第126篇評論找不到，得用RAWDATA回溯
,127,5,,第127篇評論找不到，得用RAWDATA回溯
,128,5,,第128篇評論找不到，得用RAWDATA回溯
,129,5,,第129篇評論找不到，得用RAWDATA回溯
,130,5,,第130篇評論找不到，得用RAWDATA回溯
,131,5,,第131篇評論找不到，得用RAWDATA回溯
,132,4,,第132篇評論找不到，得用RAWDATA回溯
,133,3,,第133篇評論找不到，得用RAWDATA回溯
,134,5,,第134篇評論找不到，得用RAWDATA回溯
,135,5,,第135篇評論找不到，得用RAWDATA回溯
,136,5,,第136篇評論找不到，得用RAWDATA回溯
,137,5,,第137篇評論找不到，得用RAWDATA回溯
,138,4,,第138篇評論找不到，得用RAWDATA回溯
,139,5,,第139篇評論找不到，得用RAWDATA回溯
,140,5,,第140篇評論找不到，得用RAWDATA回溯
,141,5,,第141篇評論找不到，得用RAWDATA回溯
,142,5,,第142篇評論找不到，得用RAWDATA回溯
,143,5,,第143篇評論找不到，得用RAWDATA回溯
,144,4,,免門票，免停車費，非常適合長途拔涉剛下交流道的中繼站，寬敞舒適的環境，小朋友有溜滑梯可以玩，還可以買咖啡上廁所稍作休息喔！約可停留30-45分鐘。環境：4.5分 室內寬敞舒適，又有溜滑梯。停車：4.5分 有戶外停車場。廁所：3分 不是很乾淨，沒有衛生紙。餐飲：3.8分 不是以經營餐廳為主，所以吃的選擇不多。
,145,4,,第145篇評論找不到，得用RAWDATA回溯
,146,5,,第146篇評論找不到，得用RAWDATA回溯
,147,5,,第147篇評論找不到，得用RAWDATA回溯
,148,5,,第148篇評論找不到，得用RAWDATA回溯
,149,5,,第149篇評論找不到，得用RAWDATA回溯
,150,5,,第150篇評論找不到，得用RAWDATA回溯
,151,5,,第151篇評論找不到，得用RAWDATA回溯
,152,3,,第152篇評論找不到，得用RAWDATA回溯
,153,5,,第153篇評論找不到，得用RAWDATA回溯
,154,5,,第154篇評論找不到，得用RAWDATA回溯
,155,5,,第155篇評論找不到，得用RAWDATA回溯
,156,5,,第156篇評論找不到，得用RAWDATA回溯
,157,5,,第157篇評論找不到，得用RAWDATA回溯
,158,5,,第158篇評論找不到，得用RAWDATA回溯
,159,5,,第159篇評論找不到，得用RAWDATA回溯
,160,5,,第160篇評論找不到，得用RAWDATA回溯
,161,3,,第161篇評論找不到，得用RAWDATA回溯
,162,5,,第162篇評論找不到，得用RAWDATA回溯
