_id,sid_comment,star,time,comment
,1,5,,第1篇評論找不到，得用RAWDATA回溯
,2,5,,第2篇評論找不到，得用RAWDATA回溯
,3,5,,第3篇評論找不到，得用RAWDATA回溯
,4,5,,第4篇評論找不到，得用RAWDATA回溯
,5,5,,第5篇評論找不到，得用RAWDATA回溯
,6,5,,第6篇評論找不到，得用RAWDATA回溯
,7,3,,第7篇評論找不到，得用RAWDATA回溯
,8,3,,20200614魚鴨飼料每包10元，園區除提供餐飲也有伴手禮及冰棒可購買。園區腹地蠻大的，適合帶孩子走走，環境也算乾淨缺點是地上會有鴨屎(因為鴨鵝是開放式放養)，走路需留意腳下。※不收門票費※附設停車場※有化妝室
,9,4,,第9篇評論找不到，得用RAWDATA回溯
,10,3,,第10篇評論找不到，得用RAWDATA回溯
,11,5,,第11篇評論找不到，得用RAWDATA回溯
,12,5,,第12篇評論找不到，得用RAWDATA回溯
,13,4,,第13篇評論找不到，得用RAWDATA回溯
,14,5,,會走路的小小孩也適合餵鴨子蠻好玩的，飼料很便宜一大包10元，還有鵝可以DIY鹹鴨蛋（每天營業時間整點，12點除外。150元/5顆）1.先導覽介紹3分鐘內2.到鴨寮撿5顆蛋，看準下手（撿起後不再放回去）3.裹紅土，完成4.帶回家放2禮拜再蒸熟鴨子很活躍，小朋友很開心只是建議帶個不要的小牙刷來，回去前可以把鞋底的鴨屎先用乾淨（環境是乾淨的，但畢竟鴨子放養，無法限制他在哪裡方便😂）附近有好吃的蛋糕甜點（吮指手作坊，非廣告，只是個人覺得棒棒的）
,15,5,,第15篇評論找不到，得用RAWDATA回溯
,16,5,,第16篇評論找不到，得用RAWDATA回溯
,17,4,,第17篇評論找不到，得用RAWDATA回溯
,18,4,,第18篇評論找不到，得用RAWDATA回溯
,19,5,,佛心！不用門票 ❤️要喂鴨子 只要10塊 超便宜‼️‼️‼️鴨子超可愛 多到一個誇張 超可愛😍因為要餵食 所以鴨子蜂擁而上🤤而且還有DIY體驗喔💋💋廁所超乾淨  停車🅿️也很方便喔‼休閒散心的好地方💕💕老闆娘態度又超好    值得推❤️❤️
,20,5,,第20篇評論找不到，得用RAWDATA回溯
,21,5,,第21篇評論找不到，得用RAWDATA回溯
,22,5,,1.好停車免入園費用。2.提供廁所裡頭有衛生紙，店內有販賣部。3.販賣部鴨茶葉蛋好吃，一顆15元。推薦！4.園內有鴨子的介紹，可以購買飼料一包10元鴨魚飼料！5.鴨子親人，好可愛！6.園內蠻大，店員親人有禮貌！
,23,4,,第23篇評論找不到，得用RAWDATA回溯
,24,5,,第24篇評論找不到，得用RAWDATA回溯
,25,4,,可先電話預約製作鹹鴨蛋項目現場報名怕鴨蛋數量不夠，現場可直接報名彩繪存錢筒也有賣一些伴手禮，推薦鴨蛋茶葉蛋，好吃！有工作人員導覽，介紹鴨寮歷史與鴨子種類，有鵝，鴨，火雞，鸚鵡導覽時間為11：00與14：00各一次鴨寮裡的鴨子很多，可購買飼料餵食飼料也算大包又便宜（$10）不過雖然鴨子沒有牙齒，啄到也不怎麼痛但是搶起飼料的狠勁還是有的（會整包抽走），帶小小孩的家長需要全程陪同餵食，不然應該會被嚇到XD或傻眼鴨子怎麼這麼餓整體來說很不錯
,26,5,,第26篇評論找不到，得用RAWDATA回溯
,27,5,,免門票，超佛心餵鴨飼料$10很大一包養鴨環境非常乾淨而且鴨群都很乾淨雖然很容易踩到鴨屎平日沒什麼人可以跟鴨拍照📷
,28,4,,第28篇評論找不到，得用RAWDATA回溯
,29,5,,第29篇評論找不到，得用RAWDATA回溯
,30,5,,第30篇評論找不到，得用RAWDATA回溯
,31,5,,第31篇評論找不到，得用RAWDATA回溯
,32,5,,第32篇評論找不到，得用RAWDATA回溯
,33,4,,第33篇評論找不到，得用RAWDATA回溯
,34,5,,第34篇評論找不到，得用RAWDATA回溯
,35,4,,第35篇評論找不到，得用RAWDATA回溯
,36,4,,第36篇評論找不到，得用RAWDATA回溯
,37,4,,是情侶、朋友、親子的活動好地方，裏面有雞有鴨有鵝等等的小動物，是休閑活動的地方。故事館還可以買飼料喂牠們，10塊錢而以非常便宜！重點是免門票🎫，是一個不錯的選擇！裏面蚊子  非常多，喜歡穿裙子、短褲的女生要改穿長褲喔！
,38,5,,第38篇評論找不到，得用RAWDATA回溯
,39,4,,第39篇評論找不到，得用RAWDATA回溯
,40,5,,第40篇評論找不到，得用RAWDATA回溯
,41,5,,免門票 還能體驗$10飼料很大包可以餵很多可愛鴨子戶外互動區 除了有鴨子還有鵝.雞.火雞園區內也有兔子及鸚鵡館內有鴨子的介紹及販賣相關產品假日還能預約DIY比薩$200而已2人份鴨賞pizza😋
,42,5,,第42篇評論找不到，得用RAWDATA回溯
,43,4,,第43篇評論找不到，得用RAWDATA回溯
,44,4,,第44篇評論找不到，得用RAWDATA回溯
,45,4,,第45篇評論找不到，得用RAWDATA回溯
,46,5,,第46篇評論找不到，得用RAWDATA回溯
,47,5,,第47篇評論找不到，得用RAWDATA回溯
,48,5,,第48篇評論找不到，得用RAWDATA回溯
,49,5,,第49篇評論找不到，得用RAWDATA回溯
,50,5,,第50篇評論找不到，得用RAWDATA回溯
,51,4,,第51篇評論找不到，得用RAWDATA回溯
,52,4,,第52篇評論找不到，得用RAWDATA回溯
,53,4,,第53篇評論找不到，得用RAWDATA回溯
,54,5,,第54篇評論找不到，得用RAWDATA回溯
,55,5,,第55篇評論找不到，得用RAWDATA回溯
,56,5,,第56篇評論找不到，得用RAWDATA回溯
,57,5,,第57篇評論找不到，得用RAWDATA回溯
,58,4,,完全沒留意評論就來參觀 整體還算很特別的體驗外面有幾個停車位外觀建築看起來不太起眼走進去之後不用付門票直接開了圍欄進到園區因爲是開放式的環境裡面的雞跟鵝跟鴨還有鴿子 都是一起生活所以地面上蠻多的動物排洩物所以有ㄧ些的味道（如果不喜歡的人可能要斟酌一下）撇除掉這一點我們沒買飼料 但也是很開心的它們自然互動我個人覺得是很不錯的體驗下次有來宜蘭還想來看看
,59,3,,第59篇評論找不到，得用RAWDATA回溯
,60,3,,第60篇評論找不到，得用RAWDATA回溯
,61,5,,第61篇評論找不到，得用RAWDATA回溯
,62,4,,第62篇評論找不到，得用RAWDATA回溯
,63,4,,第63篇評論找不到，得用RAWDATA回溯
,64,5,,第64篇評論找不到，得用RAWDATA回溯
,65,5,,第65篇評論找不到，得用RAWDATA回溯
,66,3,,第66篇評論找不到，得用RAWDATA回溯
,67,4,,第67篇評論找不到，得用RAWDATA回溯
,68,5,,第68篇評論找不到，得用RAWDATA回溯
,69,5,,第69篇評論找不到，得用RAWDATA回溯
,70,5,,第70篇評論找不到，得用RAWDATA回溯
,71,3,,第71篇評論找不到，得用RAWDATA回溯
,72,5,,第72篇評論找不到，得用RAWDATA回溯
