_id,sid_comment,star,time,comment
,1,4,,玉兔鉛筆至今已經有60年的歷史了，在我小時候時非常時髦的商品，慢慢的大環境變遷，許多工廠都外移了，但玉兔還是堅持深根台灣，因此轉型為觀光工廠。預約了10-12點的導覽+DIY，所以我們選擇了全程票，首先進行的是團康遊戲，有兩種，一為用鉛筆吊鉛筆，大人需要獲得六隻，小孩三隻，完成後的可以領一枝鉛筆當禮物喔!!二是用製作鉛筆的木板進行疊疊樂，也很輕鬆的就完成了，兩樣遊戲，都很適合小朋友，對大人而言雖然有一些簡單但也不失趣味，尤其是一群好朋友來的時候。然後帶領我們到實際的工廠參觀，目前為止有些機器都還有在營運喔!!(工廠裡面是不可以拍照的喔!!)	接著到了DIY教室，進行簡單版的鉛筆製作，可以自己在鉛筆上作畫，其實不簡單啊!因為鉛筆又細空間又小，如何發揮真的是要有創意，結束的時候會有一隻畢業證書筆-校長獎，太可愛了。最後我們到了一間教室觀賞影片，連桌椅都是50-60年代的小木頭桌椅，太可愛、太懷念了，影片中有豐富的鉛筆製作知識，看完後也有老師做小小的考試問答喔!!答對的都可以獲得一枝鉛筆，真是名符其實的鉛筆工廠啊！！
,2,5,,第2篇評論找不到，得用RAWDATA回溯
,3,4,,第3篇評論找不到，得用RAWDATA回溯
,4,4,,第4篇評論找不到，得用RAWDATA回溯
,5,3,,第5篇評論找不到，得用RAWDATA回溯
,6,5,,第6篇評論找不到，得用RAWDATA回溯
,7,4,,適合小朋友的一個地方了解鉛筆的由來 製造還可以自己體驗 體驗門票150可以折抵50停車方便整體來說 還算可以 消磨一下時間
,8,5,,第8篇評論找不到，得用RAWDATA回溯
,9,3,,玉兔鉛筆學校-DIY手作遊戲體驗.鉛筆博物館
,10,5,,第10篇評論找不到，得用RAWDATA回溯
,11,5,,第11篇評論找不到，得用RAWDATA回溯
,12,5,,第12篇評論找不到，得用RAWDATA回溯
,13,5,,第13篇評論找不到，得用RAWDATA回溯
,14,4,,第14篇評論找不到，得用RAWDATA回溯
,15,5,,第15篇評論找不到，得用RAWDATA回溯
,16,3,,第16篇評論找不到，得用RAWDATA回溯
,17,5,,第17篇評論找不到，得用RAWDATA回溯
,18,5,,第18篇評論找不到，得用RAWDATA回溯
,19,5,,第19篇評論找不到，得用RAWDATA回溯
,20,4,,第20篇評論找不到，得用RAWDATA回溯
,21,3,,第21篇評論找不到，得用RAWDATA回溯
,22,2,,第22篇評論找不到，得用RAWDATA回溯
,23,4,,第23篇評論找不到，得用RAWDATA回溯
,24,5,,第24篇評論找不到，得用RAWDATA回溯
,25,4,,第25篇評論找不到，得用RAWDATA回溯
,26,5,,第26篇評論找不到，得用RAWDATA回溯
,27,2,,第27篇評論找不到，得用RAWDATA回溯
,28,4,,第28篇評論找不到，得用RAWDATA回溯
,29,3,,第29篇評論找不到，得用RAWDATA回溯
,30,5,,第30篇評論找不到，得用RAWDATA回溯
,31,3,,第31篇評論找不到，得用RAWDATA回溯
,32,3,,第32篇評論找不到，得用RAWDATA回溯
,33,5,,第33篇評論找不到，得用RAWDATA回溯
,34,5,,第34篇評論找不到，得用RAWDATA回溯
,35,4,,老字號轉型作觀光工廠可以預約鉛筆DIY他們的吉祥物兔兔超Cute商品化應該有搞頭
,36,5,,5/28宜蘭第三站1.一開始會帶我們去教室看鉛筆影片2.在去體驗互動，玉兔董事長有來打招呼，很親切，是家60年的公司3.diy鉛筆，很有趣4.學到了鉛筆不是鉛，是石墨和黏土<要用1130度來燒>印色要烤80度鉛筆有分塗頭鉛筆，皮頭鉛筆玉兔原子筆是這家公司開的
,37,3,,第37篇評論找不到，得用RAWDATA回溯
,38,5,,第38篇評論找不到，得用RAWDATA回溯
,39,3,,第39篇評論找不到，得用RAWDATA回溯
,40,4,,第40篇評論找不到，得用RAWDATA回溯
,41,5,,第41篇評論找不到，得用RAWDATA回溯
,42,5,,第42篇評論找不到，得用RAWDATA回溯
,43,2,,花快兩百塊很令人失望，觀光工廠連最基本的參觀工廠生產線也沒有，只有看影片，diy原本以為有可以像影片一樣自己做鉛筆，結果只是在白色的鉛筆上畫圖封膜這樣而已，導覽和遊戲的過程也很草率就結束。可能是前一天去蠟筆城堡所以比較起來差異太大覺得對這裡很失望吧。--5/30更我報名的就是200元的行程，還有事先打電話預約，當天也是準時抵達。（3/22下午第一場）
,44,3,,第44篇評論找不到，得用RAWDATA回溯
,45,1,,第45篇評論找不到，得用RAWDATA回溯
,46,1,,第46篇評論找不到，得用RAWDATA回溯
,47,4,,門票150不分大人小孩，但報到處不太好找，原來是在禮品商店的結帳櫃台處。有一個diy體驗+導覽+遊戲，中間還有有獎徵答。整場走完大概在這邊待了兩小時，可以來體驗看看，記得要先網路或電話預約，不然預約不到沒辦法進去體驗的。外邊有幾處可以讓人拍照的點。來這裡可以了解小時候的回憶鉛筆的故事，也挺不賴，150的價錢還算可以，可惜門票不能折抵買商品，有的話會讓人想買點紀念品回去。參觀工廠內部不得拍攝，能了解鉛筆的故事是不錯的體驗，但玩樂性質來說會個人比較喜歡另一個x筆城堡(之前已去過)，
,48,4,,第48篇評論找不到，得用RAWDATA回溯
,49,5,,第49篇評論找不到，得用RAWDATA回溯
,50,1,,第50篇評論找不到，得用RAWDATA回溯
,51,3,,第51篇評論找不到，得用RAWDATA回溯
,52,3,,第52篇評論找不到，得用RAWDATA回溯
,53,2,,第53篇評論找不到，得用RAWDATA回溯
,54,5,,第54篇評論找不到，得用RAWDATA回溯
,55,4,,第55篇評論找不到，得用RAWDATA回溯
,56,4,,第56篇評論找不到，得用RAWDATA回溯
,57,3,,150的DIY工廠，算是現今非常佛心來著的文創產業了！介紹人員也非常認真用心，並不會因為產業弱勢而信心不足~園區稍老舊，倒也讓人也時空歲道感覺~！看見鉛筆由來，讓人驚訝。原來從小到大寫字的鉛筆要經過多道程序~切割，挑木，泡水，風吹乾燥，切片刨孔，黏合灌鉛心，風乾再次切割，刨形 ，多次上漆，套貼保護頭膠，造型橡皮擦頭，包裝完畢。😀😁😃😄😆😉😊🤗☺🙂🤔🙄😶😉豐富多彩的專業導覽，中間適當穿插遊戲，育教娛樂~還有精彩問答得獎品的活動！😀😀😀也有文創商品販售，咖啡飲料等……確實是一個大人小孩都值得一看的好地方。
,58,1,,第58篇評論找不到，得用RAWDATA回溯
,59,5,,第59篇評論找不到，得用RAWDATA回溯
,60,3,,門票150元，抵用卷要購買150元商品才能抵用50元。當天我們到的時候已經3：30左右了…櫃臺人員雖說有服務說明前面有3項活動可能無法參與…但給人態度不佳…而後要帶我們進去，很多程序也來來回回，覺得………手腳不俐落…但還好，與我們講解的實習生(一位中性的大二女生)很熱情又很貼心，讓我們一下就有參與感，過程「參觀工廠+製作鉛筆DIY」，在DIY時還問我們說有時間要不要看工廠歷史影片，我們當然說好阿！(的確我們看到了5點，他們要下班了)我還是去了購物商品區，櫃臺換了另一個小姐…真的讓我傻眼，我知道他想早下班，…我問他三合一的削鉛筆機，只會在櫃臺指揮(當時沒人了)…後來也是實習生來服務的，我們也懂人性的…買完儘快離開了！既然是服務業，是否也需要拿出服務精神阿~~~虧我對宜蘭印象這麼好…
,61,5,,手作DIY課程很好玩～導覽員也都很親切可惜去的時候人數太少少了幾個導覽活動跟導覽員互動的獎品也給的很大方去一趟可以很久不用買鉛筆哈哈哈
,62,5,,第62篇評論找不到，得用RAWDATA回溯
,63,1,,第63篇評論找不到，得用RAWDATA回溯
,64,3,,第64篇評論找不到，得用RAWDATA回溯
,65,4,,第65篇評論找不到，得用RAWDATA回溯
,66,4,,第66篇評論找不到，得用RAWDATA回溯
,67,4,,我們是有預約，因為要加導覽與DIY，等於一人要150元，我們的解說員是小帥哥，很細心講解，只是我們這梯次，小朋友多，很不受控制，廠房因為老舊，所以比較熱，但也有跟我們說明，為什不能裝冷氣的原因，真是辛苦正在工作的員工了……
,68,5,,第68篇評論找不到，得用RAWDATA回溯
,69,4,,因為網路上照片都非常好拍但實際到現場只有場地一些景觀很好拍若沒有參加玉兔的導覽就會變得只有商店好逛但看看鉛筆的製作還是有很懷舊的情感
,70,4,,去的那天剛好是一個迷你團(只有四個人)，看影片、玩遊戲、做鉛筆，感覺好像少了點什麼~原本以為可以自己做鉛筆，應該真的是難度太高了XD 只有彩繪鉛筆，但彩繪鉛筆的筆水太多，以為已經乾了把套子套上，結果畫好久的圖整個毀了O_Q 覺得好桑心~感覺筆可以換一下，或是工作人員可以提醒一下~而且加熱上膜後，筆跡會整個暈開，很認真要去彩繪筆的人可以注意一下~然後教室裡面蚊子不少，可以噴個防蚊液~很適合帶小朋友去，可以玩小遊戲又能認識鉛筆的來源，很棒!!而且有賣赤青鉛筆喔!好驚喜~兩支才35元好便宜~顏色畫起來也還不錯!! 推推
,71,4,,第71篇評論找不到，得用RAWDATA回溯
,72,4,,第72篇評論找不到，得用RAWDATA回溯
,73,4,,第73篇評論找不到，得用RAWDATA回溯
,74,4,,幫我們導覽的小姐看起來很年輕(留妹妹頭劉海)，但口條很好且很熟悉導覽內容，很穩，值得鼓勵。另外發現玉兔鉛筆學校真的會來看google的評價，應該是有用心經營的企圖，因此提供一些個人淺見，請酌參，希望幾年後再臨會更讓人驚艷。一、導覽介紹鉛筆引進台灣後的歷史，以及玉兔鉛筆的歷史，接著以影片方式說明鉛筆製作過程。→雖然理解有行銷的目的，但對於有心想求知的人而言，會期待再多介紹一些鉛筆本身的歷史(而不是偏重玉兔鉛筆史，或無關主題的介紹，例如介紹某張照片的拍攝方式及拍攝花了多少錢，感覺像是內容不足拿來充數用的資訊)二、體驗遊戲算是小朋友比較有參與感及興趣的一環，但當導覽內容的知識含量不高(知識含量最高的是影片)，且diy活動讓人頗感失望的情況下，150元的票價是很難讓人感到滿意的。活動多不見得好，精緻化、特色化才能口碑相傳。三、diy活動本以為是製作鉛筆，不過其實只體驗到在鉛筆筆桿上作畫，卻沒有真正參與到鉛筆製作過程。除去保護膜這一個環節，感覺去文具店買個素鉛筆回家畫上它的外衣也行啊，這活動沒能做出特色很可惜(我寧可用較高的票價實際參與鉛筆製作過程中，任何一個外面體驗不到的環節)。四、體驗價150不上不下的價位，對應的是不上不下的內容，於是產生了不上不下的評價。有辦法做的精緻有趣，自然有膽量提高價格。
,75,4,,第75篇評論找不到，得用RAWDATA回溯
,76,1,,第76篇評論找不到，得用RAWDATA回溯
,77,5,,第77篇評論找不到，得用RAWDATA回溯
,78,3,,第78篇評論找不到，得用RAWDATA回溯
