_id,sid_comment,star,time,comment
,1,pos,1 週前,有兩位博士級老闆所創立的鴨肉生產製造工廠 為了區別於當時的養鴨人家突顯自己的特色和與眾不同 可說是 當之無愧 。觀光工廠的設計與流程，基本上缺乏創意跟活潑，比較屬於 一般條列式的陳列比較不能夠主動吸引來賓對整個工廠生產以及產品的吸引。 店家努力生產轉型建立標準的cis系統在當時也是難能可貴的，不過也因此而獲得相當好的成效。新開發的產品也相當多，除了著名鴨賞之外 還有鴨肉乾鴨肉水餃蘿蔔糕小魚乾。親子遊或學校戶外教學之旅可以事先預約有手工DIY如鹹蛋  彩繪鴨寶貝  御飯團， 然後也有餐廳可以預訂餐點。
,2,neg,1 週前,進入了60年代觀光工廠，真替那些員工煩惱生存。入門繳100元門票，然後導覽人員，對著發黃老照片介紹…鴨子…唱…鴨歌…再然後到2樓去…就會聞到一股特殊味道的加工廠（要認耐），再再然後會經過一個旁邊下面生鏽上面發霉的冷凍大冰箱，…再再再去3樓看地上擺幾隻陶瓷做的鴨…鴨子，然然…後看一些老鴨媽級加工設備，終於最後要回一樓，要大家買一些加工鴨…鴨肉食品（100元門票可全抵消費）
,3,3,4 天前,普通的小觀光工廠，可以等導覽到二樓看製作過程，現場也可以買博士鴨的產品，不過博士鴨的鴨賞有點肥囧
,4,pos,1 個月前,"這是一個獲得ISO認證的工廠, 需要收門票，但是可以抵用內部的消費。 有專人導覽介紹鴨子的相關資訊，更可以看到鴨賞的製作過程。"
,5,pos,2 週前,服務人員很親切，當場帶我們去導覽並且詳細介紹博士鴨的由來還讓我們試吃，剛好有人 點了蒜味鴨肉，我們也跟著點了6串，在等待時，小姐們也跟我們介紹了一些新口味的鴨賞，香氣十足，鴨肉也很嫩。 小姐也很熱心還跟我們分享夜市有哪些好吃的。
,6,neg,2 週前,先收高價門票，雖可抵消費，但參觀内容没價值，有變象强迫消費的嫌疑，！
,7,3,1 個月前,原來製作鹹鴨蛋比想像中的簡單，在這邊就可以體驗的到；不過館內是製作鴨子產品，味道不是很喜歡
,8,neg,3 週前,沒有推廣，沒有人潮（應該是疫情的關係吧）而且都要收費
,9,pos,1 個月前,是宜蘭新的觀光工廠，了解從鴨蛋出生的小鴨到制作成鴨賞的過程，也可用享用鴨餐美食，也可來個鹽鴨蛋制作DlY，了解鹽鴨蛋是怎樣制作的過程:
,10,pos,5 個月前,很有趣的觀光工廠好看好吃又可以增加鴨仔知識的學習環境
,11,neg,1 年前,入館團體參觀導覽費用299，導覽很爛一直置入行銷，DIY做飯糰，只有白飯加黑芝麻沒有調味，加一片五十元硬幣大小的鴨賞包起來再貼一小片海苔，然後一人兩顆，就這樣～？超傻眼…🙄🙄🙄
,12,pos,1 個月前,對養鴨工廠（決不輸給蘇州）的蘭陽，她更用心研發種種與鴨相關的產業，並不段的推進中。
