_id,sid_comment,star,time,comment
,1,1,,第1篇評論找不到，得用RAWDATA回溯
,2,5,,好玩！但假日人多，平日可能會好一些。如果對忍者有興趣，或喜歡拍照的，可以玩玩看。現場會發現年輕人玩的比小朋友都HIGH。沒有限制停留時間，這點還不錯，但秩序就要看公德心了，大家排隊輪流，服務人員算多，但又要教導忍術，又要維持秩序，如果剛好一群人玩的太興奮，再多服務人員也不夠。一旁的忍者餐廳座位不多，價格可以，炸物還不錯吃，有特色。不過因為假日人太多，時間等稍久。出場時會送一個手裏劍飛鏢，服務人員告知因台灣有槍砲彈藥管制法，因此只能送軟質的，但為了讓這手裏劍飛鏢能射穿保麗龍或紙板等物體，因此特地開模生產，並調高了飛鏢的硬度，兼顧了實用性與安全性，算是用心。小朋友玩完忍者村再到旁邊的龍潭湖，拿著飛鏢，每個人都變身忍者了，跑來跑去。宜蘭地區不少景點很新奇有趣，帶給小朋友無窮無盡的想像空間。我的建議會是，平日來玩CP值會比較高，因為沒有限制時間，每個項目都可以玩的很盡興。非常有特色也很有創意的宜蘭景點。
,3,1,,第3篇評論找不到，得用RAWDATA回溯
,4,5,,很適合帶小朋友來參觀..各種小遊戲可以闖關..也有廣大的停車場可以停車..不用擔心沒有車位...現場還有親切服務人員帶位闖關..離場後也可以換精美禮物..
,5,5,,第5篇評論找不到，得用RAWDATA回溯
,6,3,,第6篇評論找不到，得用RAWDATA回溯
,7,1,,只適合有帶小朋友來玩的地方但又限制未滿18歲的小孩要成人陪同...一次入場人數多達約20人（含小孩）但一開頭的3個房間空間超小，很幼稚園公園設備的物品...直到第4個房間後   才開始勉強算是有忍者用品的器材在使用，但每個器材並沒有規劃好遊戲時間或次數，場內工作人員明顯不足！如果遇到一整隊都是大家庭在玩，完全就沒有排隊玩的這件事....會等超久。最後出口的地方  很擁擠空間規劃不夠   又硬塞的商品區和拍照區，玩到後面真的會像遇過公園小朋友的大混戰搶遊戲器材的畫面，而且是大小年齡層的都混合一起，沒有工作人員居中引導分流，看誰暴力或是大隻就搶者晚到爽.....出場離開給每個人一個軟飛鏢 當記念品以一個宜蘭地區   同類似適合帶小孩子玩的點相比，去過邱X準 射擊館後，就會覺得這真的很差，只有大熱天排隊等至少40分鐘的回憶....（連假4天，人潮算多）
,8,4,,第8篇評論找不到，得用RAWDATA回溯
,9,3,,第9篇評論找不到，得用RAWDATA回溯
,10,5,,綜藝三國智，飢餓遊戲，愛玩客等知名電視節目都來取景！「知識＋遊戲＋拍照」的綜合型景點，台灣唯一的忍者主題修練館，超級有特色又好玩！但是請特別注意，工作人員都是清一色高顏質的女忍者，因此面對工作人員有3不原則：不能搞笑，不能搭訕，不能要電話。否則全團人員會遭到忍者奇襲圍攻。想要突破重圍，必須修煉好每項忍術，拿到上忍證書，才是順利畢業！如果沒有運動細胞，反應遲緩，對忍者沒性趣，懶的動手，千萬別來！因為你會覺得無聊，畢竟這是嚴肅的忍者修練場所，畢竟人要有自知之明。如果沒自知而前來修練，必將體無完膚，就像五音不全卻跑去歌唱比賽，體重破百卻跑去參加選美，出門沒照鏡子就跑去告白。有自信是好事，但自負卻會壞了事。不是你不適合景點，而是景點不適合你。行程安排：先去龍潭湖游泳，再去潭笑天地笑兩聲，再到宜蘭忍者村修練，再去忍者餐廳解飢，接著去渭水之丘拍地心引力傾斜的照片，再爽爽鳥瞰整個宜蘭，最後去礁溪泡湯吃甕窯雞，這就是人生。今天非常努力只拿到中忍，我盡力了，我不怪誰。謝謝妳，宜蘭忍者村。如果覺得留言太糟糕，還請別忘幫忙按個讚。
,11,1,,第11篇評論找不到，得用RAWDATA回溯
,12,1,,小朋友根本沒辦法玩，人一多時前排全站滿大朋友，售票員說小小朋友也可以玩，結果站在那一群人瘋狂射手裡劍，小朋友站在那就只是危險而已！一個人200多真的很沒價值！超級不推！！（園區超小，完全沒規劃！）不要來浪費錢，去其他地方玩吧！
,13,3,,第13篇評論找不到，得用RAWDATA回溯
,14,4,,第14篇評論找不到，得用RAWDATA回溯
,15,1,,第15篇評論找不到，得用RAWDATA回溯
,16,2,,第16篇評論找不到，得用RAWDATA回溯
,17,5,,關主會先講解一下忍者是什麼，忍者有點像是日本戰國時代的007情報員，必須要敵軍那裡偷取情報，所以必須熟悉各種隨身武器，遇到攻擊或危險時也能全身而退，也就是說忍者其實是比日本武士還要厲害的角色啊!!挑戰完忍術 10 大關卡別忘了算一下分數唷，忍者檢定級別分為三級：上忍、中忍、下忍。每一個檢定級別都會得到一張「級別認證卡」。來看看自己是哪個級別喔。體驗完忍者術關卡後，一旁還有餐廳可以去享用忍者餐，有得玩有得吃，小孩有多愛呀！！！關主會先講解一下忍者是什麼，忍者有點像是日本戰國時代的007情報員，必須要敵軍那裡偷取情報，所以必須熟悉各種隨身武器，遇到攻擊或危險時也能全身而退，也就是說忍者其實是比日本武士還要厲害的角色啊!!挑戰完忍術 10 大關卡別忘了算一下分數唷，忍者檢定級別分為三級：上忍、中忍、下忍。每一個檢定級別都會得到一張「級別認證卡」。來看看自己是哪個級別喔。體驗完忍者術關卡後，一旁還有餐廳可以去享用忍者餐，有得玩有得吃，小孩有多愛呀！！！
,18,5,,第18篇評論找不到，得用RAWDATA回溯
,19,5,,非常受小孩歡迎的宜蘭忍者村來囉!!好多好玩的忍者訓練課程，結訓合格就有機會成為火影忍者  !!!! 哈哈!! 日本的忍者是大小朋友都非常喜歡的人物，想要一探忍術的奧秘，學習忍者必備的技能，來這裏就對了!! 保證全家大小都可以玩的很開心館內也有忍者周邊商品，滿多部分由日本帶回，滿有意思的!!小小忍者迷可別買太多啊，留一些給別人買啊！一旁附設忍者餐廳，這裏提供拉麵、炸物、點心、漢堡、甜點等~~大小朋友訓練完後一定會肚子餓吧，來這裏大吃一頓補充體力吧
,20,4,,宜蘭忍者村備有廣大的停車場，不用擔心不方便停車果然是最近很夯的景點，有控館入場人數，內部空間不會太擁擠，也不用擔心要排隊體驗闖關遊戲，訓練手眼協調的走壁術，這可以忍者必備的功夫，這樣才能飛簷走壁，來去自如 對小朋友來說各種體驗都很新奇有趣，但大人可能就要保持童心才能體會~我是比較幼稚的媽媽，覺得還滿有趣的!!
,21,1,,第21篇評論找不到，得用RAWDATA回溯
,22,5,,宜蘭忍者村領先日本，讓你到宜蘭就能比去日本更深度地體驗忍者。忍者陀陀螺師父設計了體驗忍者「武器」與「技能」為主的場館，並以科學的「旋轉原理」貫穿全館設施。讓大家不只動手玩得帥，還玩得聰明。包括非常以賴旋轉的「手裏劍」、「鎖鐮」、「迴旋斬」與「迴旋踢」，以及違反常理，需要控制它不旋轉才能練就的「苦無」，歡迎大家來挑戰，修煉你的忍術。不管大人小孩都超不服輸的啦！原本覺得就那樣，結果越玩越起勁，不服輸的勁頭都牙起來惹。忍者都吃些什麼？螺旋丸、元氣彈、五色忍者堡、手裏劍飯糰還沉浸在忍者氛圍的我們，來一頓忍者餐練等級剛剛好。
,23,5,,第23篇評論找不到，得用RAWDATA回溯
,24,5,,第24篇評論找不到，得用RAWDATA回溯
,25,5,,第25篇評論找不到，得用RAWDATA回溯
,26,3,,第26篇評論找不到，得用RAWDATA回溯
,27,5,,比之前去日本的好玩太多!!有專業度，也有挑戰性，很好拍照!!!認真修練，很有成就感!!日本的忍者是大小朋友都非常喜歡的人物，這裡的工作人員都穿火影忍者的道袍，真的很有趣，想要一探忍術的奧秘，學習忍者必備的技能，蠻有意思的忍者體驗!!目前台北這類體驗展都要三百元左右，台北停車不好停又貴，相比之下，宜蘭這邊很多有趣的展覽體驗價格都很親民，加上場地寬廣，停車很方便。就像三合院一樣，小廣場還可以讓小朋友活動活動一下!!而且這一帶腹地廣大，有讓人放鬆的感覺，適合全家出來玩玩走走。場內沒有限制時間，一群人玩到不想回家。認真修練!!要認真修練啦!!!
,28,1,,第28篇評論找不到，得用RAWDATA回溯
,29,5,,看過忍者哈特利或是火影忍者 應該都會對忍者的一些 忍術跟武器很好奇吧!!!這次忍者到了宜蘭開道場從一開始的初學在門口先學了幾招結印進去就要做傳說中的走壁術與迷蹤步迷蹤步真是苦了我啊~~~~忍者好厲害後面還要自己熟練 手裏劍、鎖鐮、迴旋斬、苦無後來到旁邊的 和樂忍者主題餐廳 好吃😋
,30,5,,第30篇評論找不到，得用RAWDATA回溯
,31,5,,宜蘭礁溪室內景點推薦如果你對火影忍者有興趣的話別錯過這個景點可以使用忍者手裏劍、鎖鐮、迴旋斬等兵器進行闖關邀三五好友一起同樂，更多趣味性結束後，可以獲得手裏劍小禮品一旁的餐廳還有忍者餐可以補充熱量喔
