_id,sid_comment,star,time,comment
,1,5,,第1篇評論找不到，得用RAWDATA回溯
,2,5,,誤打誤撞來到這個景點，館內有專業的人員帶領解說，從足部骨骼到肌腱，甚至常見足部疾患都一一介紹，我們還做了足部的壓力檢測，平常容易忽略足部健康，在這個館內重新認識步態與足弓的重要性。小孩平時走路有一點墊腳，但去看了好幾家復建科都跟我說沒事，直到今天來館內做檢測，我才知道原來我家小孩有一點扁平足，需要穿矯正鞋。終於找出小孩步態不穩的原因，感謝今天能來到這裡，也謝謝館內人員的專業講解，讓我們更了解自己的足部健康。今天立刻購入2雙矯正鞋與鞋墊，雖然一時間還穿不習慣，但期待能改善孩子的扁平足問題，讓她能開心走路❤
,3,3,,第3篇評論找不到，得用RAWDATA回溯
,4,4,,一個關心你足下問題的觀光工廠，老闆是復建科的專門復健師。有經過榮總認證過的腳板掃描檢驗機，幫您重要的雙腳解決舉凡走路、因腳的問題所產生要、背、頸、肩酸痛的問題。因為個人職業需要走動，但因為長時間對自己足部健康認知不全，透過一雙看似簡單確有極深度足部健康的鞋墊，矯正走路姿勢並平均承受身體重量，讓自己更健康，走路更暢快。檢測機結果可以解決足下問題；如果是因為足下問題可以透過鞋墊的矯正走路及酸痛問題，這一雙鞋墊價高又何妨，可以用很久確保足部健康，其實是很好很對的事。最近館內女性運動鞋特價（千元有找的價格）、男性的皮鞋（雖無花俏造型，L牌的休閒鞋都要四千多）現特價1500元有找，其實是划算的。健康無價，找一雙關心自己足部健康的鞋墊、鞋子，千萬別輕忽了。
,5,5,,第5篇評論找不到，得用RAWDATA回溯
,6,4,,第6篇評論找不到，得用RAWDATA回溯
,7,5,,第7篇評論找不到，得用RAWDATA回溯
,8,5,,第8篇評論找不到，得用RAWDATA回溯
,9,5,,第9篇評論找不到，得用RAWDATA回溯
,10,5,,第10篇評論找不到，得用RAWDATA回溯
,11,4,,第11篇評論找不到，得用RAWDATA回溯
,12,5,,第12篇評論找不到，得用RAWDATA回溯
,13,5,,第13篇評論找不到，得用RAWDATA回溯
,14,5,,第14篇評論找不到，得用RAWDATA回溯
,15,5,,第15篇評論找不到，得用RAWDATA回溯
,16,5,,第16篇評論找不到，得用RAWDATA回溯
,17,5,,第17篇評論找不到，得用RAWDATA回溯
,18,5,,第18篇評論找不到，得用RAWDATA回溯
,19,5,,第19篇評論找不到，得用RAWDATA回溯
,20,5,,第20篇評論找不到，得用RAWDATA回溯
,21,5,,第21篇評論找不到，得用RAWDATA回溯
,22,4,,第22篇評論找不到，得用RAWDATA回溯
,23,5,,第23篇評論找不到，得用RAWDATA回溯
,24,5,,第24篇評論找不到，得用RAWDATA回溯
,25,5,,第25篇評論找不到，得用RAWDATA回溯
,26,5,,第26篇評論找不到，得用RAWDATA回溯
,27,5,,第27篇評論找不到，得用RAWDATA回溯
,28,5,,第28篇評論找不到，得用RAWDATA回溯
,29,5,,第29篇評論找不到，得用RAWDATA回溯
,30,5,,第30篇評論找不到，得用RAWDATA回溯
,31,5,,第31篇評論找不到，得用RAWDATA回溯
,32,5,,第32篇評論找不到，得用RAWDATA回溯
,33,3,,第33篇評論找不到，得用RAWDATA回溯
,34,5,,第34篇評論找不到，得用RAWDATA回溯
,35,5,,第35篇評論找不到，得用RAWDATA回溯
,36,5,,第36篇評論找不到，得用RAWDATA回溯
