_id,sid_comment,star,time,comment
,1,4,,環境很整潔，冷氣也夠涼空間很大，裝潢也很用心停車不會不方便，雖然停車場很小，但路邊也可以停門票一張50元沒辦法合併使用兌換一件商品個人覺得是小缺點服務人員態度很好Diy材料使用方法也講的很仔細很喜歡他們送的信封會按照你指定月份幫你寄出時光信件的概念，郵票他們會幫我們處理不用擔心😍裡面有冰及飲品不過口味很養生就是了😅小朋友玩得很開心所以還會再去😍
,2,5,,第2篇評論找不到，得用RAWDATA回溯
,3,1,,第3篇評論找不到，得用RAWDATA回溯
,4,1,,第4篇評論找不到，得用RAWDATA回溯
,5,1,,第5篇評論找不到，得用RAWDATA回溯
,6,5,,第6篇評論找不到，得用RAWDATA回溯
,7,1,,意外小插曲⋯⋯這裡的停車場有一處畫了停車格結果卻非常不適合停車！我們的後擋風玻璃因為停車時被一個很尷尬角度（斜的...造成視線死角）的鋼樑擦撞到破裂了！（如果不是這個意外我應該會給四顆🌟）我們與印畫學院反應這個情形......他們僅幫我們找到了更換玻璃的廠商.....就沒有後續了！等到我們離開時看到他們放了紅龍柱在那個出事的停車格！雖然感覺他們在處理這件事情的方式與條件令我不滿意！但是也多虧他們提供了修車廠資訊，才能讓我們維修好車繼續旅遊！雖然那個修車廠報了一個「天價11000元」......換一片後擋風玻璃！（但是時間緊迫我們被迫無奈也只能接受了）再加上體驗課與門票1000元！這次總共花了12000元！😭😱真的是超級昂貴的經驗！「這裡到底是玩什麼呢！？」算人頭一個人50元！50元可以折抵低消！手作材料一次折抵一張（最便宜300-折抵後250元）如果兩個小孩都要做東西最低消費就是500元！！！（也就是說300元換一堂手作課！個人覺得算合理）*（但是來這裡如果沒有打算參與手作活動建議不用特別前往）印章很特別！不同以往的橡皮章！用這裡的印章可以蓋出意想不到的作品！
,8,2,,第8篇評論找不到，得用RAWDATA回溯
,9,3,,😎付$50 來參觀不太化算。。。設計東至少$200起。。。如果不是跟旅行團 也ok方便的 😇從宜蘭轉運站或火車站搭772公車，但班次有點久啊 🤔順便一次過去旁邊幾個景點！🤑🤑
,10,2,,第10篇評論找不到，得用RAWDATA回溯
,11,2,,第11篇評論找不到，得用RAWDATA回溯
,12,2,,第12篇評論找不到，得用RAWDATA回溯
,13,2,,第13篇評論找不到，得用RAWDATA回溯
,14,4,,第14篇評論找不到，得用RAWDATA回溯
,15,5,,第15篇評論找不到，得用RAWDATA回溯
,16,4,,參考GOOGLE評價週日一早未開門就造訪莎貝莉娜工作人員看到早訪的顧客也很貼心在九點前就開放購票進場館內印色製品、印章、DIY布件有很多的選擇，惟價位上是偏高的12/15購買DIY區的圓形水壺帆布袋的價格是350元(已折抵門票)除了DIY區素材價格偏高之外莎貝莉娜服務人員態度很是親切，DIY印畫也是相當殺時間的活動整個DIY活動下來大概待了2.5小時，不過還是希望能增加一些童玩設施，小朋友會玩得更開心喔!兩大兩小花費為920元1. 門票 50元*42. 圓形水壺帆布袋素材 350元*2 (折抵後價格)3. 養生飲品10元*2(折抵後價格)
,17,4,,第17篇評論找不到，得用RAWDATA回溯
,18,5,,第18篇評論找不到，得用RAWDATA回溯
,19,5,,第19篇評論找不到，得用RAWDATA回溯
,20,3,,第20篇評論找不到，得用RAWDATA回溯
,21,4,,第21篇評論找不到，得用RAWDATA回溯
,22,5,,第22篇評論找不到，得用RAWDATA回溯
,23,5,,第23篇評論找不到，得用RAWDATA回溯
,24,5,,第24篇評論找不到，得用RAWDATA回溯
,25,3,,第25篇評論找不到，得用RAWDATA回溯
,26,4,,第26篇評論找不到，得用RAWDATA回溯
,27,3,,第27篇評論找不到，得用RAWDATA回溯
,28,5,,第28篇評論找不到，得用RAWDATA回溯
,29,3,,第29篇評論找不到，得用RAWDATA回溯
,30,4,,第30篇評論找不到，得用RAWDATA回溯
,31,3,,第31篇評論找不到，得用RAWDATA回溯
,32,3,,第32篇評論找不到，得用RAWDATA回溯
,33,4,,第33篇評論找不到，得用RAWDATA回溯
,34,3,,第34篇評論找不到，得用RAWDATA回溯
,35,3,,第35篇評論找不到，得用RAWDATA回溯
,36,5,,第36篇評論找不到，得用RAWDATA回溯
,37,4,,第37篇評論找不到，得用RAWDATA回溯
,38,5,,第38篇評論找不到，得用RAWDATA回溯
,39,4,,第39篇評論找不到，得用RAWDATA回溯
,40,4,,第40篇評論找不到，得用RAWDATA回溯
,41,1,,第41篇評論找不到，得用RAWDATA回溯
,42,4,,第42篇評論找不到，得用RAWDATA回溯
,43,5,,第43篇評論找不到，得用RAWDATA回溯
,44,4,,第44篇評論找不到，得用RAWDATA回溯
,45,2,,第45篇評論找不到，得用RAWDATA回溯
,46,1,,第46篇評論找不到，得用RAWDATA回溯
,47,5,,第47篇評論找不到，得用RAWDATA回溯
,48,5,,第48篇評論找不到，得用RAWDATA回溯
,49,5,,第49篇評論找不到，得用RAWDATA回溯
,50,4,,第50篇評論找不到，得用RAWDATA回溯
,51,4,,門口如果車位已滿，可以迴轉至大門左前方有停車場。場地不大，要靠DIY手做才能玩比較久。現場一些佈置可供情侶與家庭拍照取景。單純溜小孩是不錯的地方。現場有販賣冰品與飲料，沒看見蛋糕類。
,52,4,,第52篇評論找不到，得用RAWDATA回溯
,53,5,,第53篇評論找不到，得用RAWDATA回溯
,54,5,,第54篇評論找不到，得用RAWDATA回溯
,55,3,,第55篇評論找不到，得用RAWDATA回溯
,56,4,,第56篇評論找不到，得用RAWDATA回溯
,57,1,,玩過不少觀光工廠付費的又沒什麼內容的真是不多付費50（每一個人。小孩一樣）有專人介紹產品特色（特色介紹應該沒有超過5分鐘）接著就介紹Diy付費商品商品也許行銷全世界也許無毒DIY商品普遍偏高除了水晶印章蝶谷包，杯墊~很多地方都有啊一點興致都沒有換購吃的冰棒50~60飲料60一張票只能折抵一樣（聽說是寄賣關係）宜蘭特色手作即可不限張數折抵一樣（DIY手鍊，鑰匙圈等之類的）#門口畫牆很漂亮倒是真的
,58,5,,第58篇評論找不到，得用RAWDATA回溯
,59,5,,第59篇評論找不到，得用RAWDATA回溯
,60,4,,第60篇評論找不到，得用RAWDATA回溯
,61,4,,第61篇評論找不到，得用RAWDATA回溯
,62,4,,第62篇評論找不到，得用RAWDATA回溯
,63,5,,第63篇評論找不到，得用RAWDATA回溯
,64,4,,蠻好玩的，自己印圖案在自己選購的包包上，小孩玩的很開心，水晶印章質感很好，唯一可惜的是零售件售價偏高，其實建議館方在零售上可以考慮降低售價，或是拆開一些零散的圖案單一販售降低價錢，不然做DIY包包已經600元了，館方提供免費可以印的圖案並不討喜，原本想讓孩子自己再去買圖案來印，但一去看販售區，一片組合的水晶印章就要價500元以上，貓咪的更要價750元，實在難以再入手……實在可惜，小孩也略有失望！放長遠來看，降低入手門檻，我們家長甚至現場DIY外就會再願意購買墨水回家讓孩子玩，甚至再回來購買新的圖章，而不會像這樣是「一次性」的消費，不是嗎！
,65,5,,第65篇評論找不到，得用RAWDATA回溯
,66,4,,第66篇評論找不到，得用RAWDATA回溯
,67,5,,第67篇評論找不到，得用RAWDATA回溯
