_id,sid_comment,star,time,comment
,1,5,,第1篇評論找不到，得用RAWDATA回溯
,2,5,,第2篇評論找不到，得用RAWDATA回溯
,3,2,,第3篇評論找不到，得用RAWDATA回溯
,4,5,,宜蘭旅遊必去的景點之一『美拍玩很大OMG畫框博物館』透過電視綜藝節目 綜藝玩很大主持人*吳宗憲* 的介紹及遊玩，讓我得知這個美拍照的好地方，在這個 畫框博物館 有許多日常生活中 看不到的 畫及畫框 還有美拍玩很大OMG畫框博物館裡面的專業人員（是美女）專業導覽，說明了 畫框材質 製作及凹凹凸凸的油畫*美拍玩很大OMG畫框博物館*裡面有 許許多多的世界各國名畫 ，還有很多不一樣的畫框框架 可美拍 美攝，有畫框的框架牆面可專業拍攝獨一無二的 搞笑自拍 誇張臉部表情的3D照片自拍 無理頭又白爛的拍照的好地方我個人推薦及大推宜蘭必去的拍照景點 網美必來好點 好看 有趣 搞笑 專業 美拍（畫框博物館）
,5,5,,第5篇評論找不到，得用RAWDATA回溯
,6,5,,第6篇評論找不到，得用RAWDATA回溯
,7,5,,第7篇評論找不到，得用RAWDATA回溯
,8,5,,活動很有趣：1樓：畫框的介紹，以及DIY小勞作。2樓：畫風的演進，畫作的介紹。（其中有一區是靈異畫的故事講述），另有一紫外線光作畫遊戲區。3樓：畫框的展示，以及立體拍照。4樓：自畫創意小黃貼，可貼於館內留念。導覽解說用心：館內工作人員的態度親切和善，在解說時也很仔細且認真，在館內參觀可以很自在，沒有壓力。
,9,5,,第9篇評論找不到，得用RAWDATA回溯
,10,5,,第10篇評論找不到，得用RAWDATA回溯
,11,5,,朋友推薦的景點，本來抱持著姑且一試的心情買門票進來的，但是一進來之後，發現CP值超高的！只收門票180元，有四個DIY，帶小朋友的家長超適合的啊！然後，導覽人員超級用心，對於每個畫作風格及背景介紹都相當清楚，本來我對於畫作並沒有太多的了解，不過經過導覽人員的解說之後，我對於畫作有了基本的介紹！還有啊，這裡超好拍照的！網美必訪景點！總共有三層樓，每一層都有每一層的特色，這裡雖然不大，但是每一個空間都有非常值得探訪深究之處～很推薦喔！
,12,5,,第12篇評論找不到，得用RAWDATA回溯
,13,3,,佔地很小，一下子就能逛完，館內收集的畫作有考量到創作的豐富性讓一般遊客逛起來盡量不無趣，不過關於畫框的介紹好像就顯得可有可無，整體逛完也只知道框有分木框和塑膠框，很可惜贈送的DIY比較適合小朋友玩，如果用來收藏顯得精緻度不夠
,14,5,,第14篇評論找不到，得用RAWDATA回溯
,15,3,,第15篇評論找不到，得用RAWDATA回溯
,16,5,,第16篇評論找不到，得用RAWDATA回溯
,17,5,,推薦給喜歡藝術作品的人。如果剛好下雨天，這裡真的蠻適合來的，二樓展區會大致導覽不同時期的畫作風格（複習一下美術課xD) ，這邊畫作都是真跡或是複刻，不用花很貴的門票，就可以看到厲害的作品，導覽女孩也會不時在旁邊解惑~~不會只是光看畫不懂箇中道理👍👍👍在帷幕後面，有一區神奇的鬼故事畫作，（12以下禁止進入👻👾xD ）純真的畫搭上敘述的故事情節，讓人不禁覺得玄奇#噢~三樓有錯位視覺的3D立體畫作可以一起融入拍照 🎆還有各種的蒙娜利莎（阿凡達款、不屑款xD) 拍照真的很有笑果有機會還是會來呦！^o^
,18,5,,"之前經過很多次,趁休息的時候跟家人一起來體驗畫框博物館,超適合全家大小一起來遊玩,本身裡面很多地方都很適合拍照,網美也很適合😂,解說服務員也超熱心,貼心,很細心跟你介紹所有的畫像,讓你更了解每個世紀不同風格,不只可以在裡面拍照,玩樂,也可以學到很多知識,還蠻豐富的,還有許多相框是可以讓你拿來體驗融入畫中,讓你可以更在其中,喜歡的人可以來這裡體驗,不只可以欣賞畫,一樓還有diy的部分😎😎,可愛以全部逛完後,如果時間還有足夠的,可以體驗他的diy部分,很多東西可以選,還蠻值得大家一起來玩～～由於對於畫做有興趣的朋友,也可以來這裡體驗看看喔,好玩有趣,😍"
,19,5,,第19篇評論找不到，得用RAWDATA回溯
,20,5,,第20篇評論找不到，得用RAWDATA回溯
,21,3,,導覽員解說很詳細很可愛很清楚很明白很可愛很有趣很喜歡小朋友，從寫實派到印象派到後印象派到三星蔥派到竹科電子新貴派到抽象派都講解的很清楚很生動有趣；噢還有拾穗不是十歲，雖然十歲也是可以拾穗，但拾穗這幅畫已經經歷了幾十個十歲了。還有自己蓋章設計畫框配對的部分也很有趣，我的名作「被亞當指責」就免費貼在這給大家看了；沒錯，就是羅浮宮和羅福助宮搶著要的那幅。還有我跳很高被稱讚得像是被藝術耽誤的被肺炎耽誤的奧運國手或者被肺炎耽誤的奧運國手耽誤的藝術家。總而言之是蠻好玩也滿有知識教育的地方，推推思密達
,22,5,,第22篇評論找不到，得用RAWDATA回溯
,23,5,,第23篇評論找不到，得用RAWDATA回溯
,24,5,,強力推薦，喜愛拍照的我們簡直玩瘋了！導覽人員很親切，有特別請他們導覽二樓，另外還有鬼畫區，每個故事都很精彩！三樓是拍照區，雖然空間不大，但是憑藉著文青的本能與創意，是非常容易發揮的，只能說拍照拍到欲罷不能。平時在台北市看展，票價最少都要280以上；在這裡只要180元，停車方便又不用錢，還有小禮物能兌換(一包積木相框或紙相框二選一)，另外還有明信片等文青小物能拿(要闖關完，題目不難)，門票最後還能再折100元(因為油畫都不便宜，所以沒用到)，真的是超級划算！建議可以再賣咖啡或飲料，除了因為大家玩的很累會口渴，還有就是氣氛舒服悠閒。特別值得一提的地方是，這裡從牆上壁紙的畫，地上的畫，可以拿起來拍照的畫，竟然通通都是油畫，不是印刷輸出的(一般展覽都是印刷品貼一貼)，覺得蠻猛的，用心都在細節裡，了解藝術或喜愛拍照的可以來走走，蠻有趣的宜蘭景點。
,25,5,,解說員很細心介紹，了解名畫及畫框製作材質很不錯的室內景點，非常適合下雨天的備案👍🏻室內也很好拍照，還有塗鴉貼紙跟抽獎活動結束後還可以到一樓DIY手工製作小禮物紀念品離交流道很近！附近有提供停車場、洗手間非常的方便〰〰〰停留時間，預計一小時半至兩小時左右！
,26,5,,第一次來到這裡，非常的有趣，服務非常的好👍到處都非常的好拍，想怎麼拍就怎麼拍，適合喜歡拍照的朋友來！闖關活動也十分有趣，很適合親子出遊的好景點！也能增加對藝術更多的知識，對藝術感興趣的朋友可以來這！這裡也能夠帶寵物（要自備推車，不落地）！Diy活動時解說員也會細心親切的解說～👍從停車塲開始就有非常多的畫作可供拍照，來到這裡還能了解各種派系的畫風！果然不虛此行，環境也非常乾淨！是宜蘭雨天備案的好景點之一。
,27,4,,第27篇評論找不到，得用RAWDATA回溯
