_id,sid_comment,star,time,comment
,1,4,,有兩位博士級老闆所創立的鴨肉生產製造工廠 為了區別於當時的養鴨人家突顯自己的特色和與眾不同 可說是 當之無愧 。觀光工廠的設計與流程，基本上缺乏創意跟活潑，比較屬於 一般條列式的陳列比較不能夠主動吸引來賓對整個工廠生產以及產品的吸引。 店家努力生產轉型建立標準的cis系統在當時也是難能可貴的，不過也因此而獲得相當好的成效。新開發的產品也相當多，除了著名鴨賞之外 還有鴨肉乾鴨肉水餃蘿蔔糕小魚乾。親子遊或學校戶外教學之旅可以事先預約有手工DIY如鹹蛋  彩繪鴨寶貝  御飯團， 然後也有餐廳可以預訂餐點。
,2,1,,進入了60年代觀光工廠，真替那些員工煩惱生存。入門繳100元門票，然後導覽人員，對著發黃老照片介紹…鴨子…唱…鴨歌…再然後到2樓去…就會聞到一股特殊味道的加工廠（要認耐），再再然後會經過一個旁邊下面生鏽上面發霉的冷凍大冰箱，…再再再去3樓看地上擺幾隻陶瓷做的鴨…鴨子，然然…後看一些老鴨媽級加工設備，終於最後要回一樓，要大家買一些加工鴨…鴨肉食品（100元門票可全抵消費）
,3,3,,第3篇評論找不到，得用RAWDATA回溯
,4,5,,第4篇評論找不到，得用RAWDATA回溯
,5,4,,第5篇評論找不到，得用RAWDATA回溯
,6,2,,第6篇評論找不到，得用RAWDATA回溯
,7,3,,第7篇評論找不到，得用RAWDATA回溯
,8,1,,第8篇評論找不到，得用RAWDATA回溯
,9,4,,第9篇評論找不到，得用RAWDATA回溯
,10,4,,第10篇評論找不到，得用RAWDATA回溯
,11,1,,第11篇評論找不到，得用RAWDATA回溯
,12,5,,第12篇評論找不到，得用RAWDATA回溯
,13,2,,第13篇評論找不到，得用RAWDATA回溯
,14,1,,第14篇評論找不到，得用RAWDATA回溯
,15,4,,第15篇評論找不到，得用RAWDATA回溯
,16,5,,第16篇評論找不到，得用RAWDATA回溯
,17,4,,第17篇評論找不到，得用RAWDATA回溯
,18,4,,第18篇評論找不到，得用RAWDATA回溯
,19,4,,進場要門票$100 ，我們不知道，就直接進去消費了XD，如果沒有要買東西的話覺得有點可惜，他的醉鴨很好吃😋
,20,5,,第20篇評論找不到，得用RAWDATA回溯
,21,5,,第21篇評論找不到，得用RAWDATA回溯
,22,4,,第22篇評論找不到，得用RAWDATA回溯
