_id,sid_comment,star,time,comment
,1,5,,第1篇評論找不到，得用RAWDATA回溯
,2,5,,第2篇評論找不到，得用RAWDATA回溯
,3,5,,第3篇評論找不到，得用RAWDATA回溯
,4,5,,第4篇評論找不到，得用RAWDATA回溯
,5,5,,第5篇評論找不到，得用RAWDATA回溯
,6,4,,第6篇評論找不到，得用RAWDATA回溯
,7,5,,第7篇評論找不到，得用RAWDATA回溯
,8,4,,第8篇評論找不到，得用RAWDATA回溯
,9,4,,第9篇評論找不到，得用RAWDATA回溯
,10,5,,第10篇評論找不到，得用RAWDATA回溯
,11,4,,第11篇評論找不到，得用RAWDATA回溯
,12,4,,來這邊很多次了，這邊主要是糖果店，其中還有巧克力的DIY我來這主要是來買軟糖，很推薦他們的軟糖，很好吃～也不會太甜一盒一盒那種的巧克力部分推薦又趴數的，目前架上看到有三種，最高的巧克力濃度有99%的。這次第一次買其他口味的巧克力，非常不推薦，吃起來很像小時候會吃的金幣巧克力，不好吃大概一年前來的時候有賣整包的軟糖，現在變成秤重的，有兩種糖果的分類，第一種是100公克45元&100公克85元，好處是可以選多種口味，壞處是比之前整包在賣的軟糖量少了很多。現在還有活動，購買價格滿$500可以抽獎👍看到很特別的產品，彩妝巧克力，家裡有小孩可以買回去，不怕小孩亂吃了～反正還是巧克力😂現在疫情關係，隔壁的玻璃咖啡廳目前沒有營業，之前來這邊喝下午茶，點一份鬆餅和冰淇淋，冰淇淋推薦👍好吃😋很濃郁，疫情結束後再回來看看。
,13,2,,第13篇評論找不到，得用RAWDATA回溯
,14,4,,第14篇評論找不到，得用RAWDATA回溯
,15,5,,第15篇評論找不到，得用RAWDATA回溯
,16,4,,第16篇評論找不到，得用RAWDATA回溯
,17,4,,第17篇評論找不到，得用RAWDATA回溯
,18,5,,第18篇評論找不到，得用RAWDATA回溯
,19,5,,第19篇評論找不到，得用RAWDATA回溯
,20,5,,第20篇評論找不到，得用RAWDATA回溯
,21,5,,第21篇評論找不到，得用RAWDATA回溯
,22,4,,第22篇評論找不到，得用RAWDATA回溯
,23,4,,第23篇評論找不到，得用RAWDATA回溯
,24,5,,第24篇評論找不到，得用RAWDATA回溯
,25,4,,第25篇評論找不到，得用RAWDATA回溯
,26,2,,第26篇評論找不到，得用RAWDATA回溯
,27,4,,第27篇評論找不到，得用RAWDATA回溯
,28,3,,第28篇評論找不到，得用RAWDATA回溯
,29,3,,第29篇評論找不到，得用RAWDATA回溯
,30,2,,第30篇評論找不到，得用RAWDATA回溯
,31,2,,第31篇評論找不到，得用RAWDATA回溯
,32,4,,第32篇評論找不到，得用RAWDATA回溯
,33,4,,第33篇評論找不到，得用RAWDATA回溯
,34,5,,第34篇評論找不到，得用RAWDATA回溯
,35,4,,第35篇評論找不到，得用RAWDATA回溯
,36,3,,第36篇評論找不到，得用RAWDATA回溯
,37,4,,第37篇評論找不到，得用RAWDATA回溯
,38,4,,第38篇評論找不到，得用RAWDATA回溯
,39,3,,第39篇評論找不到，得用RAWDATA回溯
,40,4,,第40篇評論找不到，得用RAWDATA回溯
,41,5,,第41篇評論找不到，得用RAWDATA回溯
,42,4,,第42篇評論找不到，得用RAWDATA回溯
,43,5,,第43篇評論找不到，得用RAWDATA回溯
,44,4,,第44篇評論找不到，得用RAWDATA回溯
,45,5,,第45篇評論找不到，得用RAWDATA回溯
,46,5,,第46篇評論找不到，得用RAWDATA回溯
,47,2,,第47篇評論找不到，得用RAWDATA回溯
,48,2,,第48篇評論找不到，得用RAWDATA回溯
,49,3,,第49篇評論找不到，得用RAWDATA回溯
,50,4,,第50篇評論找不到，得用RAWDATA回溯
,51,3,,第51篇評論找不到，得用RAWDATA回溯
,52,5,,第52篇評論找不到，得用RAWDATA回溯
,53,2,,第53篇評論找不到，得用RAWDATA回溯
,54,4,,第54篇評論找不到，得用RAWDATA回溯
,55,3,,第55篇評論找不到，得用RAWDATA回溯
,56,3,,第56篇評論找不到，得用RAWDATA回溯
,57,5,,第57篇評論找不到，得用RAWDATA回溯
,58,3,,第58篇評論找不到，得用RAWDATA回溯
,59,3,,第59篇評論找不到，得用RAWDATA回溯
,60,3,,第60篇評論找不到，得用RAWDATA回溯
,61,1,,第61篇評論找不到，得用RAWDATA回溯
,62,5,,第62篇評論找不到，得用RAWDATA回溯
,63,3,,第63篇評論找不到，得用RAWDATA回溯
,64,4,,這次暑假帶孩子們來的，不過，比我想像中還要小，周圍有些花草樹木感覺沒有在整理，比較雜亂裡面有可以吃東西的小餐廳，還有主要就是他們的商店，裡面販賣很多很有趣的糖果包裝，小朋友看了也會喜歡的糖果，有DIY課程，不過，教室有點小感覺其實很擁擠的，算是很開放的教室，可供其他遊客觀賞但是，如果沒有要做DIY其實在這邊停留的時間很短暫停車方面倒是很方便，對面有個大空地可以停不過，我以為這算是觀光工廠那類的，小朋友也有點小失望，以為可以看到糖果巧克力製作過程之類的糖果的價格算是偏高，但是菓風本來就是主打外包裝，所以還可以接受囉
,65,4,,第65篇評論找不到，得用RAWDATA回溯
,66,3,,第66篇評論找不到，得用RAWDATA回溯
,67,3,,創意型的糖果商店！把他當作一個販賣糖果的店家，剩下的算是附加的小活動的話，其實還不錯，環境優美，有小DIY、小餐廳，餵魚！整體來說尚可，存粹逛逛的話可能很快就結束，不過裡面的餅乾糖果很適合當禮物送人，造型很有趣。
,68,5,,裡面有DIY親自體驗的活動唷！這裡是一個適合假日帶小孩子來放鬆的好地方！而且停車場超大的！裡面的洗手間也非常的乾淨。服務人員的態度也都很和善很親切！雖然只來過一次而已！但是我很喜歡這裡給人非常放鬆的感覺！再來要說說裡面商品的部分了！裡面除了有親自DIY體驗以外，還有賣很多可愛的小東西！雖然價格高了一點點，但是有很多小東西的CP值算高了！還有賣很多伴手禮。我個人就買了一些伴手禮跟自己要吃的！味道真的還不錯！不妨可以買看看唷！假日這裡的人真的超多的！我去了兩次個人是比較喜歡平日人少的氣氛！又舒服又安靜！假日屬於比較熱鬧型的！依個人喜好決定吧！
,69,5,,第69篇評論找不到，得用RAWDATA回溯
,70,4,,第70篇評論找不到，得用RAWDATA回溯
,71,3,,第71篇評論找不到，得用RAWDATA回溯
,72,4,,第72篇評論找不到，得用RAWDATA回溯
,73,5,,菓風是個小時候的回憶這次來到菓風工房也嘗試做軟糖店員態度極佳連教學的時候也是有耐心的教導（有小孩也可以處理的很好）不只有特別的糖果可以買可以餵魚還有特大馬卡龍可以拍網美照😂很適合親子同樂場地也舒服😌
,74,2,,第74篇評論找不到，得用RAWDATA回溯
,75,4,,第75篇評論找不到，得用RAWDATA回溯
,76,5,,第76篇評論找不到，得用RAWDATA回溯
