_id,sid_comment,star,time,comment
,1,pos,6 天前,環境很整潔，冷氣也夠涼空間很大，裝潢也很用心停車不會不方便，雖然停車場很小，但路邊也可以停門票一張50元沒辦法合併使用兌換一件商品個人覺得是小缺點服務人員態度很好Diy材料使用方法也講的很仔細很喜歡他們送的信封會按照你指定月份幫你寄出時光信件的概念，郵票他們會幫我們處理不用擔心😍裡面有冰及飲品不過口味很養生就是了😅小朋友玩得很開心所以還會再去😍
,2,pos,1 週前,一個人門票50元進場要購買裡面的東西才可以DIY (門票可以折抵) 製作自己喜歡的創意作品 是個不錯的體驗
,3,neg,4 天前,空有好的產品資源場地，卻沒有詳細的產品製作介紹，也沒有帶出產品特色和優勢，只想著帶DIY賣東西，東西單價規劃無法引起消費欲望，太可惜這樣的學院構想了。
,4,neg,1 個月前,不夠用心，錯估爸媽心態的地方。低價門票，超貴商品，假以DIY之名，販售高價不實用的物品。爸爸媽媽要給小朋友的不是只有物質買賣，也希望小朋友得到物質外的快樂。如果可以把水晶印章製作的過程直接呈現而不是圖畫，會讓人覺得精彩一些。
,5,neg,1 個月前,進去⋯純屬「消費」的「賣店」50元門票可抵消費，但單價都不斐。
,6,pos,1 週前,館內佈置美麗，店員服務態度好，可以DIY印畫
,7,neg,4 個月前,意外小插曲⋯⋯這裡的停車場有一處畫了停車格結果卻非常不適合停車！我們的後擋風玻璃因為停車時被一個很尷尬角度（斜的...造成視線死角）的鋼樑擦撞到破裂了！（如果不是這個意外我應該會給四顆🌟）我們與印畫學院反應這個情形......他們僅幫我們找到了更換玻璃的廠商.....就沒有後續了！等到我們離開時看到他們放了紅龍柱在那個出事的停車格！雖然感覺他們在處理這件事情的方式與條件令我不滿意！但是也多虧他們提供了修車廠資訊，才能讓我們維修好車繼續旅遊！雖然那個修車廠報了一個「天價11000元」......換一片後擋風玻璃！（但是時間緊迫我們被迫無奈也只能接受了）再加上體驗課與門票1000元！這次總共花了12000元！😭😱真的是超級昂貴的經驗！「這裡到底是玩什麼呢！？」算人頭一個人50元！50元可以折抵低消！手作材料一次折抵一張（最便宜300-折抵後250元）如果兩個小孩都要做東西最低消費就是500元！！！（也就是說300元換一堂手作課！個人覺得算合理）*（但是來這裡如果沒有打算參與手作活動建議不用特別前往）印章很特別！不同以往的橡皮章！用這裡的印章可以蓋出意想不到的作品！
,8,neg,1 個月前,裡面的東西很貴，雖然門票每張可以抵50元，但是這樣買起來還是很貴，如果不是帶小孩去參加DIY的課程，千萬不要去，不然很不划算。
,9,3,1 個月前,😎付$50 來參觀不太化算。。。設計東至少$200起。。。如果不是跟旅行團 也ok方便的 😇從宜蘭轉運站或火車站搭772公車，但班次有點久啊 🤔順便一次過去旁邊幾個景點！🤑🤑
,10,neg,1 個月前,感覺不好，內部裝潢設備還未完成，就收門票入場，有被騙的感覺。希望全館完成再開放購票入場。
,11,neg,1 個月前,特點是透明橡皮印章，但也沒有甚麼其他的亮點了，diy的費用也比一般工廠貴上一些
,12,neg,4 個月前,簡單說是好拍照的網紅景點 好拍但內容其實滿空的 不作DIY的話 入場50元看到的東西 可能比一般展覽會出場後的商品展售還貧窮感 不知道為何要花50進來看商品展示會?? 50元也只能抵DIY的一個50元 不能多人合併抵 素材也很貴最小的要300元 大一點的要6-700元 所謂水晶印章就是塑膠 再用粉狀物印在素材上例如帽子 DIY就是要你自己弄也沒什麼指導 解說員在解說也是挑人講不是每批客人都有講 簡單說就是一個回訪率零的點 館方最少要加強幾倍強度才跟的上亞典這些的景點 一句話very pool…
,13,neg,1 個月前,非常不推，DIY素材很貴，沒那個價值超雷景點
,14,pos,1 個月前,適合親子同樂的好地方時間安排大約1.5-2小時比較剛好唷
,15,pos,2 個月前,服務人員真很人很好對孩子們很有耐心可以帶著孩子們一起玩
