_id,sid_comment,star,time,comment
,1,pos,5 天前,一樓右邊主要為商品區，現場免費試吃，服務員都很親切，左邊則為影片播放區跟一些介紹，有奉茶茉香綠茶自取。二樓主要是DIY區及生產區，生產可透過透明窗參觀，有電梯可供行動不便者。停車區有些裝置可供拍照。
,2,pos,1 週前,環境舒適乾淨，外面走道有很多可愛的公仔，試吃給得很大氣，外面很多好拍照的景，可以來稍作休息買買伴手禮再繼續出發的好地方^^
,3,pos,1 週前,在辦公室就經常團購的，從一進門就沿路試吃，老闆很大方試吃的份量都很大，接待員也很熱情，個個都是美女，每一樣都新鮮好吃，試吃後，一口氣買了太多，每一樣的產品價格都算合理
,4,pos,1 週前,種類多，有試吃，渴了可以自己倒茶水(超搭)，空間寬敞，冷氣舒適！宜蘭在地小點入手容易，是一定要帶些回家分享親友嚐嚐的😋
,5,pos,1 週前,DIY值得一試！產品豐富，價格公道。員工服務熱誠。到宜蘭一定要去走走，買些有特色，又是純手工的宜蘭餅！
,6,pos,3 天前,服務人員非常親切！ 餅乾都可以試吃 只怕你沒有吃到喔！ 又可以DIY製作餅乾！ 值得推薦你來吹冷氣！
,7,pos,1 週前,伴手禮好地方，還貼心有茶可以喝喔～很大方自己試吃
,8,3,5 天前,離蘇澳國三高速公路很近，有   DIY行程，出口不遠處還有蠟筆觀光工廠，可一起參觀
,9,pos,4 天前,有停車位，伴手禮超多，好吃又便宜，值得一來再來
,10,pos,1 週前,造景古色古香、乾淨明亮，展覽寓教於樂、啟發見聞，老闆的故事令人感動
,11,pos,2 天前,員工服務很好很親切，當下有困難服務小姐馬上幫我處理
,12,pos,5 天前,很多拍照點，不怕你試吃，是帶伴手禮的好地方
,13,3,2 週前,觀光工廠近年來真的開了太多了，如果沒有特色，很快就會被淘汰，這家算是老牌子了，乾淨，產品種類蠻多的，如果有需要買伴手禮，可以考慮。
,14,pos,2 週前,挺有趣的地方，很適合親子同遊，試吃很大方，好吃忍不住就會消費，DIY很好玩，解說人員很有熱情很有趣，自己DIY牛舌餅特別好吃，外頭還有大大的牛舌餅模型可以照相。
,15,pos,1 個月前,位於宜蘭縣蘇澳，擁有全世界最薄的餅~0.1公分的牛舌餅，他結合了文化、觀光、伴手禮的旅遊觀光工廠，藉由導覽介紹牛舌餅的演變以及與鹿港的差異，也能透過櫥窗看到製作、生產的過程，再到賣場，自由試吃參觀選購。有興趣者也可預約牛舌餅的DIY製作。賣場風格雅致獨具特色，以及園區正門，有著許多裝置藝術和公仔，適合拍照、購物及休憩的空間。
,16,pos,3 週前,從外觀設計個人認為老闆既懷舊又有創新的思維，整體規劃的精緻又不失古典的現代，風格。産品以展現宜蘭農產特色為主，還配合婚禮喜餅的設計，很貼心。品項不少每樣都讓人很有想吃的衝動。
,17,neg,3 週前,"進入館內才發現狗狗不能進入，標示很不明顯我被敢出來仔細找才發現(中文標示)也沒有看到""圖標""🤔。"
,18,pos,3 週前,來宜蘭順遊很不錯，停車方便，有商品可以試吃購買。造景也很好看，適合拍照留念
,19,pos,1 個月前,除了購物外牛車很好拍這花好香樹造型修剪的很美還以為上頭的花是裝飾上去靠近一看是真花感謝網路大神搜尋後原來是梔子花雖有些花已枯萎但還是忍不住留下它美麗身影
,20,pos,1 個月前,交通方便就在交流道旁，除了眾多宜蘭特色拌手禮還有展示古早餅模及介紹其由來代表的意義，順帶也買了特色大餅及牛舌餅
,21,pos,1 個月前,伴手禮很好買，地景公仔很可愛，是打卡拍照的好地方！館內有大量的製餅工具收藏展示，還有互動DlY教學、透明的生產流程，是一個多元化的觀光工廠，值得過來逛逛喔！
,22,pos,1 個月前,他的餅很好吃獲獎兩顆星，而且 老闆跟老闆娘很親切的服務 ，員工也很有禮貌，環境也很不錯，值得推䔍！
,23,pos,1 個月前,這些年只要有同事或朋友到宜蘭玩，帶回來的伴手禮總是蛋糕奶凍卷生乳卷，牛舌餅鴨賞這類傳統土產好像漸漸的被遺忘。其實口味仍然是當初的味，只是年輕人更喜歡軟棉棉的蛋糕，吃起來甜蜜蜜的嗞味，早忘了那樸實不起眼的餅。
,24,pos,1 個月前,起司蛋黃餅必買，我們全家人都好愛，這邊大部分的東西都能盡情地讓您試吃，OK了再買！價格也都相當的合理。
,25,pos,2 個月前,109.4.23宜蘭餅發明館如果想要來這裡逛的話，建議不要吃太飽，因為裡面的餅乾種類好多好多，吃得過癮，吃得開心，還可以了解前世今生的製作過程，絕對不容錯過！
,26,pos,1 個月前,館外有裝置藝術，很好拍照，，一樓是產品賣場，都可以試吃，服務員不會一直推銷，上二樓有提供DIY做餅，好吃又好玩
,27,neg,1 個月前,是個老店、說明試吃再買、但服務人的態度、有值得改善……
,28,pos,1 個月前,只有解說導覽慌亂一點，值得改善一下嘍！其它商品服務態度很好喔！
,29,3,1 個月前,有提供試吃，也有免費的茶飲，還有乾淨的廁所，拍照採買拌手禮的好選擇。
,30,pos,1 個月前,很適合買伴手禮的地方，我覺得很好吃！試吃一輪就飽了
,31,pos,1 個月前,試吃尚算不囉嗦.好吃好買伴手禮最佳選擇點😁
,32,pos,3 週前,很多伴手禮試吃，還能拍許多美照的地方
,33,pos,2 天前,服務人員親切，每一種商品都好吃
,34,pos,2 週前,很棒的地方，一不小心就會買太多牛舌餅
,35,pos,1 個月前,比較過 ，就知道 宜蘭餅發明館的牛舌餅好吃 ，DIY製作很不錯！（先生上課課程安排了另一家牛舌餅DIY的心得）
,36,pos,1 個月前,最近防疫桂圓蛋糕都沒有賣了 我好想吃我特地去買他的 傷心
,37,pos,2 週前,東西好吃，雖不用門票不過可看點有點少
,38,pos,3 個月前,外面有一些蠻精巧裝置藝術，一進門有免費的綠茶能喝左是介紹發展史以及製作的一些物品，右有一整區的禮品，燈光美氣氛佳不強迫購買，價格適中，樓上有DIY，整體上還可以
,39,3,2 個月前,鄰近國五交流道，買完伴手禮，直接上高速公路不塞車。
,40,pos,3 週前,可互動學做.不過看是簡單確是不易做阿😂
,41,3,3 個月前,外面有跟宜蘭餅相關的裝置藝術，很好拍照紀念，館內二樓有提供DIY活動，一樓是產品賣場，都可以試吃，試吃品很大方，服務員不會一直推銷，只會請你試吃，有喜歡再購買。喜歡他們家的特牛鮮奶酥餅。
,42,neg,3 個月前,防疫措施完全沒有，而且還是室內空間，沒量額溫、沒有保持社交距離，沒要求顧客戴口罩，試吃也是完全打開裸露在外沒有蓋子衛生，需要前往的遊客請慎思，關鍵時刻不是在開玩笑的~~
,43,pos,1 個月前,蠻不錯的，還有提供試吃，環境舒適，買伴手禮之點
,44,pos,1 個月前,滿滿試吃好吃的蛋糕 而且還用黑咖啡沖淡味覺可以更好品嚐下一口蛋糕
