_id,sid_comment,star,time,comment
,1,neg,1 天前,門票收費太高，沒有太多內容可看。空間很小沒地方可以歇腳，對於同行不想看積木的人非常不便。 DIY也很隨便，沒有什麼教的誠意⋯感絕上就是趕快教好你趕快走的概念，基本上只能騙騙小小孩⋯⋯給2顆星的原因是⋯門票至少還換了小瓶可樂！
,2,pos,1 週前,優點：1.有免費停車場2.闖關卡每一張題目都不一樣！這個很有趣！3.服務人員很棒缺點：1.展品品質差異過大，那個發光積木區應該整個換掉。2.商品區商品太弱，連七歲小孩都沒有想要的東西。特別注意事項除了抱在手上的小寶寶、75歲以上老人和殘疾人士之外都是一人200元，這不算缺點但是跟一般優待票的認知不同提供給大家參考
,3,3,1 天前,門票200元，三歲以下不用錢（要出示證件）。DIY區非飲食區。根本是積木作品展覽館，算不上博物館啊！
,4,pos,3 天前,積木博物館位在宜蘭縣政府旁邊，相信也有很多人跟我一樣，對積木博物館不陌生吧！早在今年初推出時，造成轟動場場預約爆滿，現在呢～熱潮漸退平日不用預約，但假日一樣客滿，而積木博物館，更是亞洲第一家展出積木的博物館，所以啦～我就把幸福轉運站和積木博物館列入行程，趁著放假一早便把這兩個點一起體驗分享。
,5,pos,3 週前,1. 三歲以下孩童免費90公分需要出示證件2. 停車場免費（位置不多）3. 目前疫情關係有控管每場次的人數，竟量先下車排隊買票再去停車4. 超過三歲以上的孩童需要購票目前每人都是200元5. 門票有含課程操作和飲料或水四選一6. 建議操作課程還是當場做不要帶回家，孩子比較有印象，他們可以提供材料包回家自行操作，不過顏色和物品是隨機的，只有參與課程才有選擇的機會（對我而言這個是非常重要的）7. 館內禁止吃東西。8. 我很喜歡細節的拍照分享，有喜歡我的分享可以追蹤我唷！歡迎追蹤，雖然不知道追蹤可以做什麼🤣
,6,pos,3 天前,博物館外的草地上就有一些作品可拍照，但是要注意的是草地是禁止踏入唷～博物館的櫥窗出現三位復仇者聯盟英雄，其中最喜歡的角色是雷神索爾跟美國隊長，但可惜的是櫥窗離步道好遠，只能遠遠的拍，不然～超想跟這三位主角合拍！
,7,pos,3 天前,宜蘭好好玩！這次是一座積木博物館～讓大家回味兒時都會玩到的小小樂高積木，並將組合成的積木作品和知識通通結合在一起，還可以現場ＤＩＹ自己帶走的小禮物，宜蘭積木博物館，小小兵們正等你來拍照喲！
,8,neg,3 天前,一個有點瞎的地方園區很小 逛快點五分鐘大概就逛完了小之外還蠻擁擠的展品跟百貨公司的樂高還真沒什麼不一樣DIY是一個不知所云的鑰匙圈成本大概三塊錢吧......真心不推薦排行程的地方
,9,neg,1 週前,大人和小朋友價格相同200元，沒有兒童票，而且展覽實在不值這個價錢，也絕對稱不上博物館。門票號稱可以換飲料，但連水都沒有，最神奇的是賣飲料的地方旁邊的位子買飲料的人是不能坐的。所謂的積木DIY就是一人一塊積木做鑰匙圈，跟大家想像的差不少。
,10,neg,1 週前,2歲以上就要收費，也沒有兒童票，根本不是什麼博物館，就是展覽而已，門票200很貴，展區也不大，DIY區沒有多餘的空間讓小孩休息，感覺就是收了門票後就想要大家趕緊出場一樣，感覺不是很舒服，而且DIY東西也沒什麼價值，不推。
,11,neg,1 週前,專門從台北開車上來積木博物館，明明google上面寫營業，但到了卻說今天公休，是在哈囉，還說google時間很難調整。連廁所都不外借，從外觀看起來比想像中小，看來之後是也不用來了，省了800元也滿好的啦^^
,12,neg,1 個月前,價格過高，展品數量及服務不值得票價。（如下說明）非常不推薦也不會在二訪的地方。1- 展區大約五分鐘可以走完，與同樣叫做博物館的蘭陽博物館，落差很大！2- 雖然是親子景點，但是一點都不親子。     逛到一半，借DIY地方坐著餵奶，餵到一半會請你換地方，確未安排適當位置供餵奶，且推車不能進去，因為展場真的很狹窄。3-逛起來的感覺是，門票收到了，希望你趕快逛一逛，東西做一做，飲料拿一拿就走。（飲料只能在外面高溫炎熱下坐著喝）4-服務人員會在你參觀期間一直說：「出了出口就不能在進去參觀」。
,13,pos,1 週前,服務人員很親切，裡面能參觀，能邊逛邊學習知識，小朋友也能看看積木原來有這麼多不一樣的地方，最後還能做小小的DIY，很適合3歲以上的小朋友來玩！
,14,neg,1 週前,爛死了！200元超不值 大概20分鐘就逛完了吧 因為店員會一直催促你離開超級爛超級爛拜託不要去
,15,pos,1 週前,對於積木發展，有完整的介紹，這方面適合較大的小孩(國小3年紀以上)。門票附贈的DIY就比較適合小小孩了~~
,16,3,1 週前,積木博物館有點小，雖然有工作人員解說以及DIY的活動，但整體而言200元的價錢偏貴。
,17,pos,1 週前,臨時停泊的景點，雖然不大，但蠻有知識性的，場館人員親切解說～
,18,pos,4 天前,可以和小朋友一起了解積木的歷史，有許多作品可以觀賞拍照，最後還有DIY能製作！
,19,neg,1 週前,很小，沒什麼好看的，十分鐘就走完了。DIY區賣飲料卻不能內用，有點莫名其妙。
,20,pos,1 週前,空間不大 但館內展示積木很多 很有創意及巧思 還有積木DIY 增加遊玩的印象~ 館內人員友善親切
,21,pos,2 週前,導覽有趣服務態度也很好最後還可以自己上色明信片跟有鑰匙圈是一次很棒的體驗
,22,neg,2 週前,"排隊人潮多可以理解,但讓遊客在外頭排隊的同時建議可以多擺幾支電風扇,從門口一直到轉角處才有電風扇可以吹,整個隊伍中間就是純粹受熱。排隊走道頭頂的玻璃雨遮也沒有遮蔭效果,陽光還是可以穿透。建議盛夏期間不要前往,除非有做好充分的降溫準備。(最低還要給到一顆星...也太高了)"
,23,neg,1 週前,場地限制多，沒位置坐，很不適合帶小小孩去
,24,pos,1 週前,展場不大略顯擁擠但不少作品讓人驚豔
,25,neg,2 週前,需要門票💰200🅿️可以停在對面停車場🆓
,26,neg,4 週前,場地目前因疫情管制，有限定人次入場。場內展品十分優秀，但場館小，很快就逛完。樂高積木等相關知識介紹詳盡，闖關紙本很認真出題，很有挑戰性。門票含DIY及飲料，diy內容不甚理想，都是紙做的東西，如果是彩繪積木或拼樂高小小人都比這個強。
,27,pos,2 週前,天氣太熱了全部的行程都改往室內活動，發現積木博物館還蠻適合帶小朋友去玩的，裡面有很多積木的展覽品跟介紹還有DIY。門票一張要200 ，還算可以。
,28,pos,1 個月前,很棒的體驗！值得更大的展覽館！導覽人員解說詳細也耐心等待小孩蓋章～如果早點來還有早鳥優惠而且不用等待，下次來宜蘭一定會再來，期待可以看到更多作品！小建議是作品介紹可加上英文版～讓外國朋友可以更容易了解！
,29,pos,3 週前,雖然小小的，但裡面還蠻多精美的作品，很適合帶愛積木的男孩來，雖然門票要錢，但可以做手作和換飲料，還是蠻不錯的。
,30,3,3 週前,展覽物品數量略有不足，但有很多基本知識及互動遊戲，但三歲以上就得購票，門檻似乎可以再調高一點，若是有時間可以來逛逛
,31,neg,2 週前,5分鐘就可以逛完的博物館！？館內的作品很一般，CP值極低。
,32,neg,2 週前,請問為什麼官方網站上面顯示全年無休，到這裡超級遠卻沒有開？？資訊可以麻煩更新一下嗎？
,33,pos,3 週前,館內解說員介紹的的很詳細，還有ＤＩＹ區可以自行製作，推薦全家大小一起來！
