_id,sid_comment,star,time,comment
,1,3,,適合小朋友來   或是年輕情侶旅遊路過~要來之前最好問問自己的小孩是否有興趣玩 小二以下可能是來浪費錢的...例如弓箭器材就是大人比例的，太小的朋友來拉可能都有點問題。優點室內冷氣強     每個關卡房間內都有服務人員遊戲空間勉強夠（我同梯次入場的人數是6人，但也有看到前一梯次的是8-10含小小孩童）缺點大熱天至少等1小時左右（4天連假人潮）遊戲關卡真的就如某些網友說是夜市器材，或是迪卡儂的運動用品試玩區就可體驗，但小學生來玩  應該還是會覺得有點趣味。（但夜市隨便打個彈珠/射汽球各$100，家長們你會一直覺得有趣而幫小孩拍照嗎？）戶外區   大鏢靶是小孩最想玩的體驗，很幸運他跑第一個，所以一開頭工作人員講解完後就開始玩，之後就是漫長的大熱天排隊拋射鏢槍？我是沒玩，太熱直接陪小孩離開去看別的玩完後的後面有些小器材這就很怪...這裡沒有工作人員關主在此，所以要怎麼玩就自己看著辦，小孩有興趣就會自己動手來試玩看看了。遊戲完後的獎勵是  送飲料或貼紙但要折一個紙飛鏢，看在冷氣強戶外熱他份上，小孩有興趣折就折....整體來講    有比較過同  宜蘭  這地區類似玩法的~忍者X.....這裡的規劃稍微比較好一些，但如只玩過這個，而沒玩過其它類似的點，或許我只會給這點  2星評論。（小孩滿意這，但我覺得還好）另外它的廁所有幼稚園內用的洗手台和馬桶設備，小小孩來玩 還算友善。或者  這裡以前可能是幼兒園/安親班之類似地點改裝。
,2,2,,覺得門口的售票人員態度需要再改善...雖然我知道可能同一個問題她以前回答100遍了。但對我們第一次去的人來說就是不知道才問呀！！！  優： 一樓冷氣很強，避暑首選。親朋好友殺時間的地方。缺：停車不便（只能停路邊）、售票人員態度超差🙄🙄🙄、電話詢問結果與現場不同
,3,5,,第3篇評論找不到，得用RAWDATA回溯
,4,5,,第4篇評論找不到，得用RAWDATA回溯
,5,5,,第5篇評論找不到，得用RAWDATA回溯
,6,4,,第6篇評論找不到，得用RAWDATA回溯
,7,5,,第7篇評論找不到，得用RAWDATA回溯
,8,5,,第8篇評論找不到，得用RAWDATA回溯
,9,4,,第9篇評論找不到，得用RAWDATA回溯
,10,5,,第10篇評論找不到，得用RAWDATA回溯
,11,3,,第11篇評論找不到，得用RAWDATA回溯
,12,5,,第12篇評論找不到，得用RAWDATA回溯
,13,5,,第13篇評論找不到，得用RAWDATA回溯
,14,4,,第14篇評論找不到，得用RAWDATA回溯
,15,5,,第15篇評論找不到，得用RAWDATA回溯
,16,2,,第16篇評論找不到，得用RAWDATA回溯
,17,2,,第17篇評論找不到，得用RAWDATA回溯
,18,2,,第18篇評論找不到，得用RAWDATA回溯
,19,5,,第19篇評論找不到，得用RAWDATA回溯
,20,3,,分很多關卡都跟射擊有關二樓的比較需要技巧有些是夜市遊戲有些道具真的很難用（空氣槍可能要自己組隊廝殺比較有趣
,21,5,,第21篇評論找不到，得用RAWDATA回溯
,22,5,,第22篇評論找不到，得用RAWDATA回溯
,23,5,,第23篇評論找不到，得用RAWDATA回溯
,24,5,,第24篇評論找不到，得用RAWDATA回溯
,25,4,,第25篇評論找不到，得用RAWDATA回溯
,26,5,,第26篇評論找不到，得用RAWDATA回溯
,27,4,,第27篇評論找不到，得用RAWDATA回溯
,28,5,,第28篇評論找不到，得用RAWDATA回溯
,29,4,,第29篇評論找不到，得用RAWDATA回溯
,30,5,,第30篇評論找不到，得用RAWDATA回溯
,31,4,,第31篇評論找不到，得用RAWDATA回溯
,32,4,,第32篇評論找不到，得用RAWDATA回溯
,33,4,,[不須訂位/領號碼牌後排時段] [沒有停車場/路邊自己想辦法] 在網路上看到這個新景點介紹專程從台北過來。是平日周三過了雪山隧道直接來到這裡，因為平日的關係，人潮不多，只有兩三組客人。 門口櫃台很堅持要根據他們的時段才能進場(實際上裡面沒人)，等了約十分鐘才進去。開始由樓下的幾個關卡陸續闖關通過， 每個關卡每個人只能玩一次，的確是不大過癮。一樓都玩過後，到二樓繼續闖關，就是每個房間有不同的裝置，一路玩到結束約四十到六十分鐘左右。 我猜假日可能會再度加速一下，不然客人太多無法消化。之後到一樓去弄手做 DIY，然後兌換禮物，卻剛好錯過玩外面的大標靶的時間(整點)， 結果到後院剛好是十一點二十。非常尷尬的時間，下一場大標靶要十二點，最後我們還是直接離開了。只能說沒來過，可以過來玩玩。CP值算是中等
,34,5,,第34篇評論找不到，得用RAWDATA回溯
