_id,sid_comment,star,time,comment
,1,5,,端午連假最後一天帶著小孩來宜蘭一日遊進來都快五點半 服務人員說過五點不用門票但是要DIY等等的活動要收費我們一家四口就進入了一樓有販賣商品 食品二樓DIY 畫畫區 投影區 釣魚區三樓餐廳不錯 來的時候沒人好逛畫畫很特別不用收費 畫完可以給服務人員掃描投影上去DIY製作 我們選Pizza 讓孩子知道製作流程服務人員也很熱情都會幫忙因為我們製作的時候都沒人覺得做起來輕鬆不急迫 也不用推擠所有的服務人員都很熱情 也都喜歡跟孩子互動 很棒安永心老闆 真的賺到 也教導的很好讓客人逛的很舒服商場很美 動線也很棒逛的很舒服 很棒的景點有平面停車場 免費 旁邊有中油建築也很美呢！
,2,5,,老闆很佛心、硬體設備很好（廁所感應式馬桶，坐起來還溫溫的）環境舒適親子天地～～2樓有哺乳室可提供媽媽哺乳門票200可折抵消費有披薩DIY做一次200$餐廳必點魚粥新鮮好吃有小朋友互動遊樂區有很多魚的相關知識鱸魚精感覺很厲害
,3,5,,第3篇評論找不到，得用RAWDATA回溯
,4,5,,免費停車場館很舒適 廁所乾淨需消費200元入場（可折抵館內消費）可以自己做Pizza 或點鬆餅餐點來吃即使逛過展未來還是想二訪 二樓靠窗很舒服👍
,5,5,,第5篇評論找不到，得用RAWDATA回溯
,6,5,,第6篇評論找不到，得用RAWDATA回溯
,7,5,,"位於宜蘭縣蘇澳鎮台九線上(武荖坑)附近一棟佔地蠻大的四層樓綠建築。場館內規劃非常用心大廳是販賣部旁邊設有簡報室,手機沖電站及行李寄放處，廁所設在手扶梯前方相當貼心。一樓販賣黃金鱸魚精,膠原蛋白宜蘭在地相關海鮮冷凍食品等等，重要是試喝實在讚。二樓是親子館寓教於樂，有釣魚,補魚拍照上傳海底牆,三D海景地板,下午茶,手做披薩現烤DIY及下午茶供應等等。重點是CP值超高而且可以用門票折抵那才棒呢！三樓有香草屋,手做DIY烤披薩,各種文創商品及用餐區。四樓及地下1樓目前無對外開放，全棟是值得來參觀的地方。"
,8,5,,第8篇評論找不到，得用RAWDATA回溯
,9,5,,第9篇評論找不到，得用RAWDATA回溯
,10,1,,第10篇評論找不到，得用RAWDATA回溯
,11,4,,第11篇評論找不到，得用RAWDATA回溯
,12,5,,第12篇評論找不到，得用RAWDATA回溯
