_id,sid_comment,star,time,comment
,1,pos,6 天前,端午節休息兩天，有一天安排到 蠟筆城堡親子活動，入口處有一家7-ELEVEN稍微休息一下。即進入蠟筆城堡， 入口處 有一個大型的溜滑梯 因為我們家的小朋友都太小，所以不敢讓他們嚐試，每人250元可以參加親子活動， 大人小孩都可以玩得很開心，第一個是主持人跟小朋友玩問答活動。第二個是親子畫圖做小彩球。第三個親子組裝彩色筆。第四個是 親子組裝彩色在蠟筆。第五個是人體彩繪，可以在手上和臉上畫畫事後可以用清水洗乾淨。還有海賊船、森林、可愛動物，有提供服裝和道具可以變裝也可以拍照留念 。還有在最一站用入場券可抵100元消費帶回紀念品，總共花了兩個兩個多小時玩得很開心 ，我們帶了好多紀念品回家。從頭到尾全家都玩得很閞心。讚！！
,2,pos,3 天前,停車方便館內也很乾淨，冷氣夜夠涼外觀設計很可愛，大老遠就看到了門票可抵消費進場分時段由老師帶領講解之後DIY第一區是畫畫的（時間有點短）第二區是做彩色筆（組裝彩色筆）第三區是做蠟筆（小蠟塊壓模變成形狀蠟筆）第四區是人體彩繪（水性的很好清洗）最後還有拍照區、用餐區、材料區每一區都有時間限制服務人員態度很好👍🏻每個阿姨都笑咪咪
,3,3,4 天前,蠟筆城堡在宜蘭區，是一個新的親子互動的觀光工廠，有手作區，可以自己動手製作簽字筆、彩色筆；還有製作臘筆的工具讓親子互動學習如何製作出蠟筆，更有繪畫創作的教學，讓孩子們使用無毒的材料畫出自己的風車和身體彩繪，8樓高的溜滑梯更是讓人感覺刺激！有免付費的道具和衣帽裝扮成各種不同的童話人物照像保存在自己的相機中，永恒留存，入園費250元但是可以抵扣消費買產品讓孩子回家時，還可以繪製自己的圖畫！
,4,pos,2 天前,小孩很喜歡，又能增加親子活動。大人小孩門票250可抵100消費購物，共四個DIY套裝行程。空間動線規劃很不錯，裝潢設計有用心台灣少數有品質的觀光工廠。孩子滿滿的禮物，物超所值。好停車冷氣夠冷，暑假避暑親子活動好去處！
,5,3,2 週前,這景點屬於終身一次性的，來過一次不會想再來一次，不管你要不要玩diy你都必須付錢進去。總共有4個diy課程，開場白是去階梯式教室聽解說彩色筆原物料，這個出發點是不錯的，但是一場太多人了，根本亂七八糟的；第一關畫那什麼紙彩球，這根本當下就變垃圾啊～或許是想讓人體驗他家的水彩顏料吧？！第二關自己製作彩色筆，這個對於孩子來說就有教育意義了，讓孩子了解彩色筆怎麼製作而成的，可惜不是桌面顏料都能製作一支；第三關自己製作蠟筆，先去原料區選顏色，之後孩子與爸媽自行操作機器製作，這個也是讓孩子有親身體驗了解到製作過程；第四關人體彩繪，這關就完全太置入性行銷了，完全推廣他家的人體彩繪用品，況且很多人安排行程這屬中間站，沒人會想讓孩子畫的都是，然後去洗手衣服又用的濕答答，然後再去下一站景點。門票可以折抵館內消費，這幾乎是台灣所有觀光工廠流程，讓你帶點伴手禮回家的概念，也讓孩子覺得有帶到東西。一個場次實在太多人了，有夠雜亂無序，工作人員介紹解說太過死板僵硬，完全不吸引小孩。孩子沒來過花一次錢全家進去買個回憶是可以的，反正這景點就是來過一次就謝謝再聯絡了，希望能改善。
,6,3,3 天前,停車場空間大，門口垃圾桶滿到炸開連假人潮絡繹不絕，櫃台上的工作人員忙到炸掉……整個環境空間感到吵雜擁擠髒亂如果想帶孩子來體驗蜡藝的家長請非假日來，這樣子或許能玩到更多
,7,pos,1 週前,這裡非常適合帶著孩子來遊玩的地方，場地寬敞、也有設立闖關活動讓孩子自己去體驗做蠟筆、彩色筆的樂趣❤️每關都會有服務人員解說內容，需要協助時他們也能給予立即的回覆，很棒！很值得二訪的一個地方👍🏻
,8,3,2 天前,整套票使用所有勞作要2小時，適合小孩，小孩會覺得很有趣，大人應該不覺得XXXXXXD。
,9,3,6 天前,有很高的溜滑梯，不過沒有類似玉兔原子筆之類的博物館可以逛，大人可能會比較無聊
,10,pos,1 週前,宜蘭蘇澳蠟藝蠟筆城堡小朋友的最愛和天堂歡迎台灣家長帶小朋友來此一遊 夏天到了冬山河親水公園讓小孩子夏天消暑好去處 附近還有許多景點🤩😋👍
,11,pos,1 週前,門票250元但DIY課有3種可做可拿，門票又可抵消費，ㄧ定要帶孩子來嘗試看看！
,12,pos,1 週前,小孩的天堂，大人也跟著玩，門票還可抵100消費，共四個DIY套裝行程，滿滿的禮物，物超所值。
,13,3,3 天前,城堡很有特色，外圍停車場廣闊，停車方便，我是選擇到小7購買食物，很方便。。
,14,3,2 天前,只適合三歲以上的兒童，建議可以有只陪同進入不DIY的收費。
,15,pos,1 週前,買票能折抵，能自己做彩色筆跟蠟筆還有風車，最後還能彩繪跟變裝拍照！
,16,neg,2 週前,沒有用心經營！以前去過還不錯，後面再去就很差，門票太貴了！
,17,neg,4 週前,除了建築物本體很壯觀外，好像沒什麼可以推薦體驗活動用有四個教學都是放影片講解，用顏料在紙上畫畫、一個人加工三隻彩色筆？？拿顏料教小孩在身上畫畫？！只有一個加工蠟筆壓模成城堡跟這個地方好像比較有關聯一點⋯⋯最後還可以變裝更是不知所云⋯一大一小入場要500元後面可以折抵換一些周邊商品，如果有請人設計一下整體視覺更好⋯⋯不想在多消費，整體感覺不太值得
,18,pos,1 週前,主題性觀光工廠 適合親子同遊的地方旁邊為7-11 便利商店 方停車場:有 免費停車廁所:有
,19,pos,1 週前,門票250可以參與四個小活動包含手做蠟筆還挺不錯的。挺適合小孩與小小孩的體驗。
,20,pos,1 週前,票價250元享有4種體驗，尚可折抵100元商品～物美價廉
,21,pos,4 天前,蠟筆建築超可愛，但內部真的比較適合小小孩來參觀
,22,neg,3 週前,明明是一個要適合帶著孩子去玩的親子體驗觀光工廠，小朋友突發不適隨時可能會嘔吐，向館內多要兩個塑膠袋備著，避免影響其他人及館內清潔，孩子嘔吐也已盡力未影響到館內的員工及遊客，想再多拿兩個「塑膠袋」，館內的販賣部員工竟然態度很不樂意甚至還說前面有拿過塑膠袋了，兩位大人花了500塊的門票，連想多拿一個塑膠袋都要受到這樣不友善待遇！覺得非常不值得前往！
,23,pos,1 週前,大人小孩同票，去就是要畫畫不是去看戲的，沒興趣畫畫的請自動放棄
,24,pos,1 週前,適合帶小朋友造訪，8層樓高的旋轉滑梯值得一試
,25,pos,2 週前,門票可以抵消費，小孩畫圖畫得很開心，又不怕洗不掉
,26,pos,2 週前,250元可作4個DIY，有趣又殺時間喔
,27,neg,4 週前,今天第二次去兩大兩小1000元，真的非常貴第一關跟第四關好無聊、不好玩第四關老師教的櫻花圖案跟上次一樣，沒有什麼變化，覺得很無趣！希望未來1跟4關可以改變一下方式，多跟蠟筆有關的活動，不要再畫紙或彩繪人體了，這些在家也可以自己做，不然再也不會想要去了去了幾次就覺得～貴又不新奇了！
,28,3,1 週前,外面適合拍照(到此一遊)!!! 裡面適合小小朋友
,29,pos,2 週前,小朋友超級開心、館內提供親子體驗活動、可以到櫃臺買票進場喔！製作的東西還會幫你區分適合幾歲的小朋友喔
,30,pos,2 天前,很適合帶小朋友來做DIY，遠傳訊號很好
,31,pos,2 週前,這個點很適合帶小孩來，可以玩，可以DIY創作，只是對成年人稍嫌無聊，不過若你是帶孩子來玩，那麼孩子玩得開心你也跟著高興不是嗎？
,32,pos,2 週前,門票小貴 但能讓小朋友DIY手作 彩色筆 蠟筆 彩繪 現場還有舞台佈置背景 道具等供拍照 商店商品可用門票折抵 整體算豐富還不錯
,33,neg,1 個月前,門票250，體驗項目1.畫紙2.做彩色筆3隻3.做小城堡的蠟筆4.拿顏料畫手?!花這總錢來這這裡體驗這些1跟4的活動真的是很沒意義，也沒什麼蠟筆製作的過程導覽，就是員工放影片給你看然後你照做，大約20分鐘就可以了覺得非常不值得前往
,34,3,2 週前,只要入場一律算diy價格，雖然門票可折抵100購物消費，但還是有種強迫消費的感覺。
,35,pos,2 週前,雖然價格高了些但是有四個DIY活動以大朋友來說1、4的DIY會比較無聊但小朋友玩的不亦樂乎
,36,pos,2 週前,非常好玩，寵物友善的超棒景點！十分推薦有帶寵物的朋友只要有推車提袋都可以帶寵物前往喔！❤️
,37,pos,2 週前,小孩很喜歡的放電好地方。唯工作人員需要多點耐心，不要趕場，小孩無法動作快。
,38,pos,4 週前,室內很大！有冷氣！適合安排雨天備案，一人250元有四項DIY，國小以下可能會比較有興趣參與，工廠強力推薦人體彩繪顏料，如果送的100元不知道換什麼，換這個來畫很有趣哦！
,39,pos,4 週前,會有四個手作主題：1立體塗鴉2製作彩色筆3製作蠟筆4人體彩繪，滿有趣。很適合小孩認識色彩，但講解介紹就少了點。
,40,pos,1 個月前,是個非常適合安排親子活動的好地方，讓孩子能從各式的diy中了解顏料到製作成他們日常使用的畫筆，這些diy規劃真的很棒!只是教室中的因為空間大，講解的老師使用擴音機時，回音非常大，讓聽課的學生耳朵有點受不了，反而聽不清他們說話的內容。
,41,pos,4 天前,可以帶小朋友來玩DIY有4個活動可以參加
,42,pos,2 週前,假日帶小孩一遊的好地方，館內環境乾淨又簡單，導遊的人員服務態度也好
,43,3,1 個月前,門票250元，可以抵扣100元購買商品，城堡外觀漂亮，總共可以體驗4種課程，後面兩個做蠟筆跟畫手的介紹講師，口齒不清，講話全部黏在一起，聽得很吃力，更別說是小朋友更是全部聽不懂，還好有搭配看影片介紹...
,44,pos,1 個月前,🖍️蠟筆城堡🏰的入場導覽&蠟筆DIY，可以感受到規劃的用心與精心設計的動線，讓小小孩清楚了解一隻蠟筆從無到有的過程，簡單的DIY工坊讓小小孩能夠獨自製作屬於自己的畫畫筆，完成✅的成就感與樂趣完全可以顯現在孩子臉上：）是個值得推薦的親子同樂好去處💯
,45,pos,1 個月前,適合3歲以上小朋友來玩Diy，外面拍照很棒，還有一個厲害的溜滑梯。
,46,pos,1 個月前,親子動手做，很棒很好玩。適合大班以上小朋友，可抵100（3人抵300可全折）不像有些地方100抵1樣商品。
,47,pos,4 週前,很棒的地方，能讓小孩自己做彩色筆給蠟筆，體驗手作的樂趣。
,48,pos,1 個月前,路過外圍，覺得很可愛，就把車子開過來樂！剛好裡面還有一間超商，方便補給，廁所也很乾淨☺️☺️👍
,49,pos,3 週前,跟寶貝一起動手做彩色筆、臘比、畫圖增不錯的體驗100元可以抵購物
,50,pos,2 週前,門票包含DIY體驗，還可全額折抵消費，覺得CP挺高的
,51,pos,1 個月前,DIY手作值回票價，門票可完全折抵消費！小孩玩得不亦樂乎！還很享受被畫臉！非常適合小孩！
,52,pos,1 個月前,超棒的親子旅遊館。一共有四個關卡。每個點都有耐心講解及指導。需要門票一人250。每個人都有DIY可操作。
,53,pos,2 週前,溜小孩的地方4個DIY體驗場域小孩子都玩得很開心
,54,pos,2 週前,超級好玩的闖四關，還有8層樓的彩虹溜滑梯。
,55,pos,1 個月前,門票250，3歲以上就要收費。內有四項DIY. 1.蠟筆作畫。2.做彩色筆，一人3隻。3.最蠟筆（壓模）。4.人體彩繪。最後門票可以抵購物，一張抵100。
,56,pos,1 個月前,Sop的流程，做出來的成品都還不錯，每種課程都有專人解說，服務很好，大人很輕鬆，小孩玩的很開心。
,57,pos,3 週前,育教娛樂、 給小朋友 增加知識、 蠟筆水彩筆製造過程、 真的很棒！
,58,3,1 個月前,整體體驗算豐富，有四大手作區域，但總覺得如果整體視覺設計再請專人設計，應該會又有內容又有質感。
,59,pos,1 個月前,門票250可抵用100元有教學人員教制作方法、可惜小朋友太小（2歲4個月）在館內不受控、等大一點再去體驗一次、三樓遛滑梯也限定6歲以上
,60,pos,2 週前,很棒的旅遊中繼站，全程體驗大約耗時二個小時。
,61,pos,1 個月前,"適合親子DIY,小朋友很愛！雨天或大熱天都很適合，只是溜滑梯要另外購票，建議可用折抵就好或一張票可免費溜1⃣️次，不然可惜了"
,62,3,1 個月前,250元門票有四種體驗活動，可抵消費，還不錯可惜，室內親子活動空間少，展售商品侷限在色筆，有聲書已經故障⋯整體環境值得加強
,63,3,1 個月前,安排DIY活動難度對小孩子來說適中，可惜參訪當天無法參觀工廠製程及有些沒開放，人員態度都算蠻親切
