_id,sid_comment,star,time,comment
,1,neg,1 週前,不推薦，DIY手作區服務人員態度超差，程序沒有講清楚還要自己去問，而且臉很臭，整體沒什麼好逛。
,2,neg,1 週前,園區DIY區服務員，沒耐性態度非常不好，步驟隨便教就算了，還不斷催促，是巴不得顧客全跑光嗎？！重點還沒冷氣，整個火氣都起來了！！
,3,pos,1 週前,門票一百，裡面有各式小盆栽可買
,4,neg,2 週前,園區是是小盆栽匯集而成，雖門票$100可抵消費，但換購ㄧ杯$100的500ml醋飲喝起來很化學，只喝了ㄧ口😳
,5,neg,2 週前,入場100元能看的不多雖然能夠抵消費對DIY沒啥興趣點了一杯醋飲料比旁邊提供的薄荷茶還不如
,6,neg,1 個月前,走了一圈沒什麼香草，只是一些不相干的室內花，而且又是稀稀落落，有很大的落差，如果要看花到建國花市還更多更美，又要100元雖可抵用但沒什麼意思，不會再去了
,7,pos,1 個月前,占地一公頃的香草菲菲，成立已九年，走進室內就讓人驚艷，整間布滿花草樹木，而且陽光充足、空氣清新，感覺非常舒服。進入室內需購買門票，中午有輕食套餐，門票可以折抵使用。開放時間09:00-18:00，不提供散客晚餐，若團體預約晚餐則有接受。
,8,3,1 個月前,取名芳香植物博物館但芳香植物介紹不多 像小型花市 門票100元可抵小盆栽 多肉植物消費
,9,neg,2 週前,不推薦維護不好，除了餐廳都顯得髒亂沒規劃。
,10,neg,1 個月前,標準台灣式博物館，園區缺乏整理，髒亂。廁所倒是很乾淨。下雨可以進去躲雨。
,11,3,1 個月前,"門票100可以抵消費，裡面不大拍拍照還ok,一下子就可以逛完."
,12,neg,2 個月前,營業時間到六點，最後點餐五點，用餐時間到六點，才五點就在問餐點的飲料還要不要？到底是有沒有那麼趕時間？還是要趕客人啊？如果是這樣就不要讓客人點餐，時間都還沒到就一直在旁邊晃來晃去的！真的是OOXX⋯⋯⋯
,13,pos,3 個月前,非常喜歡，剛好遇上人不多的時候，門口的收票阿姨非常親切，門票100$但可以抵裡面任何的花費，可以買小植栽也可以做有關植物的DIY小物，也可以喝飲料吃點心，非常值得。裡面平均的消費都大概100，可以一邊喝咖啡一邊體驗diy，教學的店員也非常熱心非常親切空中花園感覺可以再稍微設計過一下，編排顏色上有點參差，但空中花園的小故事非常用心，10棵桂花樹的故事很動容，整體上適合走走看看花草，買個漂亮的小植栽送朋友，或是做個手工，非常好的地方，很推薦。
,14,neg,5 個月前,總結：標準傳統騙錢觀光客景點，設施老舊，價格昂貴，一百塊的門票只能讓你喝飲料，跟上廁所；連鎖便利商店的等級明顯高於此，不要讓這個景點毀了你出遊的心情。1) 價格及服務：100元入場券，可折抵消費，但裡面隨便一杯飲料就一百，點心五十；我還以為現在宜蘭發大財，物價指數已經高過台北了；硬體設備老舊，小孩子的玩具很多都故障，半殘不死的；現場環境髒亂，完全不懂這裡是展覽館，還是倉庫？空間設計詭異，主題詭異，整個展場還有吵死人的無人機一直飛；然後只知道賺錢，莫名的自助餐收你420+10%，盆栽和園藝植物都有標價，好像所有東西只為了賣才擺出來，而沒有認真考量100元入場券的體驗；偉哉中華民族美學和概念，真的糟透了。2) 食物及飲料：不用期待，看到這邊大概已經知道會有什麼水準，低於連鎖餐廳水準，雖然吃到飽的品質普遍較低，但這邊已經低到不太好入口了；只能跟入內用餐的旅客說：辛苦了！3) 各項設施：空中步道開放時間很短，佈置隨意，已經有點老舊，沒有維護；無人機虛擬體驗館半小時需要150元，哈囉？？看起來就像在玩PS4遊戲，你跟我說這樣半小時收費這麼高？廁所陰暗潮濕且髒亂，真的跟公廁水準差不多，我想不到這邊還有什麼東西稱得上設施了，就是一心斂財但裝得很差，演得很膚淺的商人評論：不要再用端出這種東西，然後說沒有生意、沒有觀光客，然後責備大環境，責備經濟；因為這種品質，只會拉低台灣觀光業水準，給人家很糟的體驗，只剩下銅臭味跟低落的經營理念。
,15,pos,3 週前,充滿花草和精油香氣的地方很神奇的是沒什麼蚊蟲
