_id,sid_comment,star,time,comment
,1,pos,1 天前,帶小小孩很適合來體驗，DIY做鹹鴨蛋很有趣，室內展場很涼很乾淨，室外鴨場不大，不過沒有異味，有維護。不用門票，10元飼料餵鴨小孩就很開心。
,2,pos,5 天前,阿姨很和善，也絕對不會強迫推銷，整體感覺很舒服，餵鴨子的飼料一包才10塊，不用入園費，鴨子也很親人，就算被鴨子咬到也完全不痛，很癢哈哈哈，那邊也有販賣真空包裝的鴨肉，超好吃，超適合一家大小朋友一起去！！！
,3,pos,1 週前,免門票，定時有導覽，環境寬敞舒適，餐點個人很喜歡，還有手工DIY的活動，大人小孩一起動手做披薩，鴨肉飯很好吃，有餵魚餵鴨可以給小朋友玩，也可以體驗撿蛋的活動，並交導如何做成鹹鴨蛋，充滿教育性的地方^^
,4,pos,2 天前,有好玩的鹹蛋DIY，看鴨子走路很舒壓喔！
,5,pos,1 週前,魚飼料一包10塊和臭臭的鴨子玩，店內有小貴但可下飯的鴨賞午餐和冰淇淋
,6,pos,1 週前,地方不大 但工作人員很認真又熱情還可以體驗揀鴨蛋跟餵鴨子
,7,3,1 週前,帶城市小孩子來喂鴨子的好地方，停車方便。就很單純，看鴨，起鴨，醒鴨蛋
,8,3,3 週前,20200614魚鴨飼料每包10元，園區除提供餐飲也有伴手禮及冰棒可購買。園區腹地蠻大的，適合帶孩子走走，環境也算乾淨缺點是地上會有鴨屎(因為鴨鵝是開放式放養)，走路需留意腳下。※不收門票費※附設停車場※有化妝室
,9,pos,2 週前,鴨子很可愛，飼料也不貴（一大包10元），適合帶小朋友來餵鴨鴨，不過要小心很多鴨便便就是了！
,10,3,2 週前,優點就是鴨飼料一包10元很多，DIY時講解太快趕時間，遊客不是鴨子啊！別趕……
,11,pos,2 週前,連假到處都是人，好險這裡人比較少，可以輕輕鬆鬆的玩，適合小小朋友一起來餵鴨鴨
,12,pos,1 週前,鴨子可愛 飼料便宜 也沒有入場費 可以順路來看看
,13,pos,3 週前,免門票～免費參觀～還有免費停車場，在附近路過值得來看看唷！可以餵鴨子
,14,pos,3 個月前,會走路的小小孩也適合餵鴨子蠻好玩的，飼料很便宜一大包10元，還有鵝可以DIY鹹鴨蛋（每天營業時間整點，12點除外。150元/5顆）1.先導覽介紹3分鐘內2.到鴨寮撿5顆蛋，看準下手（撿起後不再放回去）3.裹紅土，完成4.帶回家放2禮拜再蒸熟鴨子很活躍，小朋友很開心只是建議帶個不要的小牙刷來，回去前可以把鞋底的鴨屎先用乾淨（環境是乾淨的，但畢竟鴨子放養，無法限制他在哪裡方便😂）附近有好吃的蛋糕甜點（吮指手作坊，非廣告，只是個人覺得棒棒的）
,15,pos,1 個月前,建議做鹹鴨蛋DIY150元，有小段導覽，認識不同的鴨子，還可以去鴨寮裡撿鴨蛋，再去DIY。也可以花個10元買飼料，餵餵小鴨~也有鴨賞可以買。場地並不大，有停車場，好停車。
,16,pos,1 個月前,親子旅遊很適合來，可以餵鴨子只需要10塊就有很大一包飼料可以餵，也有餐點可以享用，雖然有說要預約，但是當天也是可以直接問是否可以用餐，也有單賣鴨賞、三星蔥產品等等宜蘭土產，帶小孩子來也可以參加DIY，有PIZZA或是DIY鹹鴨蛋，也很適合情侶一同前往餵鴨子，內附停車場空間蠻大的，可以不用擔心沒有位子停車。
,17,pos,3 個月前,故事館的服務人員待人親切和善有禮，內部環境乾淨整潔，內附洗手間也滿乾淨的，故事館外面就可以停車了，免門票免停車費即可入內參觀。館內可以購買飼料(10元/包，飼料算大包的，可以餵很久)，餵食鴨子和鵝，館內除了鴨子、鵝，還有火雞、鸚鵡；此外還有製作鹹鴨蛋的親子DIY體驗課程(150元有5個蛋，會帶您撿拾鴨蛋再親手製做鹹鴨蛋，非常有趣的體驗)，非常適合帶小朋友來體驗餵食鴨子和DIY鹹鴨蛋；館內另有販售鴨賞和其他伴手禮，大約可以花一到一個半小時的時間來此處溜小孩。
,18,pos,2 個月前,好停車，有話10元買飼料餵雞跟鴨，不過沒看到雞，鴨子很餓，所以小朋友拿飼料要小心，可能會被鴨子搶走，店內有介紹宜蘭鴨這特產的故事，當然價格也很觀光的價位
,19,pos,2 個月前,佛心！不用門票 ❤️要喂鴨子 只要10塊 超便宜‼️‼️‼️鴨子超可愛 多到一個誇張 超可愛😍因為要餵食 所以鴨子蜂擁而上🤤而且還有DIY體驗喔💋💋廁所超乾淨  停車🅿️也很方便喔‼休閒散心的好地方💕💕老闆娘態度又超好    值得推❤️❤️
,20,pos,1 個月前,小而巧的觀光農場，免費入場，飼料一包10元很超值可以餵大小鴨
